Timestamp,Angry,Disgust,Fear,Happy,Sad,Surprise,Neutral
15:01:45.692017,0.07,0.0,0.13,0.0,0.71,0.0,0.08
15:01:45.881754,0.08,0.0,0.13,0.0,0.74,0.0,0.05
15:01:45.978710,0.09,0.01,0.06,0.0,0.71,0.0,0.13
15:01:46.089963,0.1,0.0,0.05,0.0,0.71,0.0,0.13
15:01:46.196643,0.09,0.0,0.04,0.0,0.67,0.0,0.19
15:01:46.290722,0.08,0.0,0.07,0.0,0.74,0.0,0.1
15:01:46.384277,0.1,0.0,0.05,0.0,0.68,0.0,0.16
15:01:46.479477,0.33,0.0,0.12,0.01,0.37,0.0,0.17
15:01:46.588062,0.21,0.0,0.16,0.01,0.43,0.01,0.17
15:01:46.679655,0.43,0.0,0.13,0.01,0.27,0.01,0.16
15:01:46.773998,0.32,0.0,0.11,0.01,0.37,0.01,0.17
15:01:46.870135,0.41,0.0,0.14,0.01,0.3,0.01,0.14
15:01:46.975254,0.07,0.0,0.07,0.01,0.5,0.0,0.35
15:01:47.086618,0.1,0.0,0.11,0.0,0.52,0.0,0.27
15:01:47.193872,0.08,0.0,0.1,0.0,0.58,0.0,0.24
15:01:47.303495,0.17,0.0,0.04,0.0,0.4,0.0,0.38
15:01:47.417708,0.09,0.0,0.07,0.01,0.41,0.01,0.41
15:01:47.522781,0.15,0.0,0.07,0.0,0.45,0.0,0.33
15:01:47.631906,0.11,0.0,0.07,0.0,0.67,0.0,0.14
15:01:47.723715,0.09,0.0,0.06,0.0,0.69,0.0,0.16
15:01:47.832276,0.12,0.0,0.1,0.0,0.67,0.0,0.11
15:01:47.940657,0.1,0.0,0.09,0.0,0.59,0.0,0.22
15:01:48.050422,0.14,0.0,0.09,0.01,0.41,0.01,0.34
15:01:48.156333,0.26,0.0,0.09,0.01,0.34,0.01,0.28
15:01:48.265019,0.21,0.0,0.14,0.01,0.4,0.01,0.24
15:01:48.373609,0.1,0.0,0.12,0.0,0.52,0.0,0.25
15:01:48.485287,0.28,0.0,0.1,0.0,0.45,0.0,0.16
15:01:48.594153,0.18,0.0,0.07,0.0,0.48,0.0,0.25
15:01:48.698775,0.11,0.0,0.07,0.0,0.57,0.0,0.23
15:01:48.789945,0.13,0.0,0.07,0.0,0.55,0.0,0.25
15:01:48.900913,0.51,0.0,0.12,0.0,0.29,0.0,0.08
15:01:49.010653,0.16,0.0,0.07,0.0,0.52,0.01,0.23
15:01:49.102964,0.26,0.0,0.07,0.0,0.43,0.0,0.23
15:01:49.194015,0.4,0.0,0.1,0.0,0.35,0.0,0.13
15:01:49.288707,0.11,0.0,0.08,0.0,0.58,0.01,0.21
15:01:49.397005,0.11,0.0,0.08,0.0,0.56,0.01,0.23
15:01:49.507732,0.09,0.0,0.08,0.0,0.71,0.0,0.11
15:01:49.634805,0.05,0.0,0.07,0.0,0.8,0.0,0.08
15:01:49.739009,0.08,0.0,0.08,0.0,0.67,0.0,0.16
15:01:49.855078,0.09,0.0,0.08,0.0,0.76,0.0,0.06
15:01:49.977244,0.07,0.01,0.1,0.0,0.75,0.0,0.08
15:01:50.086068,0.04,0.0,0.07,0.0,0.81,0.0,0.08
15:01:50.189709,0.07,0.0,0.06,0.0,0.78,0.0,0.08
15:01:50.290696,0.09,0.0,0.06,0.0,0.77,0.0,0.07
15:01:50.407867,0.07,0.0,0.09,0.0,0.78,0.0,0.06
15:01:50.514342,0.1,0.0,0.1,0.0,0.72,0.0,0.07
15:01:50.630409,0.07,0.0,0.07,0.0,0.78,0.0,0.08
15:01:50.735380,0.08,0.0,0.14,0.0,0.7,0.0,0.09
15:01:50.841127,0.11,0.0,0.12,0.0,0.66,0.0,0.1
15:01:50.939982,0.14,0.0,0.1,0.0,0.6,0.0,0.15
15:01:51.045543,0.04,0.0,0.06,0.0,0.8,0.0,0.1
15:01:51.151009,0.1,0.0,0.1,0.0,0.72,0.0,0.08
15:01:51.266068,0.06,0.0,0.09,0.0,0.78,0.0,0.07
15:01:51.369624,0.07,0.0,0.14,0.0,0.72,0.0,0.06
15:01:51.481892,0.13,0.0,0.11,0.0,0.63,0.0,0.13
15:01:51.600934,0.05,0.0,0.09,0.0,0.73,0.0,0.13
15:01:51.716477,0.14,0.0,0.1,0.0,0.64,0.0,0.11
15:01:51.816848,0.1,0.0,0.09,0.0,0.68,0.0,0.12
15:01:51.928072,0.1,0.0,0.09,0.0,0.68,0.0,0.12
15:01:52.038087,0.13,0.0,0.07,0.0,0.67,0.0,0.13
15:01:52.141020,0.07,0.0,0.1,0.0,0.69,0.0,0.13
15:01:52.248633,0.12,0.0,0.08,0.0,0.69,0.0,0.11
15:01:52.363868,0.04,0.0,0.08,0.0,0.83,0.0,0.05
15:01:52.466094,0.06,0.0,0.06,0.0,0.79,0.0,0.08
15:01:52.576113,0.04,0.0,0.07,0.0,0.82,0.0,0.06
15:01:52.672143,0.03,0.0,0.09,0.0,0.82,0.0,0.05
15:01:52.782492,0.03,0.0,0.05,0.0,0.8,0.0,0.11
15:01:52.886371,0.04,0.0,0.04,0.0,0.75,0.0,0.16
15:01:52.994059,0.05,0.0,0.04,0.0,0.72,0.0,0.19
15:01:53.118817,0.05,0.0,0.05,0.0,0.56,0.0,0.34
15:01:53.232735,0.14,0.0,0.0,0.05,0.04,0.06,0.71
15:01:53.357108,0.17,0.0,0.01,0.2,0.03,0.02,0.56
15:01:53.481941,0.2,0.0,0.01,0.16,0.04,0.02,0.57
15:01:53.585065,0.36,0.0,0.01,0.18,0.04,0.03,0.39
15:01:53.689022,0.46,0.0,0.02,0.1,0.03,0.05,0.34
15:01:53.795780,0.29,0.0,0.01,0.33,0.03,0.02,0.32
15:01:53.902531,0.24,0.0,0.0,0.48,0.02,0.02,0.23
15:01:54.018719,0.16,0.0,0.01,0.62,0.02,0.02,0.18
15:01:54.121734,0.29,0.0,0.01,0.38,0.03,0.02,0.26
15:01:54.217827,0.35,0.0,0.02,0.28,0.03,0.03,0.29
15:01:54.327286,0.29,0.0,0.01,0.32,0.03,0.03,0.32
15:01:54.433478,0.25,0.0,0.04,0.07,0.04,0.04,0.55
15:01:54.543725,0.3,0.0,0.04,0.13,0.02,0.04,0.47
15:01:54.664581,0.28,0.0,0.01,0.25,0.03,0.04,0.39
15:01:54.794666,0.34,0.0,0.02,0.25,0.02,0.05,0.33
15:01:54.928866,0.25,0.0,0.01,0.25,0.01,0.08,0.39
15:01:55.055714,0.25,0.0,0.01,0.25,0.02,0.05,0.42
15:01:55.175546,0.41,0.0,0.04,0.04,0.03,0.03,0.46
15:01:55.285799,0.5,0.0,0.01,0.16,0.04,0.0,0.29
15:01:55.414563,0.14,0.0,0.01,0.65,0.02,0.02,0.16
15:01:55.534511,0.43,0.0,0.03,0.22,0.01,0.05,0.26
15:01:55.640928,0.36,0.0,0.04,0.17,0.01,0.07,0.35
15:01:55.787713,0.39,0.0,0.03,0.12,0.01,0.05,0.39
15:01:55.905542,0.36,0.0,0.02,0.19,0.04,0.02,0.37
15:01:56.024473,0.32,0.0,0.02,0.05,0.02,0.02,0.57
15:01:56.142124,0.28,0.0,0.02,0.1,0.02,0.03,0.55
15:01:56.262821,0.33,0.0,0.02,0.07,0.01,0.02,0.55
15:01:56.384923,0.39,0.0,0.01,0.2,0.02,0.03,0.34
15:01:56.505946,0.29,0.0,0.01,0.1,0.01,0.01,0.58
15:01:56.649683,0.3,0.0,0.01,0.15,0.01,0.01,0.52
15:01:56.776805,0.28,0.0,0.01,0.28,0.05,0.02,0.36
15:01:56.897840,0.25,0.0,0.02,0.23,0.05,0.01,0.44
15:01:57.034691,0.28,0.0,0.02,0.24,0.04,0.02,0.4
15:01:57.174170,0.29,0.0,0.01,0.29,0.03,0.02,0.36
15:01:57.321154,0.31,0.0,0.03,0.13,0.04,0.02,0.46
15:01:57.453852,0.39,0.0,0.04,0.08,0.03,0.04,0.42
15:01:57.592996,0.33,0.0,0.04,0.14,0.07,0.02,0.41
15:01:57.731662,0.4,0.0,0.01,0.24,0.04,0.01,0.29
15:01:57.855471,0.07,0.0,0.0,0.67,0.01,0.02,0.23
15:01:57.983526,0.12,0.0,0.01,0.61,0.01,0.04,0.22
15:01:58.109985,0.15,0.0,0.02,0.41,0.03,0.01,0.38
15:01:58.231958,0.14,0.0,0.01,0.3,0.02,0.01,0.51
15:01:58.359086,0.09,0.0,0.01,0.4,0.02,0.01,0.47
15:01:58.489095,0.08,0.0,0.01,0.25,0.02,0.02,0.63
15:01:58.613833,0.05,0.0,0.01,0.39,0.02,0.03,0.51
15:01:58.740350,0.05,0.0,0.05,0.0,0.77,0.0,0.13
15:01:58.859400,0.02,0.0,0.06,0.0,0.88,0.0,0.03
15:01:58.972512,0.02,0.0,0.06,0.0,0.88,0.0,0.03
15:01:59.095993,0.09,0.0,0.11,0.0,0.75,0.0,0.05
15:01:59.220423,0.04,0.0,0.06,0.0,0.81,0.0,0.08
15:01:59.327881,0.03,0.0,0.05,0.0,0.83,0.0,0.08
15:01:59.439409,0.04,0.0,0.1,0.0,0.79,0.0,0.07
15:01:59.555856,0.05,0.0,0.04,0.0,0.81,0.0,0.1
15:01:59.668869,0.04,0.0,0.05,0.0,0.78,0.0,0.13
15:01:59.796941,0.04,0.0,0.03,0.0,0.82,0.0,0.1
15:01:59.913136,0.04,0.0,0.03,0.0,0.68,0.0,0.25
15:02:00.027132,0.04,0.0,0.05,0.0,0.68,0.0,0.22
15:02:00.150889,0.03,0.0,0.04,0.0,0.7,0.0,0.23
15:02:00.262915,0.03,0.0,0.09,0.0,0.84,0.0,0.04
15:02:00.371208,0.03,0.0,0.06,0.0,0.85,0.0,0.06
15:02:00.493834,0.04,0.0,0.04,0.0,0.85,0.0,0.06
15:02:00.601038,0.05,0.0,0.04,0.0,0.81,0.0,0.1
15:02:00.704661,0.03,0.0,0.04,0.0,0.75,0.0,0.17
15:02:00.817223,0.03,0.0,0.04,0.0,0.74,0.0,0.18
15:02:00.922623,0.03,0.0,0.05,0.0,0.78,0.0,0.14
15:02:01.032219,0.03,0.0,0.05,0.0,0.75,0.0,0.17
15:02:01.140053,0.03,0.0,0.06,0.0,0.76,0.0,0.14
15:02:01.254115,0.05,0.0,0.06,0.0,0.8,0.0,0.09
15:02:01.363845,0.05,0.0,0.07,0.0,0.8,0.0,0.08
15:02:01.467476,0.03,0.0,0.06,0.0,0.78,0.0,0.13
15:02:01.578693,0.03,0.0,0.06,0.0,0.72,0.0,0.19
15:02:01.704071,0.03,0.0,0.04,0.0,0.77,0.0,0.16
15:02:01.808654,0.03,0.0,0.04,0.0,0.72,0.0,0.21
15:02:01.924619,0.03,0.0,0.04,0.0,0.73,0.0,0.2
15:02:02.058750,0.03,0.0,0.06,0.0,0.82,0.0,0.1
15:02:02.183669,0.03,0.0,0.08,0.0,0.77,0.0,0.11
15:02:02.320706,0.05,0.0,0.07,0.0,0.75,0.0,0.13
15:02:02.453767,0.04,0.0,0.08,0.0,0.78,0.0,0.1
15:02:02.591218,0.05,0.0,0.12,0.0,0.74,0.0,0.09
15:02:02.735744,0.02,0.0,0.04,0.0,0.86,0.0,0.07
15:02:02.864314,0.07,0.01,0.18,0.0,0.68,0.0,0.06
15:02:02.987101,0.11,0.0,0.04,0.0,0.52,0.0,0.31
15:02:03.106539,0.07,0.0,0.05,0.0,0.43,0.0,0.45
15:02:03.234084,0.13,0.0,0.03,0.0,0.34,0.0,0.5
15:02:03.579298,0.09,0.0,0.08,0.0,0.46,0.0,0.36
15:02:04.005712,0.08,0.0,0.06,0.0,0.57,0.0,0.29
15:02:04.131931,0.07,0.0,0.05,0.0,0.55,0.0,0.33
15:02:04.256895,0.15,0.0,0.05,0.0,0.45,0.0,0.35
15:02:04.386743,0.06,0.0,0.05,0.0,0.58,0.0,0.31
15:02:04.521008,0.08,0.0,0.08,0.0,0.52,0.0,0.31
15:02:04.714998,0.16,0.0,0.11,0.0,0.41,0.0,0.3
15:02:04.885560,0.08,0.0,0.07,0.0,0.61,0.0,0.24
15:02:05.136015,0.08,0.0,0.09,0.0,0.69,0.0,0.14
15:02:05.273315,0.11,0.0,0.09,0.0,0.58,0.0,0.22
15:02:05.432078,0.07,0.0,0.15,0.0,0.68,0.0,0.1
15:02:05.572370,0.08,0.0,0.11,0.0,0.68,0.0,0.13
15:02:05.707588,0.06,0.0,0.13,0.0,0.69,0.0,0.11
15:02:05.846580,0.06,0.0,0.06,0.0,0.72,0.0,0.15
15:02:05.985171,0.03,0.0,0.09,0.0,0.79,0.0,0.09
15:02:06.122673,0.07,0.0,0.21,0.0,0.68,0.0,0.04
15:02:06.245288,0.07,0.0,0.14,0.0,0.72,0.0,0.07
15:02:06.392733,0.1,0.0,0.07,0.0,0.72,0.0,0.11
15:02:06.532809,0.08,0.01,0.09,0.0,0.66,0.0,0.14
15:02:06.691635,0.07,0.01,0.08,0.0,0.71,0.0,0.14
15:02:06.863915,0.09,0.0,0.05,0.0,0.65,0.0,0.21
15:02:06.992007,0.08,0.0,0.06,0.0,0.71,0.0,0.15
15:02:07.137970,0.07,0.0,0.04,0.0,0.66,0.0,0.22
15:02:07.273900,0.07,0.0,0.04,0.0,0.59,0.0,0.29
15:02:07.421723,0.06,0.0,0.08,0.0,0.75,0.0,0.11
15:02:07.547348,0.07,0.0,0.04,0.0,0.69,0.0,0.19
15:02:07.675442,0.12,0.01,0.06,0.0,0.53,0.0,0.27
15:02:07.814468,0.02,0.0,0.08,0.0,0.85,0.0,0.04
15:02:08.014864,0.08,0.0,0.08,0.0,0.75,0.0,0.09
15:02:08.197509,0.11,0.0,0.08,0.0,0.72,0.0,0.09
15:02:08.387753,0.06,0.0,0.12,0.0,0.76,0.0,0.05
15:02:08.590731,0.03,0.0,0.06,0.0,0.83,0.0,0.07
15:02:08.776071,0.03,0.0,0.04,0.0,0.85,0.0,0.08
15:02:08.977067,0.03,0.0,0.04,0.0,0.76,0.0,0.17
15:02:09.146287,0.12,0.0,0.07,0.0,0.63,0.0,0.18
15:02:09.351933,0.18,0.0,0.11,0.0,0.48,0.0,0.22
15:02:09.555745,0.15,0.0,0.07,0.0,0.46,0.0,0.32
15:02:09.759687,0,0,0,0,0,0,0
15:02:09.937822,0.1,0.0,0.05,0.0,0.54,0.0,0.31
15:02:10.130388,0,0,0,0,0,0,0
15:02:10.301060,0.15,0.0,0.07,0.0,0.63,0.0,0.16
15:02:10.487521,0.09,0.0,0.05,0.0,0.66,0.0,0.2
15:02:10.675916,0.16,0.0,0.04,0.0,0.56,0.0,0.24
15:02:10.891989,0.16,0.0,0.06,0.0,0.53,0.0,0.24
15:02:11.064039,0.13,0.0,0.05,0.0,0.64,0.0,0.17
15:02:11.267853,0.15,0.0,0.07,0.0,0.6,0.0,0.17
15:02:11.471088,0.08,0.0,0.1,0.0,0.67,0.0,0.14
15:02:11.658901,0.02,0.0,0.05,0.0,0.85,0.0,0.08
15:02:11.859078,0.02,0.0,0.03,0.0,0.88,0.0,0.06
15:02:12.023631,0.02,0.0,0.04,0.0,0.9,0.0,0.04
15:02:12.226168,0.02,0.0,0.04,0.0,0.88,0.0,0.06
15:02:12.397830,0.03,0.0,0.07,0.0,0.82,0.0,0.08
15:02:12.614652,0.04,0.0,0.07,0.0,0.85,0.0,0.04
15:02:12.817616,0.03,0.0,0.06,0.0,0.89,0.0,0.02
15:02:13.000208,0.02,0.0,0.03,0.0,0.92,0.0,0.03
15:02:13.207250,0.02,0.0,0.03,0.0,0.92,0.0,0.03
15:02:13.441147,0.05,0.0,0.05,0.0,0.84,0.0,0.06
15:02:13.642674,0.04,0.0,0.02,0.0,0.79,0.0,0.15
15:02:13.857308,0.02,0.0,0.13,0.0,0.84,0.0,0.01
15:02:14.072246,0.04,0.0,0.12,0.0,0.82,0.0,0.01
15:02:14.271108,0.05,0.0,0.04,0.0,0.83,0.0,0.07
15:02:14.474926,0.06,0.0,0.04,0.0,0.77,0.0,0.13
15:02:14.661878,0.05,0.0,0.03,0.0,0.79,0.0,0.12
15:02:14.863648,0.09,0.0,0.04,0.0,0.7,0.0,0.16
15:02:15.065702,0.07,0.0,0.05,0.0,0.78,0.0,0.1
15:02:15.282963,0.04,0.0,0.02,0.0,0.63,0.0,0.32
15:02:15.497151,0.04,0.0,0.02,0.0,0.6,0.0,0.34
15:02:15.699888,0.13,0.0,0.04,0.0,0.68,0.0,0.14
15:02:15.918081,0.16,0.0,0.05,0.0,0.65,0.0,0.13
15:02:16.119269,0.06,0.0,0.02,0.0,0.62,0.0,0.29
15:02:16.318852,0.1,0.0,0.04,0.0,0.66,0.0,0.21
15:02:16.533807,0.04,0.0,0.08,0.0,0.82,0.0,0.07
15:02:16.737137,0.01,0.0,0.04,0.0,0.93,0.0,0.02
15:02:16.956324,0.02,0.0,0.06,0.0,0.87,0.0,0.05
15:02:17.153495,0.02,0.0,0.06,0.0,0.86,0.0,0.06
15:02:17.358688,0.03,0.0,0.09,0.0,0.81,0.0,0.07
15:02:17.543791,0.01,0.0,0.07,0.0,0.83,0.0,0.09
15:02:17.725108,0.03,0.0,0.09,0.0,0.81,0.0,0.07
15:02:17.913184,0.02,0.0,0.07,0.0,0.78,0.0,0.12
15:02:18.114467,0.04,0.0,0.06,0.0,0.72,0.0,0.19
15:02:18.317800,0.1,0.0,0.03,0.0,0.61,0.01,0.25
15:02:18.504741,0.03,0.0,0.04,0.0,0.82,0.0,0.11
15:02:18.708723,0.04,0.0,0.05,0.0,0.74,0.0,0.16
15:02:18.910061,0.04,0.0,0.04,0.0,0.71,0.0,0.21
15:02:19.098756,0.02,0.0,0.06,0.0,0.89,0.0,0.02
15:02:19.293430,0.04,0.0,0.07,0.0,0.84,0.01,0.04
15:02:19.485729,0.08,0.01,0.07,0.0,0.76,0.01,0.08
15:02:19.673469,0.1,0.0,0.04,0.0,0.7,0.0,0.16
15:02:19.874702,0.06,0.0,0.07,0.0,0.64,0.01,0.22
15:02:20.043022,0.08,0.0,0.05,0.0,0.64,0.01,0.22
15:02:20.242517,0.02,0.0,0.03,0.0,0.86,0.0,0.09
15:02:20.429772,0.02,0.0,0.03,0.0,0.87,0.0,0.07
15:02:20.615729,0.05,0.0,0.04,0.0,0.73,0.0,0.17
15:02:20.819013,0.04,0.0,0.03,0.0,0.74,0.0,0.19
15:02:20.988809,0.03,0.0,0.03,0.0,0.82,0.0,0.12
15:02:21.174903,0.04,0.0,0.04,0.0,0.79,0.0,0.14
15:02:21.362733,0.04,0.0,0.03,0.0,0.79,0.0,0.13
15:02:21.567153,0.02,0.0,0.03,0.0,0.75,0.0,0.19
15:02:21.739003,0.04,0.0,0.04,0.0,0.79,0.0,0.13
15:02:21.948186,0.07,0.0,0.04,0.0,0.66,0.0,0.22
15:02:22.132062,0.06,0.0,0.03,0.0,0.73,0.0,0.18
15:02:22.337781,0.12,0.0,0.08,0.0,0.73,0.0,0.07
15:02:22.540266,0.39,0.0,0.06,0.0,0.46,0.0,0.08
15:02:22.727302,0.01,0.0,0.02,0.0,0.92,0.0,0.05
15:02:22.941993,0.17,0.0,0.04,0.0,0.7,0.0,0.08
15:02:23.128075,0.15,0.0,0.04,0.0,0.74,0.0,0.07
15:02:23.327750,0.22,0.0,0.03,0.0,0.67,0.01,0.07
15:02:23.537499,0.17,0.0,0.03,0.0,0.73,0.0,0.06
15:02:23.744898,0.13,0.0,0.04,0.0,0.73,0.0,0.09
