15:02:15.383487,!Error: Timed out waiting for response
15:02:15.634524,!ERROR: Failed to verify connection(1) to sensor.
15:02:15.869277,!ERROR: Initial communication errorCode recieved
15:02:16.131929,24.94,982.99,255.06,37.32,85.83,64.94
15:02:16.380205,24.93,982.99,255.06,37.33,87.50,65.00
15:02:16.615957,24.93,982.97,255.20,37.36,116.67,65.00
15:02:16.872233,24.93,982.98,255.11,37.32,156.67,65.00
15:02:17.123188,24.93,982.96,255.33,37.34,161.67,65.00
15:02:17.375178,24.93,982.95,255.34,37.33,166.67,65.11
15:02:17.610680,24.92,982.95,255.41,37.33,166.67,65.11
15:02:17.871559,24.92,982.96,255.29,37.34,167.50,65.11
15:02:18.122870,24.91,982.96,255.29,37.35,167.50,65.11
15:02:18.362503,24.91,982.95,255.36,37.38,167.50,65.23
15:02:18.613732,24.90,982.97,255.19,37.34,167.50,65.23
15:02:18.873395,24.90,982.95,255.35,37.35,167.50,65.23
15:02:19.124498,24.90,982.97,255.22,37.36,167.50,65.23
15:02:19.375360,24.89,982.96,255.32,37.36,167.50,65.34
15:02:19.626775,24.89,982.95,255.35,37.39,168.33,65.34
15:02:19.878868,24.89,982.99,255.02,37.40,168.33,65.34
15:02:20.131754,24.90,983.00,254.97,37.41,169.17,65.34
15:02:20.377216,24.89,982.99,255.00,37.42,168.33,65.46
15:02:20.613471,24.89,982.96,255.29,37.43,168.33,65.46
15:02:20.864849,24.88,982.97,255.22,37.45,169.17,65.46
15:02:21.121746,24.88,983.00,254.91,37.44,169.17,65.46
15:02:21.372742,24.88,983.00,254.94,37.43,169.17,65.46
15:02:21.623073,24.88,982.99,255.06,37.44,169.17,65.46
15:02:21.874378,24.87,982.98,255.10,37.48,166.67,65.46
15:02:22.125792,24.87,982.95,255.35,37.51,127.50,65.46
15:02:22.362143,24.86,982.96,255.32,37.51,181.67,65.34
15:02:22.625500,24.86,982.99,254.78,37.52,186.67,65.34
15:02:22.860991,24.86,982.98,255.10,37.51,187.50,65.34
15:02:23.113887,24.86,982.99,255.03,37.51,188.33,65.34
15:02:23.365573,24.85,983.00,254.94,37.51,189.17,65.23
15:02:23.620690,24.85,982.98,255.13,37.52,189.17,65.23
15:02:23.865115,24.85,983.00,254.97,37.52,189.17,65.23
