adjusted timestamps,timestamps,TP9,AF7,AF8,TP10,Right AUX
2023/07/18 15:40:23.756,1689709223.756000000,-72.266,104.492,-503.418,-78.613,0
2023/07/18 15:40:23.760,1689709223.760000000,-0.488,54.688,-469.238,-52.734,0
2023/07/18 15:40:23.763,1689709223.763000000,170.898,-19.531,-429.199,-7.812,0
2023/07/18 15:40:23.767,1689709223.767000000,133.789,-34.18,-442.383,-16.602,0
2023/07/18 15:40:23.771,1689709223.771000000,-35.645,-36.133,-507.324,-88.867,0
2023/07/18 15:40:23.775,1689709223.775000000,-19.531,-42.48,-511.719,-86.914,0
2023/07/18 15:40:23.779,1689709223.779000000,152.344,-56.641,-585.449,19.531,0
2023/07/18 15:40:23.783,1689709223.783000000,200.195,-57.129,-593.75,43.457,0
2023/07/18 15:40:23.787,1689709223.787000000,56.641,-28.32,-407.715,-65.43,0
2023/07/18 15:40:23.791,1689709223.791000000,1.465,-36.621,-454.102,-101.074,0
2023/07/18 15:40:23.795,1689709223.795000000,181.152,-57.129,-413.086,22.949,0
2023/07/18 15:40:23.798,1689709223.798000000,337.402,-55.664,-316.895,117.188,0
2023/07/18 15:40:23.803,1689709223.803000000,0,-41.992,-365.234,-21.973,0
2023/07/18 15:40:23.807,1689709223.807000000,0,-38.574,-423.34,-146.484,0
2023/07/18 15:40:23.810,1689709223.810000000,0,-49.805,-388.672,-39.062,0
2023/07/18 15:40:23.814,1689709223.814000000,0,-44.922,-252.93,48.828,0
2023/07/18 15:40:23.818,1689709223.818000000,0,-39.551,-293.457,13.672,0
2023/07/18 15:40:23.822,1689709223.822000000,0,-38.574,-504.395,-88.379,0
2023/07/18 15:40:23.826,1689709223.826000000,0,-49.805,-561.523,-62.012,0
2023/07/18 15:40:23.830,1689709223.830000000,0,-29.785,-343.75,33.203,0
2023/07/18 15:40:23.834,1689709223.834000000,0,-2.441,-255.859,-7.812,0
2023/07/18 15:40:23.838,1689709223.838000000,0,-20.996,-444.336,-89.355,0
2023/07/18 15:40:23.842,1689709223.842000000,0,-20.02,-480.469,-59.082,0
2023/07/18 15:40:23.845,1689709223.845000000,0,-2.93,-283.691,27.344,0
2023/07/18 15:40:23.850,1689709223.850000000,247.559,0.488,-282.715,27.344,0
2023/07/18 15:40:23.854,1689709223.854000000,80.078,20.996,-397.461,-0.977,0
2023/07/18 15:40:23.857,1689709223.857000000,1.465,65.43,-424.316,-62.988,0
2023/07/18 15:40:23.861,1689709223.861000000,159.18,67.871,-335.938,-5.859,0
2023/07/18 15:40:23.865,1689709223.865000000,299.805,10.742,-332.52,33.203,0
2023/07/18 15:40:23.869,1689709223.869000000,172.363,-28.32,-464.355,-47.852,0
2023/07/18 15:40:23.873,1689709223.873000000,45.898,-31.25,-474.121,-31.25,0
2023/07/18 15:40:23.877,1689709223.877000000,156.25,-12.207,-436.523,37.598,0
2023/07/18 15:40:23.881,1689709223.881000000,263.672,-0.488,-373.047,34.18,0
2023/07/18 15:40:23.885,1689709223.885000000,162.598,-16.113,-530.273,13.672,0
2023/07/18 15:40:23.889,1689709223.889000000,-20.508,-17.09,-577.148,-74.707,0
2023/07/18 15:40:23.892,1689709223.892000000,-3.418,-0.488,-383.301,-108.398,0
2023/07/18 15:40:23.897,1689709223.897000000,163.574,-3.418,-346.191,26.855,0
2023/07/18 15:40:23.900,1689709223.900000000,130.371,-11.719,-326.172,18.555,0
2023/07/18 15:40:23.904,1689709223.904000000,-52.734,-22.949,-346.191,-72.754,0
2023/07/18 15:40:23.908,1689709223.908000000,-74.707,-25.391,-315.43,-36.621,0
2023/07/18 15:40:23.912,1689709223.912000000,97.168,-31.738,-292.969,13.672,0
2023/07/18 15:40:23.916,1689709223.916000000,166.992,-34.668,-310.059,-12.207,0
2023/07/18 15:40:23.920,1689709223.920000000,-16.602,-27.344,-289.062,-60.547,0
2023/07/18 15:40:23.924,1689709223.924000000,-139.16,-23.926,-223.633,-71.777,0
2023/07/18 15:40:23.928,1689709223.928000000,3.418,-29.297,-289.551,92.773,0
2023/07/18 15:40:23.932,1689709223.932000000,116.211,-26.367,-240.234,88.379,0
2023/07/18 15:40:23.935,1689709223.935000000,-29.297,-21.484,-119.629,-58.594,0
2023/07/18 15:40:23.939,1689709223.939000000,-158.691,-7.324,-175.781,-122.559,0
2023/07/18 15:40:23.943,1689709223.943000000,-56.152,-5.371,-294.922,-79.59,0
2023/07/18 15:40:23.947,1689709223.947000000,113.281,1.953,-207.031,43.945,0
2023/07/18 15:40:23.951,1689709223.951000000,65.918,32.715,125.488,39.062,0
2023/07/18 15:40:23.955,1689709223.955000000,-93.262,23.438,38.086,-80.566,0
2023/07/18 15:40:23.959,1689709223.959000000,-32.715,27.344,43.457,-121.582,0
2023/07/18 15:40:23.963,1689709223.963000000,137.207,54.199,168.945,72.754,0
2023/07/18 15:40:23.967,1689709223.967000000,102.539,58.105,136.23,94.727,0
2023/07/18 15:40:23.971,1689709223.971000000,-83.984,44.922,89.844,-124.512,0
2023/07/18 15:40:23.975,1689709223.975000000,-128.906,16.602,-109.375,-66.895,0
2023/07/18 15:40:23.978,1689709223.978000000,35.645,3.418,-39.551,42.969,0
2023/07/18 15:40:23.982,1689709223.982000000,140.137,11.719,250,37.109,0
2023/07/18 15:40:23.986,1689709223.986000000,-20.508,-8.301,130.371,-57.617,0
2023/07/18 15:40:23.990,1689709223.990000000,-175.781,-32.227,40.039,-145.996,0
2023/07/18 15:40:23.994,1689709223.994000000,-27.832,-5.859,171.875,-73.73,0
2023/07/18 15:40:23.998,1689709223.998000000,111.816,43.457,280.273,3.418,0
2023/07/18 15:40:24.002,1689709224.002000000,-15.137,54.688,179.199,-28.809,0
2023/07/18 15:40:24.006,1689709224.006000000,-146.973,57.129,109.375,-87.891,0
2023/07/18 15:40:24.010,1689709224.010000000,-79.59,59.57,154.785,-62.5,0
2023/07/18 15:40:24.014,1689709224.014000000,65.918,62.988,258.789,-7.324,0
2023/07/18 15:40:24.018,1689709224.018000000,50.293,62.5,247.559,-0.977,0
2023/07/18 15:40:24.021,1689709224.021000000,-144.043,42.969,89.844,-18.555,0
2023/07/18 15:40:24.025,1689709224.025000000,-156.738,52.246,147.461,-61.523,0
2023/07/18 15:40:24.029,1689709224.029000000,64.941,65.918,258.301,14.648,0
2023/07/18 15:40:24.033,1689709224.033000000,152.344,65.43,147.461,68.848,0
2023/07/18 15:40:24.037,1689709224.037000000,-65.43,53.223,105.957,-53.711,0
2023/07/18 15:40:24.041,1689709224.041000000,-189.453,41.016,149.414,-99.121,0
2023/07/18 15:40:24.045,1689709224.045000000,-7.812,35.645,83.008,10.742,0
2023/07/18 15:40:24.049,1689709224.049000000,99.609,37.109,86.914,41.504,0
2023/07/18 15:40:24.053,1689709224.053000000,-26.367,35.645,35.156,-42.48,0
2023/07/18 15:40:24.057,1689709224.057000000,-141.113,16.602,-185.059,-78.125,0
2023/07/18 15:40:24.061,1689709224.061000000,-27.344,15.137,-203.613,-25.391,0
2023/07/18 15:40:24.064,1689709224.064000000,117.188,11.23,-299.805,48.828,0
2023/07/18 15:40:24.068,1689709224.068000000,26.855,16.602,-374.023,17.09,0
2023/07/18 15:40:24.072,1689709224.072000000,-145.508,30.273,-272.949,-88.867,0
2023/07/18 15:40:24.076,1689709224.076000000,-118.164,20.508,-326.66,-85.449,0
2023/07/18 15:40:24.080,1689709224.080000000,54.688,16.602,-311.523,5.371,0
2023/07/18 15:40:24.084,1689709224.084000000,67.871,23.438,-314.453,-0.488,0
2023/07/18 15:40:24.088,1689709224.088000000,-95.215,29.297,-398.926,-86.914,0
2023/07/18 15:40:24.092,1689709224.092000000,-147.461,17.578,-450.684,-70.312,0
2023/07/18 15:40:24.096,1689709224.096000000,-6.348,12.695,-407.715,36.621,0
2023/07/18 15:40:24.100,1689709224.100000000,55.176,17.578,-374.512,49.316,0
2023/07/18 15:40:24.104,1689709224.104000000,-70.801,8.301,-451.172,-66.895,0
2023/07/18 15:40:24.108,1689709224.108000000,-131.348,4.883,-560.059,-56.641,0
2023/07/18 15:40:24.111,1689709224.111000000,-20.996,7.812,-570.801,41.992,0
2023/07/18 15:40:24.115,1689709224.115000000,60.059,23.438,-395.508,48.34,0
2023/07/18 15:40:24.119,1689709224.119000000,-48.34,31.25,-443.848,-20.996,0
2023/07/18 15:40:24.123,1689709224.123000000,-162.598,24.414,-602.051,-91.309,0
2023/07/18 15:40:24.127,1689709224.127000000,-49.316,33.691,-586.426,15.137,0
2023/07/18 15:40:24.131,1689709224.131000000,0,47.363,-478.516,71.777,0
2023/07/18 15:40:24.135,1689709224.135000000,0,51.27,-529.297,-39.062,0
2023/07/18 15:40:24.139,1689709224.139000000,0,42.48,-657.227,-103.516,0
2023/07/18 15:40:24.143,1689709224.143000000,0,44.922,-637.695,-29.297,0
2023/07/18 15:40:24.147,1689709224.147000000,0,57.617,-547.852,52.734,0
2023/07/18 15:40:24.150,1689709224.150000000,0,46.875,-604.492,-3.418,0
2023/07/18 15:40:24.154,1689709224.154000000,0,22.461,-700.684,-68.359,0
2023/07/18 15:40:24.158,1689709224.158000000,0,29.297,-731.445,-59.57,0
2023/07/18 15:40:24.162,1689709224.162000000,0,48.34,-645.996,-3.418,0
2023/07/18 15:40:24.166,1689709224.166000000,0,52.734,-566.406,17.578,0
2023/07/18 15:40:24.170,1689709224.170000000,0,32.715,-753.418,-35.156,0
2023/07/18 15:40:24.174,1689709224.174000000,0,33.203,-744.141,-94.238,0
2023/07/18 15:40:24.178,1689709224.178000000,46.387,62.012,-517.578,-6.348,0
2023/07/18 15:40:24.182,1689709224.182000000,169.922,61.035,-488.281,49.805,0
2023/07/18 15:40:24.186,1689709224.186000000,55.176,50.293,-533.691,-42.969,0
2023/07/18 15:40:24.190,1689709224.190000000,-115.234,48.828,-552.734,-95.703,0
2023/07/18 15:40:24.193,1689709224.193000000,-17.09,44.434,-509.277,12.695,0
2023/07/18 15:40:24.197,1689709224.197000000,178.711,34.668,-499.023,35.156,0
2023/07/18 15:40:24.201,1689709224.201000000,140.625,25.879,-524.902,-48.828,0
2023/07/18 15:40:24.205,1689709224.205000000,-42.969,37.109,-436.523,-102.539,0
2023/07/18 15:40:24.209,1689709224.209000000,-24.902,46.387,-347.168,-65.43,0
2023/07/18 15:40:24.213,1689709224.213000000,179.199,37.109,-382.324,40.039,0
2023/07/18 15:40:24.217,1689709224.217000000,166.016,27.344,-373.535,91.797,0
2023/07/18 15:40:24.221,1689709224.221000000,-7.324,30.273,-312.988,-34.668,0
2023/07/18 15:40:24.225,1689709224.225000000,-31.738,30.762,-312.5,-122.07,0
2023/07/18 15:40:24.229,1689709224.229000000,127.441,20.508,-275.391,4.883,0
2023/07/18 15:40:24.232,1689709224.232000000,201.66,17.578,-176.27,64.453,0
2023/07/18 15:40:24.236,1689709224.236000000,30.273,16.602,-104.004,-76.66,0
2023/07/18 15:40:24.240,1689709224.240000000,-86.914,9.277,-213.867,-162.598,0
2023/07/18 15:40:24.244,1689709224.244000000,31.25,-3.418,-276.855,-52.246,0
2023/07/18 15:40:24.248,1689709224.248000000,187.012,8.789,-54.199,7.324,0
2023/07/18 15:40:24.252,1689709224.252000000,118.652,32.715,119.141,-49.805,0
2023/07/18 15:40:24.256,1689709224.256000000,-43.457,32.227,75.684,-116.699,0
2023/07/18 15:40:24.260,1689709224.260000000,20.508,31.25,37.109,-60.059,0
2023/07/18 15:40:24.264,1689709224.264000000,183.594,43.457,208.496,21.484,0
2023/07/18 15:40:24.267,1689709224.267000000,144.043,40.527,326.66,-26.855,0
2023/07/18 15:40:24.272,1689709224.272000000,-14.16,18.555,255.859,-80.078,0
2023/07/18 15:40:24.275,1689709224.275000000,-44.434,13.672,298.828,-89.844,0
2023/07/18 15:40:24.279,1689709224.279000000,104.98,12.207,429.688,-13.184,0
2023/07/18 15:40:24.283,1689709224.283000000,141.602,-0.488,483.887,37.598,0
2023/07/18 15:40:24.287,1689709224.287000000,-9.766,-13.672,425.781,-69.336,0
2023/07/18 15:40:24.291,1689709224.291000000,-64.941,-26.855,345.215,-125,0
2023/07/18 15:40:24.295,1689709224.295000000,92.285,-10.254,418.457,-72.754,0
2023/07/18 15:40:24.299,1689709224.299000000,192.383,-67.871,517.578,-16.602,0
2023/07/18 15:40:24.303,1689709224.303000000,33.691,-195.801,379.395,-36.133,0
2023/07/18 15:40:24.307,1689709224.307000000,-80.566,-226.562,269.531,-69.336,0
2023/07/18 15:40:24.310,1689709224.310000000,16.113,-184.082,406.25,-7.324,0
2023/07/18 15:40:24.314,1689709224.314000000,224.121,-163.574,468.75,49.805,0
2023/07/18 15:40:24.319,1689709224.319000000,172.852,-165.039,329.59,10.742,0
2023/07/18 15:40:24.323,1689709224.323000000,-102.051,-139.16,260.742,-73.242,0
2023/07/18 15:40:24.326,1689709224.326000000,-68.848,-88.867,310.059,-46.387,0
2023/07/18 15:40:24.330,1689709224.330000000,113.77,-69.336,353.027,1.953,0
2023/07/18 15:40:24.334,1689709224.334000000,70.801,-84.473,308.594,-36.621,0
2023/07/18 15:40:24.338,1689709224.338000000,-91.797,-83.008,178.711,-104.98,0
2023/07/18 15:40:24.342,1689709224.342000000,-78.613,-61.035,144.531,-104.004,0
2023/07/18 15:40:24.346,1689709224.346000000,112.305,-39.062,229.98,8.301,0
2023/07/18 15:40:24.350,1689709224.350000000,156.25,-45.41,94.238,55.664,0
2023/07/18 15:40:24.354,1689709224.354000000,-38.086,-33.691,45.41,-33.203,0
2023/07/18 15:40:24.358,1689709224.358000000,-122.559,-1.465,242.676,-103.027,0
2023/07/18 15:40:24.361,1689709224.361000000,19.531,6.836,227.539,-36.621,0
2023/07/18 15:40:24.366,1689709224.366000000,0,14.648,230.957,19.531,0
2023/07/18 15:40:24.369,1689709224.369000000,0,15.137,219.727,-14.16,0
2023/07/18 15:40:24.373,1689709224.373000000,0,6.836,161.621,-89.355,0
2023/07/18 15:40:24.377,1689709224.377000000,0,-2.93,127.441,-28.32,0
2023/07/18 15:40:24.381,1689709224.381000000,0,-3.906,144.043,71.777,0
2023/07/18 15:40:24.385,1689709224.385000000,0,-2.93,117.188,20.996,0
2023/07/18 15:40:24.389,1689709224.389000000,0,-12.695,61.523,-96.191,0
2023/07/18 15:40:24.393,1689709224.393000000,0,-21.484,-44.922,-69.824,0
2023/07/18 15:40:24.397,1689709224.397000000,0,-24.414,-62.988,36.621,0
2023/07/18 15:40:24.401,1689709224.401000000,0,-19.043,52.246,-5.859,0
2023/07/18 15:40:24.404,1689709224.404000000,0,-21.484,-64.453,-70.801,0
2023/07/18 15:40:24.408,1689709224.408000000,0,-37.109,-394.531,-69.824,0
2023/07/18 15:40:24.412,1689709224.412000000,13.184,-27.832,-392.578,-8.301,0
2023/07/18 15:40:24.416,1689709224.416000000,85.449,-6.348,-219.727,45.898,0
2023/07/18 15:40:24.420,1689709224.420000000,-45.41,-11.719,-300.781,-44.434,0
2023/07/18 15:40:24.424,1689709224.424000000,-144.043,-39.062,-547.363,-95.215,0
2023/07/18 15:40:24.428,1689709224.428000000,-6.348,-35.645,-631.836,-4.883,0
2023/07/18 15:40:24.432,1689709224.432000000,105.957,-5.859,-456.543,20.996,0
2023/07/18 15:40:24.436,1689709224.436000000,-16.602,-6.836,-502.93,-19.531,0
2023/07/18 15:40:24.440,1689709224.440000000,-151.367,-26.855,-741.699,-50.781,0
2023/07/18 15:40:24.444,1689709224.444000000,-95.703,-18.555,-772.461,-15.625,0
2023/07/18 15:40:24.447,1689709224.447000000,51.27,17.09,-517.578,34.18,0
2023/07/18 15:40:24.451,1689709224.451000000,20.508,18.555,-579.102,-10.254,0
2023/07/18 15:40:24.455,1689709224.455000000,-157.227,12.207,-725.098,-83.984,0
2023/07/18 15:40:24.459,1689709224.459000000,0,17.09,-669.922,-68.359,0
2023/07/18 15:40:24.463,1689709224.463000000,0,25.391,-577.148,0.488,0
2023/07/18 15:40:24.467,1689709224.467000000,0,19.043,-631.348,43.457,0
2023/07/18 15:40:24.471,1689709224.471000000,0,14.648,-730.469,-48.828,0
2023/07/18 15:40:24.475,1689709224.475000000,0,20.996,-740.234,-117.676,0
2023/07/18 15:40:24.479,1689709224.479000000,0,17.09,-708.984,5.371,0
2023/07/18 15:40:24.483,1689709224.483000000,0,12.207,-722.656,44.434,0
2023/07/18 15:40:24.486,1689709224.486000000,0,3.906,-797.852,-30.273,0
2023/07/18 15:40:24.490,1689709224.490000000,0,18.066,-750,-101.562,0
2023/07/18 15:40:24.494,1689709224.494000000,0,22.461,-704.102,-46.387,0
2023/07/18 15:40:24.498,1689709224.498000000,0,13.672,-682.129,53.223,0
2023/07/18 15:40:24.502,1689709224.502000000,0,16.113,-690.918,-6.348,0
2023/07/18 15:40:24.506,1689709224.506000000,-200.684,30.762,-691.895,-120.117,0
2023/07/18 15:40:24.510,1689709224.510000000,-128.418,36.621,-717.285,-90.82,0
2023/07/18 15:40:24.514,1689709224.514000000,50.781,32.715,-697.754,48.34,0
2023/07/18 15:40:24.518,1689709224.518000000,26.367,44.434,-693.359,25.391,0
2023/07/18 15:40:24.522,1689709224.522000000,-212.402,70.801,-770.508,-182.617,0
2023/07/18 15:40:24.526,1689709224.526000000,-301.758,87.402,-797.852,-247.07,0
2023/07/18 15:40:24.529,1689709224.529000000,-191.895,79.102,-855.469,-154.297,0
2023/07/18 15:40:24.533,1689709224.533000000,-205.566,83.008,-862.305,-174.805,0
2023/07/18 15:40:24.537,1689709224.537000000,-434.57,103.516,-761.23,-345.703,0
2023/07/18 15:40:24.541,1689709224.541000000,-566.895,101.562,-821.777,-461.914,0
2023/07/18 15:40:24.545,1689709224.545000000,-442.383,79.59,-808.105,-399.414,0
2023/07/18 15:40:24.549,1689709224.549000000,-362.305,58.594,-716.309,-336.426,0
2023/07/18 15:40:24.553,1689709224.553000000,-478.516,42.969,-698.242,-407.715,0
2023/07/18 15:40:24.557,1689709224.557000000,-591.309,24.902,-740.234,-483.398,0
2023/07/18 15:40:24.561,1689709224.561000000,-503.906,16.113,-693.359,-381.348,0
2023/07/18 15:40:24.565,1689709224.565000000,-301.27,29.297,-572.754,-258.789,0
2023/07/18 15:40:24.568,1689709224.568000000,-355.957,36.133,-595.215,-342.773,0
2023/07/18 15:40:24.572,1689709224.572000000,-560.059,-2.441,-789.062,-371.094,0
2023/07/18 15:40:24.576,1689709224.576000000,-511.23,-7.324,-833.984,-344.238,0
2023/07/18 15:40:24.580,1689709224.580000000,-282.227,-42.48,-674.805,-361.816,0
2023/07/18 15:40:24.584,1689709224.584000000,-208.984,-155.273,-690.43,-341.309,0
2023/07/18 15:40:24.588,1689709224.588000000,-399.414,-194.824,-812.988,-399.414,0
2023/07/18 15:40:24.592,1689709224.592000000,-423.828,-173.34,-830.078,-412.598,0
2023/07/18 15:40:24.596,1689709224.596000000,-209.473,-130.371,-702.148,-289.062,0
2023/07/18 15:40:24.600,1689709224.600000000,0,-121.582,-648.438,-237.793,0
2023/07/18 15:40:24.604,1689709224.604000000,0,-144.531,-711.426,-288.086,0
2023/07/18 15:40:24.607,1689709224.607000000,0,-156.25,-673.828,-298.828,0
2023/07/18 15:40:24.611,1689709224.611000000,0,-155.273,-511.23,-188.965,0
2023/07/18 15:40:24.615,1689709224.615000000,0,-138.184,-424.805,-89.844,0
2023/07/18 15:40:24.619,1689709224.619000000,0,-133.789,-509.766,-130.371,0
2023/07/18 15:40:24.623,1689709224.623000000,0,-145.996,-462.402,-210.938,0
2023/07/18 15:40:24.627,1689709224.627000000,0,-118.652,-284.668,-186.035,0
2023/07/18 15:40:24.631,1689709224.631000000,0,-114.746,-96.68,-76.66,0
2023/07/18 15:40:24.635,1689709224.635000000,0,-154.785,-23.438,-75.195,0
2023/07/18 15:40:24.639,1689709224.639000000,0,-170.898,32.715,-151.367,0
2023/07/18 15:40:24.642,1689709224.642000000,0,-169.434,225.586,-147.949,0
2023/07/18 15:40:24.647,1689709224.647000000,115.723,-166.504,298.34,-29.785,0
2023/07/18 15:40:24.650,1689709224.650000000,170.898,-166.992,338.379,-17.09,0
2023/07/18 15:40:24.654,1689709224.654000000,17.09,-159.18,376.953,-94.238,0
2023/07/18 15:40:24.658,1689709224.658000000,-22.461,-151.367,405.273,-113.77,0
2023/07/18 15:40:24.662,1689709224.662000000,153.809,-145.508,443.848,-35.156,0
2023/07/18 15:40:24.666,1689709224.666000000,234.863,-137.695,471.191,25.879,0
2023/07/18 15:40:24.670,1689709224.670000000,119.141,-121.582,511.23,-55.664,0
2023/07/18 15:40:24.674,1689709224.674000000,23.438,-118.652,554.199,-89.844,0
2023/07/18 15:40:24.678,1689709224.678000000,127.441,-135.254,561.523,10.254,0
2023/07/18 15:40:24.682,1689709224.682000000,245.117,-131.836,563.477,56.641,0
2023/07/18 15:40:24.685,1689709224.685000000,152.832,-99.121,606.934,-13.184,0
2023/07/18 15:40:24.689,1689709224.689000000,16.602,-85.938,577.148,-82.52,0
2023/07/18 15:40:24.693,1689709224.693000000,83.496,-87.891,514.648,-39.551,0
2023/07/18 15:40:24.697,1689709224.697000000,252.441,-75.195,570.801,31.738,0
2023/07/18 15:40:24.701,1689709224.701000000,204.59,-59.082,612.793,24.902,0
2023/07/18 15:40:24.705,1689709224.705000000,29.785,-65.43,568.848,-35.645,0
2023/07/18 15:40:24.709,1689709224.709000000,35.156,-62.5,534.18,-38.086,0
2023/07/18 15:40:24.713,1689709224.713000000,186.035,-46.387,543.457,53.711,0
2023/07/18 15:40:24.717,1689709224.717000000,198.73,-59.57,550.781,78.125,0
2023/07/18 15:40:24.721,1689709224.721000000,54.199,-42.48,532.715,-1.465,0
2023/07/18 15:40:24.725,1689709224.725000000,-12.207,-45.898,409.18,-35.156,0
2023/07/18 15:40:24.728,1689709224.728000000,112.793,-55.176,462.402,41.504,0
2023/07/18 15:40:24.732,1689709224.732000000,230.469,-38.086,610.352,84.473,0
2023/07/18 15:40:24.736,1689709224.736000000,111.328,-60.547,498.535,25.391,0
2023/07/18 15:40:24.740,1689709224.740000000,-28.809,-67.871,432.617,5.859,0
2023/07/18 15:40:24.744,1689709224.744000000,64.941,-51.27,479.492,90.82,0
2023/07/18 15:40:24.748,1689709224.748000000,223.145,-42.969,485.352,106.934,0
2023/07/18 15:40:24.752,1689709224.752000000,153.32,-66.895,377.441,19.043,0
2023/07/18 15:40:24.756,1689709224.756000000,15.625,-74.219,297.852,-69.824,0
2023/07/18 15:40:24.760,1689709224.760000000,29.297,-41.504,257.812,-52.734,0
2023/07/18 15:40:24.764,1689709224.764000000,143.555,-27.344,281.738,56.641,0
2023/07/18 15:40:24.768,1689709224.768000000,141.113,-49.316,219.238,57.129,0
2023/07/18 15:40:24.771,1689709224.771000000,-20.996,-74.707,-47.852,-7.812,0
2023/07/18 15:40:24.775,1689709224.775000000,-41.992,-51.758,44.922,0.977,0
2023/07/18 15:40:24.779,1689709224.779000000,125.488,-32.227,220.215,101.562,0
2023/07/18 15:40:24.783,1689709224.783000000,182.617,-47.363,109.375,118.164,0
2023/07/18 15:40:24.787,1689709224.787000000,16.113,-42.48,0,19.043,0
2023/07/18 15:40:24.791,1689709224.791000000,-70.312,-12.695,0,-25.879,0
2023/07/18 15:40:24.795,1689709224.795000000,88.379,14.648,0,51.27,0
2023/07/18 15:40:24.799,1689709224.799000000,213.867,1.465,0,143.555,0
2023/07/18 15:40:24.803,1689709224.803000000,125.488,-37.109,0,92.773,0
2023/07/18 15:40:24.807,1689709224.807000000,-15.137,-42.48,0,-3.418,0
2023/07/18 15:40:24.811,1689709224.811000000,34.18,-18.555,0,33.691,0
2023/07/18 15:40:24.814,1689709224.814000000,184.57,-42.48,0,125.488,0
2023/07/18 15:40:24.818,1689709224.818000000,124.512,-55.176,0,88.867,0
2023/07/18 15:40:24.822,1689709224.822000000,-64.453,-33.203,0,-18.066,0
2023/07/18 15:40:24.826,1689709224.826000000,-33.203,-33.203,0,13.672,0
2023/07/18 15:40:24.830,1689709224.830000000,131.836,-32.227,0,96.191,0
2023/07/18 15:40:24.834,1689709224.834000000,119.141,-24.414,-208.984,80.078,0
2023/07/18 15:40:24.838,1689709224.838000000,-46.387,-19.043,-265.137,6.836,0
2023/07/18 15:40:24.842,1689709224.842000000,-81.055,-30.762,-383.789,-0.488,0
2023/07/18 15:40:24.846,1689709224.846000000,75.684,-6.348,-354.98,62.5,0
2023/07/18 15:40:24.850,1689709224.850000000,118.164,39.062,-323.73,92.285,0
2023/07/18 15:40:24.854,1689709224.854000000,-39.062,-10.742,-462.891,30.762,0
2023/07/18 15:40:24.857,1689709224.857000000,-143.066,-61.523,-559.57,-51.27,0
2023/07/18 15:40:24.861,1689709224.861000000,-24.414,-49.316,-612.305,31.738,0
2023/07/18 15:40:24.865,1689709224.865000000,130.371,-39.551,-457.52,112.305,0
2023/07/18 15:40:24.869,1689709224.869000000,35.156,-46.387,-468.262,16.602,0
2023/07/18 15:40:24.873,1689709224.873000000,-141.113,-71.777,-644.043,-61.035,0
2023/07/18 15:40:24.877,1689709224.877000000,-74.707,-56.641,-619.629,-31.738,0
2023/07/18 15:40:24.881,1689709224.881000000,108.398,-15.137,-497.559,62.5,0
2023/07/18 15:40:24.885,1689709224.885000000,59.082,8.789,-569.336,70.801,0
2023/07/18 15:40:24.889,1689709224.889000000,-137.695,32.715,-668.457,-41.016,0
2023/07/18 15:40:24.893,1689709224.893000000,-124.512,63.965,-618.652,-20.02,0
2023/07/18 15:40:24.896,1689709224.896000000,56.641,70.801,-561.523,83.496,0
2023/07/18 15:40:24.900,1689709224.900000000,114.746,23.438,-620.605,96.191,0
2023/07/18 15:40:24.904,1689709224.904000000,-7.812,6.348,-791.016,31.25,0
2023/07/18 15:40:24.908,1689709224.908000000,-116.211,30.762,-830.566,-8.301,0
2023/07/18 15:40:24.912,1689709224.912000000,-25.391,-4.883,-615.723,1.953,0
2023/07/18 15:40:24.916,1689709224.916000000,87.402,-50.293,-621.582,41.992,0
2023/07/18 15:40:24.920,1689709224.920000000,-21.973,-62.012,-724.609,9.766,0
2023/07/18 15:40:24.924,1689709224.924000000,-130.859,-25.391,-720.215,-17.578,0
2023/07/18 15:40:24.928,1689709224.928000000,3.906,41.016,-647.461,74.707,0
2023/07/18 15:40:24.932,1689709224.932000000,138.184,40.039,-637.695,141.113,0
2023/07/18 15:40:24.935,1689709224.935000000,52.246,37.109,-699.219,74.707,0
2023/07/18 15:40:24.939,1689709224.939000000,-97.168,12.207,-734.375,-16.602,0
2023/07/18 15:40:24.943,1689709224.943000000,-51.758,-77.637,-695.312,9.277,0
2023/07/18 15:40:24.947,1689709224.947000000,135.742,-115.234,-659.668,123.535,0
2023/07/18 15:40:24.951,1689709224.951000000,108.887,-88.867,-706.055,127.441,0
2023/07/18 15:40:24.955,1689709224.955000000,-87.402,-45.41,-658.203,12.207,0
2023/07/18 15:40:24.959,1689709224.959000000,-85.938,-58.105,-620.117,-11.23,0
2023/07/18 15:40:24.963,1689709224.963000000,82.031,-72.754,-648.438,62.988,0
2023/07/18 15:40:24.967,1689709224.967000000,107.422,-54.688,-682.617,96.68,0
2023/07/18 15:40:24.971,1689709224.971000000,-55.664,-51.27,-648.438,11.23,0
2023/07/18 15:40:24.975,1689709224.975000000,-112.305,-55.176,-688.965,-24.902,0
2023/07/18 15:40:24.978,1689709224.978000000,26.855,-3.418,-677.734,61.523,0
2023/07/18 15:40:24.982,1689709224.982000000,119.629,50.781,-645.02,100.098,0
2023/07/18 15:40:24.986,1689709224.986000000,-12.207,15.625,-666.016,7.324,0
2023/07/18 15:40:24.990,1689709224.990000000,-136.23,-32.227,-767.09,-49.805,0
2023/07/18 15:40:24.994,1689709224.994000000,-38.086,-55.664,-812.5,44.922,0
2023/07/18 15:40:24.998,1689709224.998000000,90.82,-54.688,-771.973,118.652,0
