timestamps,TP9,AF7,AF8,TP10,Right AUX
1691171913.397,-2.441,967.285,-36.621,-14.160,0.000
1691171913.401,-21.973,967.773,-44.922,-31.250,0.000
1691171913.405,-62.012,967.773,-37.109,-30.273,0.000
1691171913.409,-54.199,967.773,-35.156,-4.883,0.000
1691171913.413,-24.414,967.773,-41.992,-1.953,0.000
1691171913.416,-5.371,967.773,-39.551,-24.414,0.000
1691171913.420,-13.672,967.773,-40.039,-21.484,0.000
1691171913.424,-24.902,967.773,-53.711,2.441,0.000
1691171913.428,-23.438,966.309,-49.805,3.418,0.000
1691171913.432,-29.785,967.773,-31.250,-11.719,0.000
1691171913.436,-45.410,967.773,-34.180,-48.340,0.000
1691171913.440,0.000,955.078,-41.992,-41.504,0.000
1691171913.444,0.000,960.938,-40.527,-7.812,0.000
1691171913.448,0.000,965.332,-41.016,-4.395,0.000
1691171913.452,0.000,974.609,-45.410,-20.508,0.000
1691171913.455,0.000,948.242,-45.898,-19.043,0.000
1691171913.459,0.000,919.922,-36.621,7.812,0.000
1691171913.463,0.000,947.266,-37.109,1.953,0.000
1691171913.467,0.000,-990.723,-41.992,-42.480,0.000
1691171913.471,0.000,863.770,-43.457,-40.527,0.000
1691171913.475,0.000,694.824,-44.922,-1.953,0.000
1691171913.479,0.000,947.266,-39.062,-0.488,0.000
1691171913.483,0.000,991.211,-39.551,-19.043,0.000
1691171913.487,-52.734,918.457,-37.109,-24.414,0.000
1691171913.491,-24.902,940.918,-35.156,-28.320,0.000
1691171913.495,1.953,972.168,-40.039,-26.855,0.000
1691171913.498,-30.762,967.285,-40.527,-7.812,0.000
1691171913.502,-45.898,957.031,-42.480,-20.508,0.000
1691171913.506,-49.805,954.102,-46.875,-48.340,0.000
1691171913.510,-29.785,950.195,-46.387,-25.879,0.000
1691171913.514,-11.719,-977.051,-37.598,-9.277,0.000
1691171913.518,-6.836,719.238,-29.297,-27.344,0.000
1691171913.522,-20.996,650.391,-32.227,-45.410,0.000
1691171913.526,-33.691,-999.512,-35.645,-41.504,0.000
1691171913.530,-0.977,965.820,-30.273,-9.766,0.000
1691171913.534,-14.648,959.473,-27.832,-21.484,0.000
1691171913.538,-60.547,968.750,-31.738,-59.082,0.000
1691171913.541,-54.199,967.773,-27.344,-57.129,0.000
1691171913.545,-39.062,967.773,-24.414,-32.227,0.000
1691171913.549,-51.270,967.285,-28.320,-38.086,0.000
1691171913.553,-66.406,963.867,-30.273,-57.129,0.000
1691171913.557,-47.363,962.402,-31.738,-54.688,0.000
1691171913.561,-22.461,966.309,-32.715,-40.039,0.000
1691171913.565,-34.668,967.773,-27.344,-35.645,0.000
1691171913.569,-47.852,967.285,-31.738,-61.035,0.000
1691171913.573,-46.875,967.773,-41.016,-55.664,0.000
1691171913.577,-42.480,967.773,-39.551,-24.414,0.000
1691171913.580,-35.156,967.773,-38.086,-39.551,0.000
1691171913.584,-54.199,965.820,-39.551,-53.711,0.000
1691171913.588,-63.965,966.797,-36.133,-51.270,0.000
1691171913.592,-35.645,967.285,-34.668,-55.664,0.000
1691171913.596,-13.184,965.820,-35.645,-27.344,0.000
1691171913.600,-35.645,969.727,-30.273,-36.133,0.000
1691171913.604,-59.570,957.031,-35.156,-68.359,0.000
1691171913.608,-57.129,920.898,-39.062,-63.965,0.000
1691171913.612,-30.273,947.266,-34.180,-28.320,0.000
1691171913.616,-38.574,968.262,-34.668,-32.715,0.000
1691171913.620,-49.316,-996.582,-38.574,-50.293,0.000
1691171913.623,-27.344,648.438,-31.250,-37.109,0.000
1691171913.627,-14.160,694.336,-24.902,5.859,0.000
1691171913.631,0.000,-972.168,-30.273,5.371,0.000
1691171913.635,-31.250,946.289,-28.809,-26.855,0.000
1691171913.639,-54.199,938.965,-34.668,-42.969,0.000
1691171913.643,-38.574,947.266,-38.086,-49.805,0.000
1691171913.647,-32.715,994.141,-35.645,-18.066,0.000
1691171913.651,-40.527,929.688,-45.898,-14.648,0.000
1691171913.655,-45.898,675.293,-41.504,-32.227,0.000
1691171913.659,-30.273,863.281,-30.762,-19.043,0.000
1691171913.663,-7.324,-975.586,-33.203,-17.090,0.000
1691171913.666,-14.160,874.512,-36.133,-40.039,0.000
1691171913.670,-11.230,877.930,-43.945,-49.805,0.000
1691171913.674,-31.738,980.957,-41.504,-44.434,0.000
1691171913.678,-51.270,966.309,-33.691,-15.625,0.000
1691171913.682,-57.129,965.820,-41.504,-6.348,0.000
1691171913.686,-63.477,967.285,-46.875,-45.410,0.000
1691171913.690,-44.922,967.285,-41.504,-50.293,0.000
1691171913.694,-18.066,967.773,-40.527,-26.367,0.000
1691171913.698,-2.930,965.820,-43.457,-33.203,0.000
1691171913.702,-9.766,966.309,-43.945,-56.152,0.000
1691171913.705,-53.223,967.773,-37.109,-40.039,0.000
1691171913.709,-61.523,967.285,-35.645,-20.996,0.000
1691171913.713,-26.855,967.773,-37.598,-25.879,0.000
1691171913.717,-23.438,967.285,-41.016,-53.711,0.000
1691171913.721,-39.551,967.285,-45.410,-61.035,0.000
1691171913.725,-44.922,967.773,-41.016,-20.996,0.000
1691171913.729,-32.715,967.285,-34.180,3.418,0.000
1691171913.733,-17.090,967.773,-39.062,-29.297,0.000
1691171913.737,-21.484,967.285,-50.781,-51.758,0.000
1691171913.741,-41.992,957.520,-46.875,-54.688,0.000
1691171913.745,-12.207,955.566,-38.086,-34.668,0.000
1691171913.748,-14.648,965.332,-37.109,-8.301,0.000
1691171913.752,-47.363,973.633,-44.922,-33.691,0.000
1691171913.756,-57.129,932.129,-52.734,-61.035,0.000
1691171913.760,-45.410,932.617,-45.898,-49.316,0.000
1691171913.764,-24.414,974.609,-39.551,-30.762,0.000
1691171913.768,-21.484,972.168,-43.457,-24.414,0.000
1691171913.772,-5.371,901.367,-42.969,-33.691,0.000
1691171913.776,-9.277,918.945,-47.363,-47.852,0.000
1691171913.780,-21.484,973.633,-47.852,-17.090,0.000
1691171913.784,-25.391,984.375,-40.039,-23.438,0.000
1691171913.788,-46.875,846.191,-45.410,-56.152,0.000
1691171913.791,-46.387,822.266,-44.922,-62.012,0.000
1691171913.795,-29.297,974.121,-41.504,-27.344,0.000
1691171913.799,-33.203,-999.512,-48.340,-15.137,0.000
1691171913.803,-47.363,746.582,-55.176,-54.688,0.000
1691171913.807,-39.062,767.090,-51.758,-58.594,0.000
1691171913.811,-25.391,-993.164,-42.480,-18.066,0.000
1691171913.815,-17.090,955.566,-40.039,-13.184,0.000
1691171913.819,-30.273,946.289,-45.410,-37.109,0.000
1691171913.823,-43.945,963.867,-51.270,-34.180,0.000
1691171913.827,-24.902,969.727,-50.293,-35.645,0.000
1691171913.830,-2.441,967.285,-51.758,-27.344,0.000
1691171913.834,-20.996,965.820,-57.129,-32.715,0.000
1691171913.838,-36.133,954.102,-37.598,-30.762,0.000
1691171913.842,1.953,965.820,-27.344,1.953,0.000
1691171913.846,6.348,968.262,-41.016,0.488,0.000
1691171913.850,-51.758,956.543,-51.758,-45.898,0.000
1691171913.854,-65.918,965.820,-45.410,-70.312,0.000
1691171913.858,-26.367,968.262,-44.922,-57.129,0.000
1691171913.862,-24.414,967.285,-45.410,-20.996,0.000
1691171913.866,-46.875,966.797,-42.480,-22.949,0.000
1691171913.870,-63.477,959.473,-53.711,-83.008,0.000
1691171913.873,-80.078,965.332,-53.711,-95.703,0.000
1691171913.877,-24.414,968.262,-48.340,-61.035,0.000
1691171913.881,-0.488,967.285,-54.688,-76.660,0.000
1691171913.885,-62.012,962.891,-52.734,-95.215,0.000
1691171913.889,-73.242,958.984,-43.457,-81.055,0.000
1691171913.893,-64.941,958.496,-42.969,-40.039,0.000
1691171913.897,-44.434,961.914,-43.457,-16.602,0.000
1691171913.901,-44.434,971.191,-40.527,-24.414,0.000
1691171913.905,-57.129,962.891,-42.969,-50.293,0.000
1691171913.909,-42.969,942.383,-45.898,-80.078,0.000
1691171913.913,7.324,957.520,-43.457,-58.594,0.000
1691171913.916,-14.160,980.957,-40.527,-49.316,0.000
1691171913.920,-49.316,939.941,-35.156,-45.898,0.000
1691171913.924,-48.828,902.344,-33.691,-28.809,0.000
1691171913.928,-39.551,940.918,-34.668,-31.250,0.000
1691171913.932,-31.250,-992.188,-35.156,-47.363,0.000
1691171913.936,-42.480,894.531,-37.598,-63.477,0.000
1691171913.940,-29.297,495.117,-40.527,-40.039,0.000
1691171913.944,-15.137,776.367,-50.293,-27.344,0.000
1691171913.948,-29.297,-970.215,-56.641,-56.641,0.000
1691171913.952,-69.336,898.926,-55.176,-70.312,0.000
1691171913.955,-65.430,930.664,-51.758,-77.637,0.000
1691171913.959,-43.457,972.656,-52.246,-50.781,0.000
1691171913.963,-25.391,963.867,-52.246,-29.297,0.000
1691171913.967,-26.367,963.379,-53.223,-44.434,0.000
1691171913.971,-24.902,963.379,-50.781,-49.805,0.000
1691171913.975,-25.391,942.383,-49.316,-64.453,0.000
1691171913.979,-19.043,999.023,-50.781,-64.453,0.000
1691171913.983,-16.113,842.773,-51.270,-53.223,0.000
1691171913.987,-31.738,762.695,-53.711,-64.941,0.000
1691171913.991,-8.301,979.980,-47.363,-88.867,0.000
1691171913.995,8.789,971.680,-45.898,-72.754,0.000
1691171913.998,2.441,959.473,-51.270,-52.246,0.000
1691171914.002,-22.461,968.262,-46.387,-67.383,0.000
1691171914.006,-51.758,966.797,-38.086,-63.965,0.000
1691171914.010,-42.969,966.309,-35.156,-26.367,0.000
1691171914.014,-33.691,964.355,-37.598,-13.672,0.000
1691171914.018,-65.918,979.980,-42.480,-59.082,0.000
1691171914.022,-59.570,898.438,-46.387,-53.223,0.000
1691171914.026,-42.480,878.906,-41.016,-33.203,0.000
1691171914.030,-50.781,972.168,-39.551,-48.828,0.000
1691171914.034,-70.312,969.238,-46.387,-52.246,0.000
1691171914.038,-89.355,966.309,-45.898,-67.871,0.000
1691171914.041,-73.242,949.707,-43.457,-61.523,0.000
1691171914.045,-17.578,951.172,-41.504,-19.531,0.000
1691171914.049,-14.648,984.375,-41.504,-32.227,0.000
1691171914.053,-53.711,901.367,-50.781,-54.688,0.000
1691171914.057,-56.641,776.855,-50.781,-43.457,0.000
1691171914.061,-53.711,904.785,-40.039,-37.109,0.000
1691171914.065,-41.992,974.609,-29.297,-27.344,0.000
1691171914.069,-38.574,980.469,-46.387,-31.250,0.000
1691171914.073,-54.199,555.176,-66.406,-30.273,0.000
1691171914.077,-45.898,516.602,-46.387,-24.414,0.000
1691171914.080,-34.668,-989.258,-34.180,-22.461,0.000
1691171914.084,-51.758,960.449,-47.852,-30.762,0.000
1691171914.088,-48.340,922.852,-46.875,-39.062,0.000
1691171914.092,-9.277,958.984,-45.410,-25.391,0.000
1691171914.096,19.531,975.098,-53.223,-8.301,0.000
1691171914.100,-10.254,961.426,-54.688,-18.555,0.000
1691171914.104,6.836,936.035,-47.363,17.090,0.000
1691171914.108,24.902,946.777,-49.316,29.785,0.000
1691171914.112,-36.621,979.980,-59.570,-41.016,0.000
1691171914.116,-73.730,971.680,-59.082,-55.176,0.000
1691171914.120,-80.078,678.711,-48.340,-51.758,0.000
1691171914.123,-101.074,800.781,-47.363,-115.234,0.000
1691171914.127,-120.117,-988.281,-55.664,-128.906,0.000
1691171914.131,-138.184,950.684,-46.387,-120.117,0.000
1691171914.135,-161.621,969.727,-28.809,-156.738,0.000
1691171914.139,-129.395,967.285,-41.016,-174.805,0.000
1691171914.143,-107.910,967.285,-49.805,-160.156,0.000
1691171914.147,-134.277,967.285,-38.086,-138.184,0.000
1691171914.151,-150.391,967.773,-36.621,-151.855,0.000
1691171914.155,-147.949,967.773,-35.156,-166.016,0.000
1691171914.159,-125.000,966.797,-38.086,-142.090,0.000
1691171914.163,-84.473,968.262,-37.109,-82.520,0.000
1691171914.166,-81.543,968.262,-39.551,-86.426,0.000
1691171914.170,-95.215,942.871,-49.316,-119.141,0.000
1691171914.174,-81.055,955.566,-52.246,-97.168,0.000
1691171914.178,-58.105,971.680,-57.129,-47.852,0.000
1691171914.182,-41.016,964.844,-58.594,-38.574,0.000
1691171914.186,-34.180,969.727,-49.805,-74.707,0.000
1691171914.190,-29.297,962.402,-45.898,-78.613,0.000
1691171914.194,-29.785,956.055,-54.688,-52.246,0.000
1691171914.198,-16.113,959.961,-52.246,-21.973,0.000
1691171914.202,-15.625,980.957,-53.711,-41.504,0.000
1691171914.205,-43.457,938.477,-58.105,-73.242,0.000
1691171914.209,-38.574,884.766,-44.434,-53.711,0.000
1691171914.213,-16.113,939.941,-37.598,-20.508,0.000
1691171914.217,-35.156,-978.516,-42.969,-21.973,0.000
1691171914.221,-34.668,814.941,-43.945,-50.293,0.000
1691171914.225,-19.531,595.703,-46.387,-54.688,0.000
1691171914.229,-1.465,927.246,-38.574,-20.508,0.000
1691171914.233,9.766,-990.234,-34.668,-17.090,0.000
1691171914.237,0.000,870.605,-39.551,-39.062,0.000
1691171914.241,0.000,870.117,-49.316,-43.945,0.000
1691171914.245,0.000,967.285,-52.734,-35.645,0.000
1691171914.248,0.000,981.445,-51.270,-25.391,0.000
1691171914.252,0.000,910.645,-56.152,-42.969,0.000
1691171914.256,0.000,838.379,-47.852,-51.758,0.000
1691171914.260,0.000,916.504,-50.293,-33.203,0.000
1691171914.264,0.000,-964.355,-48.828,-23.438,0.000
1691171914.268,0.000,711.914,-45.898,-41.504,0.000
1691171914.272,0.000,626.465,-41.992,-39.062,0.000
1691171914.276,0.000,997.559,-43.945,-31.250,0.000
1691171914.280,0.000,968.262,-44.922,-8.789,0.000
1691171914.284,-11.230,957.520,-48.340,-28.320,0.000
1691171914.287,-42.480,968.262,-53.223,-65.430,0.000
1691171914.291,-41.504,966.797,-44.434,-47.852,0.000
1691171914.295,-20.020,967.285,-41.016,-15.137,0.000
1691171914.299,-30.762,969.238,-39.062,-13.184,0.000
1691171914.303,-41.504,952.148,-38.086,-40.039,0.000
1691171914.307,-23.926,950.684,-43.457,-27.344,0.000
1691171914.311,-20.020,968.262,-42.969,-17.578,0.000
1691171914.315,-44.434,967.773,-41.016,-28.809,0.000
1691171914.319,-40.527,966.797,-40.527,-54.199,0.000
1691171914.323,-23.438,967.773,-40.527,-71.289,0.000
1691171914.327,1.953,964.844,-40.039,-55.176,0.000
1691171914.330,-46.387,967.773,-48.828,-39.551,0.000
1691171914.334,-37.598,968.262,-60.547,-39.551,0.000
1691171914.338,-54.688,914.062,-50.781,-43.457,0.000
1691171914.342,-49.805,927.734,-44.922,-50.293,0.000
1691171914.346,-27.344,973.633,-40.039,-38.086,0.000
1691171914.350,-40.527,952.637,-39.551,-47.852,0.000
1691171914.354,-45.410,996.582,-43.945,-72.266,0.000
1691171914.358,-33.203,727.051,-45.410,-59.570,0.000
1691171914.362,-9.277,720.703,-48.828,-24.902,0.000
1691171914.366,-8.301,-990.723,-42.480,-29.785,0.000
1691171914.369,-41.504,955.078,-36.621,-48.828,0.000
1691171914.373,-63.477,941.406,-41.992,-52.734,0.000
1691171914.377,-58.105,957.520,-40.527,-60.547,0.000
1691171914.381,-33.691,980.469,-39.062,-49.805,0.000
1691171914.385,-45.898,944.824,-53.711,-66.406,0.000
1691171914.389,-59.570,882.324,-48.340,-63.477,0.000
1691171914.393,-45.410,937.988,-29.785,-35.156,0.000
1691171914.397,-27.832,994.629,-29.297,-38.574,0.000
1691171914.401,-33.203,947.754,-34.180,-51.270,0.000
1691171914.405,-40.527,629.883,-35.645,-47.852,0.000
1691171914.409,-29.297,803.711,-32.715,-36.621,0.000
1691171914.412,-10.254,-980.469,-29.785,-26.855,0.000
1691171914.416,-32.715,927.246,-32.227,-44.434,0.000
1691171914.420,-41.016,953.125,-40.527,-64.941,0.000
1691171914.424,-42.969,971.680,-41.504,-56.641,0.000
1691171914.428,-58.105,966.309,-34.668,-24.414,0.000
1691171914.432,-40.039,967.285,-36.133,-25.391,0.000
1691171914.436,-35.156,968.262,-41.016,-49.316,0.000
1691171914.440,-45.898,962.891,-38.086,-39.551,0.000
1691171914.444,-41.504,970.703,-37.598,-11.719,0.000
1691171914.448,-20.996,948.242,-44.922,-13.184,0.000
1691171914.452,-33.203,933.105,-42.969,-29.785,0.000
1691171914.455,-45.410,968.750,-39.551,-39.551,0.000
1691171914.459,-47.363,968.262,-41.992,-31.738,0.000
1691171914.463,-36.133,966.309,-45.410,-11.719,0.000
1691171914.467,-35.645,967.285,-50.293,-45.898,0.000
1691171914.471,-49.316,967.773,-43.945,-76.660,0.000
1691171914.475,-35.645,967.773,-41.992,-59.082,0.000
1691171914.479,-13.184,966.797,-32.715,-21.484,0.000
1691171914.483,-12.695,962.402,-30.762,-29.297,0.000
1691171914.487,-39.551,981.445,-38.574,-61.035,0.000
1691171914.491,-52.246,879.883,-38.086,-63.965,0.000
1691171914.494,-19.043,833.008,-34.668,-18.555,0.000
1691171914.498,-14.648,963.867,-37.109,4.883,0.000
1691171914.502,-48.340,982.422,-43.945,-37.598,0.000
1691171914.506,-63.965,917.969,-43.457,-53.223,0.000
1691171914.510,-44.922,918.457,-38.086,-28.809,0.000
1691171914.514,-12.695,972.168,-32.715,-8.789,0.000
1691171914.518,-30.762,983.398,-36.621,-31.250,0.000
1691171914.522,-43.945,862.305,-47.852,-61.523,0.000
1691171914.526,-17.090,858.887,-49.805,-58.594,0.000
1691171914.530,-15.625,978.027,-41.016,-36.621,0.000
1691171914.534,-38.574,990.234,-37.109,-40.527,0.000
1691171914.537,-38.086,806.641,-39.062,-43.945,0.000
1691171914.541,-29.297,775.391,-38.086,-32.227,0.000
1691171914.545,-25.391,965.820,-37.109,-21.973,0.000
1691171914.549,-29.785,-976.074,-43.457,-31.738,0.000
1691171914.553,-41.504,664.551,-45.898,-38.086,0.000
1691171914.557,-54.688,616.699,-45.410,-34.180,0.000
1691171914.561,-31.738,-993.652,-42.480,-17.090,0.000
1691171914.565,6.348,962.402,-40.039,6.836,0.000
1691171914.569,8.301,944.336,-43.945,5.859,0.000
1691171914.573,0.488,964.355,-46.875,-25.391,0.000
1691171914.577,-39.062,967.773,-45.410,-55.176,0.000
1691171914.580,-32.715,968.262,-41.016,-24.414,0.000
1691171914.584,10.742,961.426,-47.363,-14.648,0.000
1691171914.588,0.488,906.738,-56.641,-27.832,0.000
1691171914.592,-8.789,939.453,-50.781,1.953,0.000
1691171914.596,-2.930,975.586,-47.363,38.574,0.000
1691171914.600,-14.160,953.613,-56.152,9.766,0.000
1691171914.604,-3.906,965.332,-59.082,-26.855,0.000
1691171914.608,0.000,968.262,-54.199,0.977,0.000
1691171914.612,19.043,966.797,0.000,32.715,0.000
1691171914.616,24.414,967.773,0.000,25.879,0.000
1691171914.619,-9.277,967.773,0.000,3.418,0.000
1691171914.623,-5.371,967.285,0.000,-9.766,0.000
1691171914.627,23.926,967.773,0.000,10.742,0.000
1691171914.631,47.363,965.820,0.000,37.109,0.000
1691171914.635,39.062,961.914,0.000,15.625,0.000
1691171914.639,18.066,981.934,0.000,-1.953,0.000
1691171914.643,1.465,852.539,0.000,25.391,0.000
1691171914.647,21.973,864.258,0.000,25.391,0.000
1691171914.651,17.578,-999.512,0.000,-14.648,0.000
1691171914.655,-11.719,924.316,0.000,-27.344,0.000
1691171914.659,-14.648,877.441,-48.340,1.465,0.000
1691171914.662,2.930,951.660,-42.969,26.855,0.000
1691171914.666,-6.836,994.629,-44.434,1.953,0.000
1691171914.670,-24.414,885.254,-54.199,-30.762,0.000
1691171914.674,-2.930,799.805,-56.152,-50.293,0.000
1691171914.678,44.434,925.293,-48.340,-32.715,0.000
1691171914.682,51.758,-984.863,-47.852,-34.668,0.000
1691171914.686,10.254,884.277,-50.293,-62.988,0.000
1691171914.690,-0.977,479.004,-53.711,-50.781,0.000
1691171914.694,0.488,762.695,-53.711,-29.297,0.000
1691171914.698,5.371,-953.613,-49.316,-17.578,0.000
1691171914.702,-17.578,845.215,-55.664,-25.391,0.000
1691171914.705,-33.691,822.266,-55.664,-28.809,0.000
1691171914.709,-21.973,945.801,-46.875,-21.484,0.000
1691171914.713,5.859,961.426,-44.922,-6.348,0.000
1691171914.717,-15.625,949.219,-47.852,-0.977,0.000
1691171914.721,-48.828,861.328,-47.852,-13.184,0.000
1691171914.725,-16.602,789.551,-48.340,-23.926,0.000
1691171914.729,-7.324,992.188,-48.340,-0.488,0.000
1691171914.733,-37.598,803.223,-42.969,8.301,0.000
1691171914.737,-47.852,618.652,-41.992,-20.996,0.000
1691171914.741,-62.012,934.082,-46.875,-38.574,0.000
1691171914.744,-37.598,978.027,-40.039,-5.859,0.000
1691171914.748,-0.488,958.008,-32.715,21.973,0.000
1691171914.752,-18.555,967.773,-36.133,-18.555,0.000
1691171914.756,-38.086,960.938,-37.598,-28.320,0.000
1691171914.760,-38.574,958.984,-40.527,-8.789,0.000
1691171914.764,-25.879,966.797,-43.945,-3.418,0.000
1691171914.768,-35.156,975.586,-46.387,-13.184,0.000
1691171914.772,-51.758,705.566,-44.922,-46.387,0.000
1691171914.776,-47.363,654.297,-41.016,-34.668,0.000
1691171914.780,-23.438,936.035,-41.504,1.953,0.000
1691171914.784,-31.738,966.797,-46.387,-14.648,0.000
1691171914.787,-53.711,967.285,-51.758,-34.180,0.000
1691171914.791,-39.062,853.516,-51.270,-41.504,0.000
1691171914.795,-24.414,856.934,-46.387,-27.832,0.000
1691171914.799,0.000,-985.352,-47.852,-22.461,0.000
1691171914.803,0.000,831.543,-49.805,-31.250,0.000
1691171914.807,0.000,561.523,-44.922,-20.020,0.000
1691171914.811,0.000,807.617,-40.039,-2.930,0.000
1691171914.815,0.000,-997.559,-42.480,-7.324,0.000
1691171914.819,0.000,932.617,-48.828,-37.109,0.000
1691171914.823,0.000,315.430,-52.246,-39.062,0.000
1691171914.826,0.000,332.031,-52.246,-4.883,0.000
1691171914.830,0.000,-971.191,-50.781,-3.906,0.000
1691171914.834,0.000,944.336,-46.875,-54.199,0.000
1691171914.838,0.000,807.617,-47.852,-70.801,0.000
1691171914.842,0.000,899.414,-48.828,-50.781,0.000
1691171914.846,-39.551,988.281,-42.969,-20.020,0.000
1691171914.850,-45.410,956.543,-39.062,-20.996,0.000
1691171914.854,-66.406,846.680,-44.922,-54.688,0.000
1691171914.858,-50.293,885.254,-51.270,-54.199,0.000
1691171914.862,-31.250,983.887,-49.805,-13.184,0.000
1691171914.866,-35.645,992.188,-46.387,-21.973,0.000
1691171914.869,-36.133,551.270,-42.969,-41.504,0.000
1691171914.873,-48.340,617.676,-41.992,-33.203,0.000
1691171914.877,-39.551,-985.352,-45.410,-32.715,0.000
1691171914.881,-4.883,950.195,-47.363,-22.949,0.000
1691171914.885,-27.832,976.562,-48.828,-44.434,0.000
1691171914.889,-61.523,880.371,-52.734,-58.594,0.000
1691171914.893,-38.574,847.168,-51.270,-40.527,0.000
1691171914.897,-19.531,971.191,-46.387,-16.113,0.000
1691171914.901,-36.133,969.727,-51.758,-28.320,0.000
1691171914.905,-37.598,961.426,-49.316,-58.105,0.000
1691171914.909,-12.695,966.309,-43.457,-28.809,0.000
1691171914.912,8.301,967.773,-42.969,16.113,0.000
1691171914.916,-9.277,967.285,-47.852,-0.488,0.000
1691171914.920,-30.273,965.820,-51.270,-41.504,0.000
1691171914.924,-22.949,954.590,-48.340,-54.199,0.000
1691171914.928,-15.625,957.031,-44.922,-29.785,0.000
1691171914.932,-15.625,960.449,-42.969,-18.066,0.000
1691171914.936,-18.555,985.352,-43.945,-37.598,0.000
1691171914.940,0.000,902.832,-48.340,-45.410,0.000
1691171914.944,0.000,843.750,-47.852,-34.180,0.000
1691171914.948,0.000,949.219,-41.504,-14.160,0.000
1691171914.951,0.000,-990.723,-42.480,-17.578,0.000
1691171914.955,0.000,846.191,-44.922,-32.715,0.000
1691171914.959,0.000,701.660,-41.016,-37.598,0.000
1691171914.963,0.000,921.387,-40.039,-22.949,0.000
1691171914.967,0.000,-956.543,-48.828,-38.086,0.000
1691171914.971,0.000,781.738,-51.758,-43.945,0.000
1691171914.975,0.000,502.930,-45.898,-19.043,0.000
1691171914.979,0.000,896.484,-42.480,-15.625,0.000
1691171914.983,0.000,-966.309,-44.922,-26.367,0.000
1691171914.987,-25.391,798.828,-47.363,-48.828,0.000
1691171914.991,-29.297,633.789,-47.852,-48.340,0.000
1691171914.994,-25.879,857.910,-47.852,-18.066,0.000
1691171914.998,-17.090,-986.816,-45.898,15.137,0.000
1691171915.002,-47.363,825.195,-47.363,-6.348,0.000
1691171915.006,-56.152,596.680,-45.410,-38.574,0.000
1691171915.010,-16.602,749.023,-40.527,-50.781,0.000
1691171915.014,0.000,-925.293,-36.133,-41.992,0.000
1691171915.018,-30.762,588.867,-41.504,-29.785,0.000
1691171915.022,-56.641,353.516,-45.898,-39.551,0.000
1691171915.026,-51.758,953.125,-41.504,-40.527,0.000
1691171915.030,-27.344,983.398,-38.086,-16.113,0.000
1691171915.034,0.000,941.406,-45.410,-6.348,0.000
1691171915.037,0.000,953.613,-48.340,-17.578,0.000
1691171915.041,0.000,957.520,-44.922,-19.043,0.000
1691171915.045,0.000,958.008,-44.922,-9.766,0.000
1691171915.049,0.000,989.746,-46.387,-24.902,0.000
1691171915.053,0.000,857.910,-53.711,-53.223,0.000
1691171915.057,0.000,630.859,-51.270,-60.547,0.000
1691171915.061,0.000,817.383,-45.410,-29.785,0.000
1691171915.065,0.000,988.770,-49.316,-12.207,0.000
1691171915.069,0.000,957.520,-52.246,-39.062,0.000
1691171915.073,0.000,952.148,-46.387,-40.527,0.000
1691171915.076,0.000,919.922,-42.480,-22.949,0.000
1691171915.080,-43.457,946.777,-47.363,-22.949,0.000
1691171915.084,-41.504,965.332,-53.223,-34.180,0.000
1691171915.088,-9.277,929.688,-59.082,-26.855,0.000
1691171915.092,-9.766,867.676,-51.758,-31.250,0.000
1691171915.096,-20.996,924.805,-42.969,-9.766,0.000
1691171915.100,-25.879,977.051,-47.363,-13.184,0.000
1691171915.104,-22.949,912.598,-49.805,-42.480,0.000
1691171915.108,-26.367,427.246,-48.828,-41.992,0.000
1691171915.112,-24.902,486.328,-51.758,-24.414,0.000
1691171915.115,-22.461,-971.191,-55.664,-26.855,0.000
1691171915.119,-23.926,939.941,-49.805,-39.062,0.000
1691171915.123,-8.789,847.656,-47.852,-32.227,0.000
1691171915.127,-40.039,928.223,-46.387,-13.672,0.000
1691171915.131,-14.648,997.070,-41.992,18.066,0.000
1691171915.135,-10.254,917.480,-42.969,-12.207,0.000
1691171915.139,-41.992,824.707,-48.340,-49.316,0.000
1691171915.143,-37.109,919.922,-48.340,-22.949,0.000
1691171915.147,-17.578,999.512,-44.922,2.930,0.000
1691171915.151,-20.508,946.289,-44.922,-21.973,0.000
1691171915.155,-17.578,494.141,-48.828,-50.781,0.000
1691171915.158,-9.766,672.852,-47.852,-34.180,0.000
1691171915.162,-12.695,-963.379,-40.039,5.371,0.000
1691171915.166,-39.062,920.410,-44.434,-25.391,0.000
1691171915.170,-39.062,824.219,-50.781,-49.805,0.000
1691171915.174,0.000,900.879,-46.875,-32.715,0.000
1691171915.178,0.000,982.910,-43.457,-30.762,0.000
1691171915.182,0.000,954.102,-47.852,-12.695,0.000
1691171915.186,0.000,974.121,-55.176,-17.578,0.000
1691171915.190,0.000,930.176,-51.270,-46.387,0.000
1691171915.194,0.000,914.062,-44.434,-39.551,0.000
1691171915.198,0.000,939.941,-44.922,-8.789,0.000
1691171915.201,0.000,912.598,-46.875,-9.766,0.000
1691171915.205,0.000,951.172,-45.410,-32.227,0.000
1691171915.209,0.000,963.379,-46.387,-30.762,0.000
1691171915.213,0.000,965.820,-44.434,-10.742,0.000
1691171915.217,0.000,967.773,-44.922,0.000,0.000
1691171915.221,-36.621,966.309,-50.293,-4.883,0.000
1691171915.225,-27.832,925.781,-55.664,-33.691,0.000
