timestamps,TP9,AF7,AF8,TP10,Right AUX
1691172022.221,-42.480,-99.121,-28.320,-55.176,0.000
1691172022.225,-4.395,-498.535,-28.809,-44.434,0.000
1691172022.229,-20.020,103.516,-24.902,-14.648,0.000
1691172022.233,-59.570,480.957,-21.973,-1.953,0.000
1691172022.237,-68.848,-465.332,-22.949,-30.273,0.000
1691172022.241,-58.594,-691.406,-29.785,-55.176,0.000
1691172022.245,-57.129,49.805,-34.668,-41.992,0.000
1691172022.248,-20.996,611.816,-30.273,-14.648,0.000
1691172022.252,0.000,301.758,-22.949,-14.160,0.000
1691172022.256,0.000,-319.336,-27.832,-14.160,0.000
1691172022.260,0.000,-460.449,-23.438,-0.488,0.000
1691172022.264,0.000,317.383,-16.113,10.742,0.000
1691172022.268,0.000,512.695,-25.879,-22.949,0.000
1691172022.272,0.000,-396.973,-33.691,-49.805,0.000
1691172022.276,0.000,-734.375,-30.762,-20.996,0.000
1691172022.280,0.000,-294.434,-24.902,10.254,0.000
1691172022.284,0.000,209.473,-23.438,-25.391,0.000
1691172022.288,0.000,-86.914,-27.832,-41.992,0.000
1691172022.291,0.000,-647.461,-27.344,-12.207,0.000
1691172022.295,0.000,-184.082,-28.809,-11.719,0.000
1691172022.299,-28.320,555.664,-31.738,-39.551,0.000
1691172022.303,-11.719,21.484,-33.691,-50.781,0.000
1691172022.307,-42.480,-739.746,-33.203,-20.020,0.000
1691172022.311,-41.016,-375.488,-38.574,-21.484,0.000
1691172022.315,-14.648,302.734,-39.062,-24.902,0.000
1691172022.319,-20.020,-152.832,-27.832,-17.578,0.000
1691172022.323,-38.086,-943.848,-30.762,-33.203,0.000
1691172022.327,-28.809,-787.109,-36.133,-34.668,0.000
1691172022.330,-8.301,275.391,-35.645,-15.137,0.000
1691172022.334,-21.973,172.363,-33.691,-21.973,0.000
1691172022.338,-55.176,-719.238,-29.785,-43.945,0.000
1691172022.342,-62.012,-678.223,-29.297,-49.316,0.000
1691172022.346,-8.789,229.492,-28.320,-11.230,0.000
1691172022.350,-3.418,474.609,-29.297,-6.348,0.000
1691172022.354,-37.109,-467.773,-38.574,-28.809,0.000
1691172022.358,-51.758,-752.930,-36.133,-19.043,0.000
1691172022.362,-50.293,-14.648,-25.391,-20.020,0.000
1691172022.366,-26.367,291.504,-27.344,-22.461,0.000
1691172022.370,-31.738,-657.227,-28.320,-21.973,0.000
1691172022.373,-43.945,-975.098,-32.227,-42.480,0.000
1691172022.377,-51.758,-235.840,-37.598,-48.340,0.000
1691172022.381,-23.926,414.062,-35.156,-51.270,0.000
1691172022.385,-36.621,-175.781,-34.180,-57.617,0.000
1691172022.389,-46.387,-661.621,-24.414,-26.855,0.000
1691172022.393,-11.719,-350.098,-20.508,-6.836,0.000
1691172022.397,-20.508,322.754,-28.809,-6.348,0.000
1691172022.401,-26.367,346.191,-40.039,-44.922,0.000
1691172022.405,-45.410,-339.355,-36.621,-72.754,0.000
1691172022.409,-35.645,-472.168,-21.484,-49.805,0.000
1691172022.412,-22.949,-94.238,-22.949,-19.043,0.000
1691172022.416,-25.391,69.336,-35.156,-22.461,0.000
1691172022.420,-32.715,-101.074,-37.598,-48.340,0.000
1691172022.424,-29.297,-449.707,-37.598,-57.617,0.000
1691172022.428,-21.484,-313.965,-40.039,-25.879,0.000
1691172022.432,-19.531,334.961,-37.109,-2.930,0.000
1691172022.436,-41.504,234.375,-31.250,-31.250,0.000
1691172022.440,0.000,-378.906,-27.832,-23.926,0.000
1691172022.444,0.000,-405.762,-36.133,-1.465,0.000
1691172022.448,0.000,541.016,-44.922,-5.859,0.000
1691172022.452,0.000,589.355,-48.340,-30.762,0.000
1691172022.456,0.000,-261.230,-44.434,-33.203,0.000
1691172022.459,0.000,-734.375,-38.086,-7.812,0.000
1691172022.463,0.000,169.922,-40.527,-11.719,0.000
1691172022.467,0.000,807.129,-42.969,-41.504,0.000
1691172022.471,0.000,-91.797,-41.992,-48.340,0.000
1691172022.475,0.000,-870.117,-43.945,-23.926,0.000
1691172022.479,0.000,43.457,-34.668,0.000,0.000
1691172022.483,0.000,639.160,-32.227,-6.348,0.000
1691172022.487,-44.434,-154.297,-33.203,-9.277,0.000
1691172022.491,-34.668,-536.621,-33.691,-17.578,0.000
1691172022.495,-5.371,26.367,-42.480,-45.898,0.000
1691172022.499,0.977,722.656,-41.504,-31.250,0.000
1691172022.502,-20.020,173.340,-37.109,-33.691,0.000
1691172022.506,-20.996,-747.070,-35.156,-45.410,0.000
1691172022.510,6.348,-561.035,-36.621,-23.926,0.000
1691172022.514,0.488,572.266,-39.551,-20.996,0.000
1691172022.518,-14.160,243.652,-41.504,-27.344,0.000
1691172022.522,-36.621,-832.520,-37.109,-32.227,0.000
1691172022.526,-39.062,-397.949,-35.645,-29.297,0.000
1691172022.530,-23.438,493.164,-32.227,-5.371,0.000
1691172022.534,0.000,423.340,-41.992,-18.066,0.000
1691172022.538,0.000,-322.266,-53.223,-51.758,0.000
1691172022.542,0.000,-472.168,-41.016,-44.922,0.000
1691172022.545,0.000,188.477,-34.180,-13.184,0.000
1691172022.549,0.000,516.113,-43.945,-32.227,0.000
1691172022.553,0.000,-214.355,-40.039,-45.898,0.000
1691172022.557,0.000,-615.234,-33.203,-37.109,0.000
1691172022.561,0.000,-86.914,-32.227,-31.738,0.000
1691172022.565,0.000,142.090,-34.668,-1.465,0.000
1691172022.569,0.000,41.504,-44.922,-22.949,0.000
1691172022.573,0.000,-171.387,-52.246,-63.477,0.000
1691172022.577,0.000,-249.023,-48.340,-51.270,0.000
1691172022.581,-16.602,463.867,-41.992,-38.574,0.000
1691172022.584,-21.973,641.113,-36.621,-46.875,0.000
1691172022.588,-29.785,-72.754,-35.645,-58.105,0.000
1691172022.592,-43.457,-442.871,-36.133,-43.457,0.000
1691172022.596,-30.273,230.469,-31.738,-12.207,0.000
1691172022.600,-28.320,532.227,-38.086,-25.391,0.000
1691172022.604,-29.785,-204.102,-44.922,-43.457,0.000
1691172022.608,-13.184,-711.914,-37.598,-47.363,0.000
1691172022.612,-11.719,-482.910,-31.738,-39.551,0.000
1691172022.616,-24.902,436.523,-34.180,-36.621,0.000
1691172022.620,-28.809,267.090,-44.434,-62.012,0.000
1691172022.624,-9.277,-463.379,-54.688,-84.473,0.000
1691172022.628,-19.531,-126.465,-56.641,-65.430,0.000
1691172022.631,-10.742,835.938,-42.969,-27.832,0.000
1691172022.635,-17.090,519.043,-44.922,-53.711,0.000
1691172022.639,-43.945,-399.902,-48.828,-78.125,0.000
1691172022.643,-33.691,-267.578,-46.387,-57.617,0.000
1691172022.647,-29.785,462.891,-41.016,-39.551,0.000
1691172022.651,-23.438,395.020,-39.551,-51.270,0.000
1691172022.655,-15.137,-677.246,-44.922,-69.824,0.000
1691172022.659,-15.625,-598.633,-41.016,-54.199,0.000
1691172022.663,-8.301,549.316,-39.551,-13.672,0.000
1691172022.667,-36.133,706.543,-37.109,-11.719,0.000
1691172022.670,-55.176,-70.801,-43.945,-62.500,0.000
1691172022.674,-29.785,-337.891,-48.828,-76.172,0.000
1691172022.678,-27.344,187.500,-40.039,-40.527,0.000
1691172022.682,-44.434,634.766,-39.062,-29.785,0.000
1691172022.686,-53.711,56.641,-42.969,-48.340,0.000
1691172022.690,-55.664,-461.426,-43.457,-53.223,0.000
1691172022.694,-26.367,-439.941,-43.945,-42.480,0.000
1691172022.698,1.465,178.223,-46.875,-31.738,0.000
1691172022.702,-9.766,177.734,-52.734,-49.316,0.000
1691172022.706,-32.227,-619.629,-49.805,-59.570,0.000
1691172022.710,-38.574,-793.945,-36.621,-52.734,0.000
1691172022.713,-14.160,-217.285,-31.250,-2.441,0.000
1691172022.717,-24.414,-85.938,-25.391,2.930,0.000
1691172022.721,-44.922,-307.617,-32.227,-48.340,0.000
1691172022.725,-42.480,-523.926,-40.527,-49.316,0.000
1691172022.729,-22.461,-135.254,-41.016,-29.297,0.000
1691172022.733,0.000,523.438,-46.387,-28.320,0.000
1691172022.737,-27.832,26.367,-51.758,-49.316,0.000
1691172022.741,-53.223,-813.477,-47.852,-45.410,0.000
1691172022.745,-12.695,-850.098,-40.527,-17.578,0.000
1691172022.749,-20.996,155.762,-31.738,-8.789,0.000
1691172022.753,-34.668,275.879,-32.227,-30.762,0.000
1691172022.756,-20.996,-538.574,-39.062,-32.715,0.000
1691172022.760,-12.695,-701.660,-36.621,-46.387,0.000
1691172022.764,-6.836,238.770,-36.621,-69.824,0.000
1691172022.768,-9.766,494.629,-40.039,-56.152,0.000
1691172022.772,11.719,-367.676,-38.574,-64.941,0.000
1691172022.776,3.418,-591.309,-46.875,-87.402,0.000
1691172022.780,0.977,305.176,-50.293,-7.812,0.000
1691172022.784,12.695,602.539,-42.969,13.184,0.000
1691172022.788,5.859,-417.480,-39.551,-55.664,0.000
1691172022.792,-9.277,-873.047,-35.645,-21.484,0.000
1691172022.795,-6.348,128.906,-31.250,24.902,0.000
1691172022.799,-13.672,708.496,-36.133,10.742,0.000
1691172022.803,-25.879,-136.719,-39.062,-5.371,0.000
1691172022.807,-20.020,-566.895,-38.086,-21.973,0.000
1691172022.811,-2.441,-25.391,-36.621,7.812,0.000
1691172022.815,4.395,732.910,-43.457,24.902,0.000
1691172022.819,-11.230,246.094,-48.828,-8.301,0.000
1691172022.823,6.348,-386.719,-53.223,-6.348,0.000
1691172022.827,11.719,-92.285,-61.035,2.441,0.000
1691172022.831,12.207,668.945,-45.410,39.551,0.000
1691172022.835,10.742,334.961,-33.691,39.062,0.000
1691172022.838,4.883,-305.664,-49.316,-4.883,0.000
1691172022.842,-13.672,-46.387,-60.547,-22.949,0.000
1691172022.846,-5.859,600.586,-62.500,9.277,0.000
1691172022.850,2.441,433.594,-71.777,-3.418,0.000
1691172022.854,4.883,129.395,-55.664,-8.789,0.000
1691172022.858,14.160,148.438,-38.086,35.156,0.000
1691172022.862,-3.906,462.402,-50.781,23.438,0.000
1691172022.866,-32.715,953.613,-47.852,-20.508,0.000
1691172022.870,-52.246,590.820,-39.062,-65.918,0.000
1691172022.874,-59.570,-104.980,-37.598,-80.566,0.000
1691172022.878,-94.238,52.246,-36.133,-77.637,0.000
1691172022.881,-110.840,770.020,-35.645,-80.078,0.000
1691172022.885,-102.539,642.578,-36.133,-96.680,0.000
1691172022.889,-109.863,190.430,-41.504,-156.738,0.000
1691172022.893,-101.562,-94.727,-50.781,-170.410,0.000
1691172022.897,-109.375,277.344,-37.598,-100.098,0.000
1691172022.901,-107.910,927.734,-29.297,-98.145,0.000
1691172022.905,-117.188,384.277,-41.992,-116.211,0.000
1691172022.909,0.000,-244.629,-42.480,-107.422,0.000
1691172022.913,0.000,498.047,-38.574,-77.148,0.000
1691172022.917,0.000,-980.469,-42.969,-61.523,0.000
1691172022.921,0.000,256.348,-46.875,-73.730,0.000
1691172022.924,0.000,-476.562,-49.316,-63.965,0.000
1691172022.928,0.000,-87.402,-51.758,-40.527,0.000
1691172022.932,0.000,587.891,-49.805,-34.668,0.000
1691172022.936,0.000,54.199,-49.805,-57.617,0.000
1691172022.940,0.000,-882.324,-61.523,-45.898,0.000
1691172022.944,0.000,-398.438,-58.594,-25.879,0.000
1691172022.948,0.000,785.645,-46.387,-11.719,0.000
1691172022.952,0.000,467.773,-48.340,-22.949,0.000
1691172022.956,-26.367,-401.367,-52.246,-36.133,0.000
1691172022.960,-30.273,-270.020,-51.270,-30.273,0.000
1691172022.964,-15.137,560.547,-50.781,-10.742,0.000
1691172022.967,-8.301,594.727,-56.152,-8.789,0.000
1691172022.971,-56.641,-154.785,-55.664,-24.414,0.000
1691172022.975,-44.922,-508.789,-52.246,-23.926,0.000
1691172022.979,-8.301,255.371,-51.270,-9.277,0.000
1691172022.983,-6.348,626.953,-50.781,-0.977,0.000
1691172022.987,-4.395,-441.406,-49.805,-13.672,0.000
1691172022.991,-20.508,-528.809,-44.434,-28.809,0.000
1691172022.995,-24.902,294.922,-42.969,-20.508,0.000
1691172022.999,-31.738,836.426,-44.434,-7.812,0.000
1691172023.003,0.000,523.438,-35.156,-13.184,0.000
1691172023.007,0.000,60.547,-25.391,-23.926,0.000
1691172023.010,0.000,123.047,-34.668,-20.508,0.000
1691172023.014,0.000,727.539,-35.645,-1.953,0.000
1691172023.018,0.000,768.555,-39.062,-20.508,0.000
1691172023.022,0.000,-25.879,-47.363,-48.828,0.000
1691172023.026,0.000,-297.852,-40.039,-30.273,0.000
1691172023.030,0.000,96.680,-45.898,1.465,0.000
1691172023.034,0.000,677.734,-43.457,-6.348,0.000
1691172023.038,0.000,387.207,-38.574,-33.691,0.000
1691172023.042,0.000,-234.375,-42.480,-38.086,0.000
1691172023.046,0.000,344.238,-33.203,-11.719,0.000
1691172023.050,-12.695,983.887,-31.250,0.488,0.000
1691172023.053,-27.832,481.445,-44.434,-20.020,0.000
1691172023.057,-37.598,-220.215,-48.340,-36.621,0.000
1691172023.061,-16.602,75.195,-38.086,-20.508,0.000
1691172023.065,-28.809,864.258,-30.273,5.859,0.000
1691172023.069,-54.199,448.242,-35.645,-20.996,0.000
1691172023.073,-43.945,-527.344,-47.852,-55.664,0.000
1691172023.077,-38.574,-647.949,-48.828,-41.992,0.000
1691172023.081,-39.062,578.125,-41.016,-18.555,0.000
1691172023.085,-47.363,560.547,-35.156,-30.273,0.000
1691172023.089,-82.520,-353.516,-26.855,-40.527,0.000
1691172023.092,-51.758,-274.414,-35.156,-15.137,0.000
1691172023.096,17.090,388.672,-40.039,17.578,0.000
1691172023.100,-8.301,653.320,-29.785,-3.418,0.000
1691172023.104,-69.336,-150.391,-24.414,-43.945,0.000
1691172023.108,-75.195,-443.359,-28.809,-31.250,0.000
1691172023.112,-66.895,257.324,-26.855,-17.578,0.000
1691172023.116,-38.086,556.152,-24.902,-14.648,0.000
1691172023.120,-28.809,-433.105,-34.180,-11.230,0.000
1691172023.124,-39.062,-732.910,-31.738,-24.902,0.000
1691172023.128,-49.316,19.043,-24.414,-24.902,0.000
1691172023.132,-48.828,563.477,-26.367,3.418,0.000
1691172023.135,-43.457,229.980,-31.738,6.348,0.000
1691172023.139,-41.016,-269.531,-29.785,-13.184,0.000
1691172023.143,-15.625,-232.910,-34.180,-22.461,0.000
1691172023.147,-14.160,395.996,-32.227,2.930,0.000
1691172023.151,-31.250,309.570,-29.785,1.953,0.000
1691172023.155,-25.391,-359.375,-38.574,-20.508,0.000
1691172023.159,-21.973,-394.043,-33.691,-11.230,0.000
1691172023.163,-15.137,-90.332,-34.180,15.625,0.000
1691172023.167,-28.320,51.758,-46.387,17.090,0.000
1691172023.171,-33.203,-70.312,-37.109,1.953,0.000
1691172023.175,-37.598,-456.543,-25.391,-7.812,0.000
1691172023.178,-17.578,-345.703,-25.391,11.230,0.000
1691172023.182,-15.137,439.453,-21.484,20.508,0.000
1691172023.186,-36.621,224.121,-29.297,-7.812,0.000
1691172023.190,0.000,-424.805,-45.410,-30.762,0.000
1691172023.194,0.000,-391.113,-36.133,-34.668,0.000
1691172023.198,0.000,477.051,-32.227,-18.555,0.000
1691172023.202,0.000,496.582,-35.156,-29.297,0.000
1691172023.206,0.000,-368.652,-30.762,-37.598,0.000
1691172023.210,0.000,-732.422,-35.645,-36.133,0.000
1691172023.214,0.000,-4.395,-30.762,-15.625,0.000
1691172023.218,0.000,467.773,-26.367,-14.648,0.000
1691172023.221,0.000,-222.656,-30.273,-31.738,0.000
1691172023.225,0.000,-909.180,-31.738,-25.879,0.000
1691172023.229,0.000,-8.301,-34.668,-6.836,0.000
1691172023.233,0.000,732.910,-37.109,-7.324,0.000
1691172023.237,-56.641,28.320,-33.203,-32.715,0.000
1691172023.241,-50.781,-513.184,-42.480,-40.527,0.000
1691172023.245,-45.410,3.906,-35.156,-31.738,0.000
1691172023.249,-41.992,753.418,-32.227,-30.762,0.000
1691172023.253,-31.738,182.129,-39.062,-37.109,0.000
1691172023.257,-33.691,-763.184,-36.133,-47.363,0.000
1691172023.261,-44.434,-533.203,-41.504,-42.480,0.000
1691172023.265,-20.996,462.891,-40.527,-33.203,0.000
1691172023.268,-57.617,167.969,-32.715,-47.852,0.000
1691172023.272,-96.680,-796.875,-42.480,-67.871,0.000
1691172023.276,-65.430,-385.254,-38.086,-60.547,0.000
1691172023.280,-28.320,519.043,-22.949,-30.762,0.000
1691172023.284,-17.090,479.980,-28.320,-34.180,0.000
1691172023.288,-47.852,-137.207,-43.457,-63.965,0.000
1691172023.292,-55.664,-272.461,-42.969,-54.688,0.000
1691172023.296,-36.133,268.066,-34.668,-27.344,0.000
1691172023.300,-27.832,490.234,-39.062,-24.414,0.000
1691172023.304,-22.949,-190.918,-41.504,-46.875,0.000
1691172023.308,-39.551,-545.898,-34.180,-69.336,0.000
1691172023.311,-20.996,-104.980,-32.715,-56.641,0.000
1691172023.315,-23.438,361.816,-37.598,-54.199,0.000
1691172023.319,-40.039,148.926,-41.016,-61.523,0.000
1691172023.323,-41.016,-341.797,-42.969,-67.871,0.000
1691172023.327,-47.852,-282.227,-38.086,-50.781,0.000
1691172023.331,-22.461,14.160,-33.691,4.883,0.000
1691172023.335,-17.578,380.859,-42.969,-33.691,0.000
1691172023.339,-70.801,19.043,-47.852,-61.523,0.000
1691172023.343,-49.316,-341.309,-48.340,-30.762,0.000
1691172023.347,-17.578,357.422,-43.945,-24.902,0.000
1691172023.351,-12.695,505.859,-40.527,-40.527,0.000
1691172023.354,-16.113,-165.527,-41.016,-45.410,0.000
1691172023.358,-47.363,-548.340,-37.109,-29.785,0.000
1691172023.362,-62.988,-430.176,-35.156,-11.719,0.000
1691172023.366,-46.875,472.168,-35.645,-21.973,0.000
1691172023.370,-37.109,368.652,-37.109,-57.617,0.000
1691172023.374,-34.668,-530.762,-31.250,-55.176,0.000
1691172023.378,-29.785,-289.062,-40.039,-36.621,0.000
1691172023.382,5.371,819.824,-47.363,0.000,0.000
1691172023.386,-23.438,535.645,-41.504,-22.949,0.000
1691172023.390,-70.801,-431.641,-36.133,-73.730,0.000
1691172023.393,-51.758,-285.156,-32.715,-54.688,0.000
1691172023.397,-29.785,488.770,-34.668,-30.273,0.000
1691172023.401,-33.691,379.395,-31.738,-30.273,0.000
1691172023.405,-63.965,-662.598,-31.250,-28.809,0.000
1691172023.409,-21.973,-627.930,-32.715,-44.434,0.000
1691172023.413,-11.230,496.094,-30.762,-34.180,0.000
1691172023.417,-42.480,767.090,-34.180,-27.344,0.000
1691172023.421,-26.367,5.371,-43.457,-47.852,0.000
1691172023.425,-26.367,-272.949,-33.691,-42.969,0.000
1691172023.429,-27.832,188.477,-25.391,-25.391,0.000
1691172023.433,-34.180,575.684,-34.180,-28.320,0.000
1691172023.436,-33.691,181.152,-35.645,-52.246,0.000
1691172023.440,-25.391,-305.176,-39.062,-62.500,0.000
1691172023.444,-46.875,-247.559,-35.645,-34.180,0.000
1691172023.448,-21.484,166.992,-35.156,-3.418,0.000
1691172023.452,-23.438,-135.254,-43.945,-19.043,0.000
1691172023.456,-55.176,-355.957,-51.270,-38.574,0.000
1691172023.460,-50.293,-381.836,-54.688,-37.598,0.000
1691172023.464,5.859,273.438,-45.898,-27.832,0.000
1691172023.468,-17.578,653.809,-39.062,-32.715,0.000
1691172023.472,-38.574,55.176,-39.062,-70.312,0.000
1691172023.476,-30.762,-320.312,-38.574,-76.172,0.000
1691172023.479,-67.383,103.516,-43.457,-43.945,0.000
1691172023.483,-48.340,702.637,-43.457,-45.898,0.000
1691172023.487,-52.246,74.707,-38.086,-75.195,0.000
1691172023.491,-63.477,-658.691,-43.457,-62.988,0.000
1691172023.495,-51.270,-564.941,-46.387,-43.945,0.000
1691172023.499,-13.184,395.020,-41.992,-39.551,0.000
1691172023.503,-19.043,477.051,-39.062,-66.895,0.000
1691172023.507,-49.805,-338.379,-30.273,-69.824,0.000
1691172023.511,-13.184,-256.836,-28.809,-34.668,0.000
1691172023.515,14.648,692.871,-35.645,-20.020,0.000
1691172023.518,-37.598,662.598,-43.945,-45.410,0.000
1691172023.522,-68.359,-332.031,-49.805,-63.965,0.000
1691172023.526,-37.598,-595.215,-45.898,-61.035,0.000
1691172023.530,-4.883,423.340,-42.480,-57.617,0.000
1691172023.534,4.395,749.023,-40.527,-66.895,0.000
1691172023.538,-16.113,-316.895,-44.434,-84.473,0.000
1691172023.542,-23.926,-886.230,-47.363,-83.984,0.000
1691172023.546,-19.043,97.168,-32.227,-70.801,0.000
1691172023.550,-9.766,788.086,-31.250,-54.199,0.000
1691172023.554,-12.695,-62.500,-41.504,-55.664,0.000
1691172023.558,-46.387,-487.305,-37.109,-58.594,0.000
1691172023.561,-53.223,87.891,-30.273,-36.621,0.000
1691172023.565,0.000,729.492,-32.715,-25.391,0.000
1691172023.569,0.000,165.527,-34.180,-36.621,0.000
1691172023.573,0.000,-461.914,-39.062,-57.617,0.000
1691172023.577,0.000,-184.570,-41.992,-34.668,0.000
1691172023.581,0.000,534.668,-34.180,5.371,0.000
1691172023.585,0.000,121.582,-39.062,-26.855,0.000
1691172023.589,0.000,-558.105,-39.551,-68.359,0.000
1691172023.593,0.000,-312.012,-37.109,-71.777,0.000
1691172023.597,0.000,287.109,-42.480,-62.988,0.000
1691172023.601,0.000,68.848,-39.062,-33.691,0.000
1691172023.604,0.000,-298.828,-36.133,-37.598,0.000
1691172023.608,0.000,-278.809,-47.363,-60.547,0.000
1691172023.612,-23.926,62.988,-39.551,-44.922,0.000
1691172023.616,-13.184,545.410,-38.086,-39.551,0.000
1691172023.620,-28.320,169.922,-51.270,-62.012,0.000
1691172023.624,-41.504,-370.117,-43.945,-56.152,0.000
1691172023.628,-29.785,-246.582,-40.039,-20.996,0.000
1691172023.632,-8.301,272.461,-38.086,-20.996,0.000
1691172023.636,-31.250,101.562,-34.180,-72.754,0.000
1691172023.640,-55.664,-281.738,-39.062,-50.781,0.000
1691172023.644,-33.691,-560.547,-43.457,-6.348,0.000
1691172023.647,-8.789,-160.156,-41.016,-24.414,0.000
1691172023.651,-27.832,422.363,-41.504,-65.430,0.000
1691172023.655,-39.062,-327.637,-37.598,-52.246,0.000
1691172023.659,-13.184,-846.191,-30.762,-25.879,0.000
1691172023.663,-13.184,79.102,-32.227,-28.320,0.000
1691172023.667,-5.859,729.980,-37.598,-40.527,0.000
1691172023.671,8.789,-45.410,-33.203,-45.410,0.000
1691172023.675,-15.625,-656.738,-29.297,-67.383,0.000
1691172023.679,-17.090,-235.352,-40.039,-49.805,0.000
1691172023.683,-6.348,576.172,-31.738,11.230,0.000
1691172023.687,-32.227,250.488,-34.668,-21.973,0.000
1691172023.690,-18.066,-841.797,-44.434,-24.902,0.000
1691172023.694,-9.766,-325.195,-41.504,-5.859,0.000
1691172023.698,-14.160,903.320,-37.598,-24.902,0.000
1691172023.702,9.766,673.828,-41.504,-19.043,0.000
1691172023.706,-11.230,-68.848,-48.828,-25.391,0.000
1691172023.710,-37.598,-85.449,-46.875,-31.250,0.000
1691172023.714,-4.395,694.336,-49.805,-19.043,0.000
1691172023.718,-8.301,878.418,-45.410,-19.531,0.000
1691172023.722,-47.363,244.141,-42.969,-36.133,0.000
1691172023.726,-37.598,-15.137,-46.875,-41.992,0.000
1691172023.730,6.836,665.039,-49.316,-21.973,0.000
1691172023.733,2.930,930.176,-51.758,-29.297,0.000
1691172023.737,-22.461,57.617,-62.988,-44.434,0.000
1691172023.741,-42.480,37.598,-69.824,-61.523,0.000
1691172023.745,-76.172,701.172,-65.430,-76.660,0.000
1691172023.749,-13.184,-994.141,-66.406,-47.363,0.000
1691172023.753,-12.695,851.562,-64.453,-34.668,0.000
1691172023.757,-65.918,493.652,-69.336,-64.941,0.000
1691172023.761,-65.918,538.574,-73.242,-59.082,0.000
1691172023.765,-41.504,941.895,-61.035,-29.297,0.000
1691172023.769,-52.734,839.844,-62.500,-61.035,0.000
1691172023.773,-62.988,191.406,-70.312,-89.844,0.000
1691172023.776,-49.316,-44.434,-61.523,-51.758,0.000
1691172023.780,-28.320,375.488,-52.246,-0.977,0.000
1691172023.784,-6.348,821.777,-56.641,5.371,0.000
1691172023.788,-6.836,561.035,-56.152,-26.855,0.000
1691172023.792,-1.465,45.410,-47.852,-33.691,0.000
1691172023.796,-8.301,409.180,-42.969,-3.418,0.000
1691172023.800,-25.879,936.523,-32.227,-13.184,0.000
1691172023.804,-34.180,433.105,-33.203,-46.387,0.000
1691172023.808,-24.902,-271.973,-25.391,-46.387,0.000
1691172023.812,-33.691,0.977,-26.367,-38.086,0.000
1691172023.816,-54.688,836.914,-10.742,-39.062,0.000
1691172023.819,-61.035,296.875,11.230,-65.918,0.000
1691172023.823,-77.148,-676.758,3.418,-87.891,0.000
1691172023.827,-115.234,-493.652,0.000,-109.863,0.000
1691172023.831,-128.418,490.723,18.066,-126.953,0.000
1691172023.835,-144.531,314.453,39.062,-146.973,0.000
1691172023.839,-155.273,-673.828,43.457,-174.316,0.000
1691172023.843,-169.922,-813.477,30.762,-174.316,0.000
1691172023.847,-177.246,288.086,30.273,-187.012,0.000
1691172023.851,-172.852,634.277,31.738,-194.336,0.000
1691172023.855,-205.566,-371.582,21.484,-208.008,0.000
1691172023.858,-220.215,-681.641,29.297,-222.656,0.000
1691172023.862,-214.844,53.223,38.086,-211.914,0.000
1691172023.866,-229.004,310.547,18.555,-221.191,0.000
1691172023.870,-245.117,-490.234,12.695,-238.770,0.000
1691172023.874,-224.609,-687.500,16.113,-228.516,0.000
1691172023.878,-208.984,-187.988,17.578,-214.844,0.000
1691172023.882,-200.195,325.195,7.324,-210.449,0.000
1691172023.886,-192.383,-275.391,-14.160,-203.613,0.000
1691172023.890,-204.590,-610.840,-7.812,-196.777,0.000
1691172023.894,-166.504,-242.676,-5.859,-180.176,0.000
1691172023.898,-114.258,356.934,-15.137,-155.762,0.000
1691172023.901,-127.441,391.113,-21.484,-157.227,0.000
1691172023.905,-136.230,-225.098,-22.461,-147.949,0.000
1691172023.909,-131.348,-411.621,-31.250,-121.094,0.000
1691172023.913,-109.375,-62.012,-41.504,-104.004,0.000
1691172023.917,-60.547,98.145,-60.059,-105.957,0.000
1691172023.921,-62.012,-157.715,-75.195,-107.910,0.000
1691172023.925,-63.965,-551.270,-77.637,-82.520,0.000
1691172023.929,-47.363,-407.715,-84.961,-44.922,0.000
1691172023.933,-45.898,230.469,-85.938,-25.879,0.000
1691172023.937,-39.062,-11.230,-83.008,-32.227,0.000
1691172023.941,-4.395,-527.344,-90.820,-28.809,0.000
1691172023.944,30.273,-498.047,-93.262,-0.488,0.000
1691172023.948,32.715,331.055,-88.379,31.738,0.000
1691172023.952,39.551,373.535,-85.938,16.113,0.000
1691172023.956,46.875,-452.637,-91.309,24.414,0.000
1691172023.960,35.156,-868.164,-93.750,41.992,0.000
1691172023.964,34.668,-7.812,-88.867,46.875,0.000
1691172023.968,64.453,534.668,-93.750,40.527,0.000
1691172023.972,59.570,-338.867,-97.656,40.527,0.000
1691172023.976,44.434,-884.277,-90.332,60.547,0.000
1691172023.980,73.242,-30.762,-86.426,74.707,0.000
1691172023.984,90.820,600.586,-89.355,83.984,0.000
1691172023.987,74.219,-257.812,-86.914,70.312,0.000
1691172023.991,76.172,-966.309,-87.402,58.105,0.000
1691172023.995,106.934,-250.488,-97.168,74.219,0.000
1691172023.999,95.703,605.469,-97.168,92.773,0.000
1691172024.003,75.684,19.043,-87.891,92.285,0.000
1691172024.007,68.848,-958.496,-88.379,75.684,0.000
1691172024.011,70.801,-655.762,-84.473,88.379,0.000
1691172024.015,91.797,527.344,-77.637,107.422,0.000
1691172024.019,83.984,250.977,-82.031,82.031,0.000
1691172024.023,73.730,-866.211,-90.332,63.477,0.000
1691172024.027,68.359,-505.371,-92.773,77.637,0.000
1691172024.030,65.918,466.309,-85.449,93.750,0.000
1691172024.034,80.078,444.824,-86.914,78.613,0.000
