Timestamp,X Coordinate Difference,Y Coordinate Difference
13:57:15.967632,0.0078035444021224976,0.0011751502752304077
13:57:15.995655,0.006032347679138184,0.0016109049320220947
13:57:16.025890,0.003999486565589905,0.004350006580352783
13:57:16.091776,0.0029836446046829224,0.001259833574295044
13:57:16.135136,0.002753138542175293,-0.0006119012832641602
13:57:16.287955,0.001228034496307373,0.0011480152606964111
13:57:16.412885,0.0009407848119735718,0.002202451229095459
13:57:16.457145,0.0006264448165893555,0.0013813674449920654
13:57:16.865029,-0.0012040436267852783,0.0009173452854156494
13:57:17.625240,0.0005122870206832886,-0.002626955509185791
13:57:18.465616,0.0005991160869598389,0.0005825161933898926
13:57:19.351874,-0.0008710622787475586,0.0036838650703430176
13:57:19.559210,-0.0005899220705032349,-0.001286536455154419
13:57:19.681338,-0.0009942799806594849,-0.0011081099510192871
13:57:20.643004,-0.0010156482458114624,0.0005823075771331787
13:57:21.216146,0.0006956756114959717,-0.000897526741027832
13:57:21.420029,-0.0009116828441619873,0.001253962516784668
13:57:22.878154,0.0007366538047790527,-0.0008805990219116211
13:57:22.992767,-0.0006022453308105469,0.0010480880737304688
13:57:23.500560,-0.0009041428565979004,-0.0031337738037109375
13:57:23.692703,-0.0006583631038665771,-0.002704232931137085
13:57:24.124897,0.0006196945905685425,-0.001402348279953003
13:57:24.305235,0.001042380928993225,-0.003200441598892212
13:57:25.305753,-0.0006895512342453003,0.0005758404731750488
13:57:25.424141,-0.001087576150894165,-0.000575333833694458
13:57:25.780483,-0.000940278172492981,0.0012796223163604736
13:57:26.339514,0.000628933310508728,-0.0018529891967773438
13:57:26.988832,0.0007168054580688477,-0.0012442469596862793
13:57:28.336964,0.0005932897329330444,-0.000757366418838501
13:57:29.582175,-0.0006402134895324707,0.000633925199508667
13:57:29.660659,-0.0015195012092590332,0.0021484792232513428
13:57:30.317731,0.0007475167512893677,0.0007078647613525391
13:57:31.966837,-0.0016544312238693237,0.0007471740245819092
13:57:32.120713,-0.0005073249340057373,0.0009642839431762695
13:57:32.189020,0.0011745989322662354,-0.0019957423210144043
13:57:32.799176,-0.0017123222351074219,0.0007238388061523438
13:57:32.829753,-0.0005405545234680176,0.0006302595138549805
