Timestamp,Left Pupil,Right Pupil
1691171917.83615,"(333, 203)","(399, 205)"
1691171917.952939,"(335, 204)","(400, 205)"
1691171918.071498,"(336, 204)","(401, 205)"
1691171918.189859,"(333, 204)","(398, 205)"
1691171918.313004,"(332, 204)","(398, 205)"
1691171918.429747,"(331, 204)","(396, 205)"
1691171918.569016,"(331, 204)","(396, 204)"
1691171918.702985,"(331, 204)","(396, 204)"
1691171918.820414,"(331, 204)","(397, 204)"
1691171918.948103,"(331, 204)","(397, 205)"
1691171919.067699,"(332, 204)","(398, 204)"
1691171919.194836,"(333, 204)","(398, 204)"
1691171919.321286,"(333, 204)","(398, 204)"
1691171919.436971,,
1691171919.577044,"(332, 205)","(397, 205)"
1691171919.706985,"(332, 205)","(397, 205)"
1691171919.833677,"(332, 205)","(398, 206)"
1691171919.955867,"(333, 205)","(398, 205)"
1691171920.088158,"(332, 205)","(398, 205)"
1691171920.21545,"(333, 205)","(398, 205)"
1691171920.342301,"(337, 203)","(401, 204)"
1691171920.478409,"(338, 203)","(402, 203)"
1691171920.601803,"(339, 203)","(404, 203)"
1691171920.724369,"(337, 204)","(402, 204)"
1691171920.850268,"(337, 204)","(402, 205)"
1691171920.968811,"(337, 205)","(403, 205)"
1691171921.102453,"(337, 205)","(403, 206)"
1691171921.23187,"(337, 205)","(403, 206)"
1691171921.35562,"(337, 206)","(403, 207)"
1691171921.484228,"(335, 206)","(400, 207)"
1691171921.604923,"(335, 206)","(400, 207)"
1691171921.718791,"(335, 206)","(400, 207)"
1691171921.846801,"(339, 205)","(405, 206)"
1691171921.971399,"(340, 205)","(406, 206)"
1691171922.097504,"(340, 205)","(407, 206)"
1691171922.215869,"(340, 205)","(406, 206)"
1691171922.343218,"(340, 205)","(406, 206)"
1691171922.468851,"(339, 205)","(405, 206)"
1691171922.588998,"(339, 205)","(405, 206)"
1691171922.717837,"(338, 205)","(405, 206)"
1691171922.835641,"(339, 205)","(404, 206)"
1691171922.969909,"(338, 205)","(404, 206)"
1691171923.091856,"(339, 205)","(405, 207)"
1691171923.214685,"(339, 205)","(405, 207)"
1691171923.317738,"(340, 206)","(406, 207)"
1691171923.415363,"(340, 206)","(406, 207)"
1691171923.507769,"(340, 206)","(406, 208)"
1691171923.603635,"(340, 207)","(406, 208)"
1691171923.728293,"(340, 207)","(406, 208)"
1691171923.823422,"(339, 207)","(405, 209)"
1691171923.94536,"(338, 206)","(405, 208)"
1691171924.037524,"(339, 206)","(405, 209)"
1691171924.137525,"(338, 207)","(405, 210)"
1691171924.229588,"(338, 207)","(404, 210)"
1691171924.32104,"(339, 207)","(404, 210)"
1691171924.41962,"(338, 208)","(403, 210)"
1691171924.509143,"(337, 208)","(403, 210)"
1691171924.631445,"(342, 206)","(408, 208)"
1691171924.738318,"(345, 206)","(410, 208)"
1691171924.831359,"(347, 207)","(412, 208)"
1691171924.93262,"(341, 208)","(407, 209)"
1691171925.023584,"(341, 208)","(407, 209)"
1691171925.14002,"(339, 208)","(405, 209)"
1691171925.267169,"(340, 208)","(406, 209)"
1691171925.394121,"(339, 208)","(406, 209)"
1691171925.52891,"(339, 208)","(406, 209)"
1691171925.667807,"(340, 208)","(407, 209)"
1691171925.770227,"(341, 208)","(407, 209)"
1691171925.857109,"(340, 208)","(407, 209)"
1691171925.95736,"(341, 208)","(407, 209)"
1691171926.076831,"(340, 208)","(406, 209)"
1691171926.170802,"(343, 207)","(409, 208)"
1691171926.266881,"(344, 207)","(409, 208)"
1691171926.387937,"(345, 207)","(410, 209)"
1691171926.510748,,
1691171926.630187,"(340, 207)","(406, 208)"
1691171926.764888,"(339, 208)","(406, 208)"
1691171926.89,"(339, 208)","(405, 208)"
1691171927.008186,"(339, 207)","(405, 208)"
1691171927.137624,"(338, 208)","(404, 208)"
1691171927.254156,"(338, 208)","(404, 208)"
1691171927.390079,"(338, 208)","(404, 208)"
1691171927.50417,"(342, 206)","(408, 207)"
1691171927.60305,"(344, 206)","(409, 206)"
1691171927.688039,"(344, 205)","(409, 206)"
1691171927.785198,,
1691171927.898428,"(339, 207)","(405, 208)"
1691171928.02083,"(339, 207)","(404, 208)"
1691171928.139462,"(338, 207)","(404, 207)"
1691171928.258318,"(338, 207)","(404, 207)"
1691171928.381412,"(338, 207)","(403, 207)"
1691171928.493092,"(338, 206)","(404, 207)"
1691171928.609779,"(338, 206)","(404, 206)"
1691171928.725155,"(341, 205)","(406, 206)"
1691171928.842979,"(342, 204)","(406, 206)"
1691171928.950927,"(342, 205)","(406, 206)"
1691171929.070478,"(343, 205)","(407, 206)"
1691171929.192069,"(344, 205)","(409, 206)"
1691171929.323225,"(339, 205)","(405, 206)"
1691171929.447694,"(338, 206)","(405, 206)"
1691171929.563285,"(339, 206)","(405, 206)"
1691171929.698442,"(339, 205)","(405, 206)"
1691171929.81166,"(339, 205)","(405, 206)"
1691171929.935695,"(340, 205)","(405, 206)"
1691171930.067861,"(340, 205)","(406, 206)"
1691171930.18779,"(339, 205)","(405, 206)"
1691171930.316888,"(339, 205)","(405, 206)"
1691171930.440081,"(339, 206)","(405, 207)"
1691171930.558182,"(339, 206)","(405, 206)"
1691171930.66258,"(339, 205)","(405, 206)"
1691171930.783777,"(339, 205)","(405, 206)"
1691171930.8999,"(338, 205)","(404, 206)"
1691171931.014609,"(338, 206)","(404, 206)"
1691171931.144157,"(338, 206)","(404, 206)"
1691171931.266941,"(337, 206)","(404, 206)"
1691171931.398971,"(337, 206)","(403, 207)"
1691171931.531157,"(338, 207)","(403, 207)"
1691171931.652473,"(337, 207)","(404, 207)"
1691171931.774025,"(338, 207)","(403, 207)"
1691171931.892255,"(337, 207)","(403, 207)"
1691171932.009618,"(336, 207)","(402, 207)"
1691171932.137838,"(336, 207)","(402, 207)"
1691171932.267596,"(336, 206)","(402, 206)"
1691171932.391577,"(336, 206)","(402, 206)"
1691171932.506075,"(335, 206)","(401, 206)"
1691171932.619584,"(336, 206)","(402, 206)"
1691171932.742628,"(336, 206)","(402, 206)"
1691171932.861996,"(337, 207)","(403, 207)"
1691171932.977806,"(337, 207)","(403, 207)"
1691171933.112325,"(337, 207)","(403, 207)"
1691171933.230845,"(337, 207)","(403, 207)"
1691171933.355404,"(337, 207)","(403, 207)"
1691171933.481006,"(336, 207)","(402, 208)"
1691171933.605073,"(335, 208)","(402, 208)"
1691171933.726817,"(335, 208)","(401, 208)"
1691171933.856948,"(335, 206)","(401, 207)"
1691171933.990893,"(336, 205)","(401, 206)"
1691171934.12323,"(337, 204)","(402, 205)"
1691171934.247666,"(337, 203)","(402, 204)"
1691171934.363281,"(338, 202)","(403, 203)"
1691171934.495295,"(338, 202)","(403, 202)"
1691171934.623922,"(338, 201)","(403, 202)"
1691171934.771171,"(337, 199)","(402, 200)"
1691171934.8954,"(337, 198)","(402, 199)"
1691171935.0272,"(337, 198)","(402, 198)"
1691171935.15549,"(337, 198)","(401, 198)"
1691171935.293323,"(337, 197)","(401, 197)"
1691171935.423136,"(336, 196)","(401, 196)"
1691171935.554628,"(336, 196)","(400, 196)"
1691171935.687211,"(335, 196)","(400, 195)"
1691171935.815614,"(335, 196)","(399, 195)"
1691171935.937989,"(334, 196)","(399, 195)"
1691171936.061221,"(334, 197)","(398, 196)"
1691171936.194128,"(334, 197)","(398, 196)"
1691171936.315955,"(334, 197)","(399, 196)"
1691171936.445268,"(334, 197)","(399, 196)"
1691171936.577168,"(334, 197)","(399, 196)"
1691171936.705213,"(334, 197)","(399, 197)"
1691171936.844097,"(334, 197)","(398, 197)"
1691171936.975974,"(335, 197)","(398, 196)"
1691171937.094288,"(335, 197)","(399, 196)"
1691171937.217396,"(334, 196)","(398, 196)"
1691171937.338484,"(334, 197)","(398, 196)"
1691171937.463755,"(333, 197)","(397, 196)"
1691171937.593886,"(334, 197)","(397, 196)"
1691171937.709799,"(333, 197)","(397, 196)"
1691171937.837071,"(334, 196)","(398, 195)"
1691171937.958119,"(334, 196)","(398, 195)"
1691171938.08561,"(334, 196)","(398, 195)"
1691171938.203771,"(334, 195)","(398, 195)"
1691171938.324287,"(334, 195)","(398, 195)"
1691171938.449334,"(334, 195)","(398, 194)"
1691171938.58894,"(334, 194)","(398, 193)"
1691171938.719019,"(334, 193)","(398, 193)"
1691171938.849105,"(335, 193)","(399, 192)"
1691171938.968481,"(334, 192)","(398, 192)"
1691171939.097094,"(334, 192)","(398, 192)"
1691171939.22448,"(333, 192)","(397, 191)"
1691171939.369657,"(328, 188)","(393, 187)"
1691171939.499208,"(326, 187)","(390, 187)"
1691171939.6211,"(326, 186)","(390, 186)"
1691171939.754759,"(325, 187)","(389, 186)"
1691171939.857865,"(331, 191)","(394, 190)"
1691171939.985904,"(331, 191)","(395, 190)"
1691171940.121324,"(332, 190)","(396, 190)"
1691171940.239911,"(334, 191)","(398, 191)"
1691171940.386214,"(335, 191)","(399, 192)"
1691171940.474967,"(336, 192)","(400, 193)"
1691171940.566088,"(336, 192)","(400, 192)"
1691171940.659941,"(336, 192)","(400, 193)"
1691171940.782592,"(336, 192)","(400, 192)"
1691171940.900017,"(336, 192)","(400, 192)"
1691171941.01834,"(336, 192)","(400, 192)"
1691171941.10881,"(337, 192)","(401, 192)"
1691171941.20623,"(337, 192)","(401, 193)"
1691171941.291035,"(337, 192)","(401, 193)"
1691171941.39442,"(337, 192)","(401, 193)"
1691171941.488282,"(337, 192)","(401, 193)"
1691171941.581459,"(337, 193)","(402, 193)"
1691171941.670106,"(337, 193)","(402, 193)"
1691171941.775226,"(337, 193)","(402, 193)"
1691171941.877798,"(337, 193)","(402, 194)"
1691171941.970175,"(338, 193)","(402, 194)"
1691171942.069797,"(338, 193)","(402, 193)"
1691171942.177056,"(337, 193)","(401, 193)"
1691171942.285105,"(336, 193)","(401, 193)"
1691171942.374688,"(336, 193)","(400, 193)"
1691171942.46903,"(336, 193)","(400, 194)"
1691171942.565106,"(337, 193)","(401, 194)"
1691171942.655193,"(337, 193)","(402, 194)"
1691171942.74808,"(338, 193)","(402, 194)"
1691171942.840671,"(338, 193)","(402, 193)"
1691171942.943891,"(338, 193)","(402, 193)"
1691171943.052463,"(337, 193)","(402, 193)"
1691171943.158377,"(337, 193)","(400, 193)"
1691171943.271721,"(337, 193)","(401, 193)"
1691171943.370881,"(338, 192)","(401, 193)"
1691171943.47138,"(339, 193)","(403, 193)"
1691171943.576102,"(339, 193)","(403, 193)"
1691171943.685406,"(339, 193)","(403, 193)"
1691171943.78927,"(342, 194)","(406, 194)"
1691171943.886999,"(343, 194)","(407, 195)"
1691171943.980122,"(343, 194)","(407, 195)"
1691171944.078921,"(340, 192)","(404, 192)"
1691171944.217298,"(337, 188)","(401, 190)"
1691171944.349562,"(337, 184)","(402, 186)"
1691171944.466826,,
1691171944.595479,,
1691171944.730423,"(349, 185)","(411, 193)"
1691171944.861902,"(357, 192)","(420, 200)"
1691171944.986149,"(356, 188)","(419, 195)"
1691171945.111385,"(356, 186)","(419, 194)"
1691171945.233957,"(355, 186)","(419, 194)"
1691171945.359673,"(353, 187)","(417, 196)"
1691171945.474839,"(345, 186)","(409, 191)"
1691171945.59365,"(338, 187)","(401, 190)"
1691171945.720325,"(331, 195)","(395, 196)"
1691171945.854085,"(326, 195)","(389, 195)"
1691171945.977996,"(324, 189)","(387, 187)"
1691171946.10574,"(324, 188)","(388, 185)"
1691171946.241708,"(325, 201)","(389, 193)"
1691171946.370677,"(323, 205)","(387, 196)"
1691171946.495129,"(321, 199)","(385, 190)"
1691171946.615265,"(324, 196)","(387, 188)"
1691171946.750008,"(324, 196)","(388, 188)"
1691171946.871178,"(324, 201)","(388, 193)"
1691171947.003639,"(323, 197)","(387, 192)"
1691171947.134523,"(324, 195)","(388, 190)"
1691171947.26287,"(325, 197)","(389, 191)"
1691171947.380042,"(325, 198)","(389, 192)"
1691171947.504539,"(325, 197)","(389, 191)"
1691171947.629888,"(321, 200)","(386, 193)"
1691171947.74859,"(321, 200)","(385, 194)"
1691171947.855805,"(322, 200)","(386, 194)"
1691171947.972833,"(321, 201)","(385, 196)"
1691171948.090961,"(321, 202)","(385, 196)"
1691171948.223087,"(322, 202)","(386, 197)"
1691171948.349431,"(321, 202)","(386, 198)"
1691171948.469576,"(321, 201)","(386, 197)"
1691171948.586927,"(322, 202)","(386, 198)"
1691171948.721725,"(322, 202)","(387, 198)"
1691171948.847762,"(322, 202)","(386, 198)"
1691171948.968201,"(322, 202)","(387, 198)"
1691171949.087486,"(322, 202)","(386, 198)"
1691171949.227208,"(321, 201)","(385, 197)"
1691171949.360914,"(321, 201)","(385, 197)"
1691171949.486247,"(322, 201)","(386, 197)"
1691171949.60687,"(322, 201)","(386, 197)"
1691171949.72424,"(321, 200)","(385, 197)"
1691171949.853281,"(319, 201)","(384, 197)"
1691171949.980251,"(318, 199)","(381, 195)"
1691171950.104734,"(316, 198)","(380, 194)"
1691171950.226059,"(315, 199)","(378, 194)"
1691171950.325478,"(313, 199)","(376, 193)"
1691171950.437919,"(311, 198)","(374, 193)"
1691171950.557462,"(310, 198)","(373, 193)"
1691171950.676211,"(310, 198)","(372, 192)"
1691171950.813364,"(312, 196)","(375, 191)"
1691171950.932743,"(312, 196)","(375, 192)"
1691171951.053916,"(312, 197)","(376, 192)"
1691171951.17403,"(313, 197)","(376, 192)"
1691171951.302711,"(315, 198)","(376, 193)"
1691171951.427236,,
1691171951.563013,"(315, 195)","(379, 191)"
1691171951.69739,"(320, 195)","(384, 191)"
1691171951.819906,"(319, 195)","(383, 191)"
1691171951.951396,"(320, 195)","(384, 191)"
1691171952.082385,"(322, 195)","(386, 191)"
1691171952.215422,"(322, 195)","(386, 191)"
1691171952.334689,"(323, 195)","(386, 191)"
1691171952.458372,"(324, 196)","(388, 193)"
1691171952.583149,"(325, 196)","(389, 193)"
1691171952.711112,"(325, 196)","(389, 193)"
1691171952.82585,"(326, 196)","(390, 193)"
1691171952.940897,"(327, 195)","(391, 193)"
1691171953.067614,"(325, 195)","(389, 192)"
1691171953.185988,"(325, 195)","(389, 192)"
1691171953.315343,"(326, 195)","(390, 192)"
1691171953.438295,"(327, 195)","(391, 192)"
1691171953.554974,"(327, 195)","(391, 192)"
1691171953.671549,"(327, 195)","(391, 192)"
1691171953.791204,"(326, 195)","(390, 193)"
1691171953.913005,"(327, 194)","(391, 192)"
1691171954.034765,"(327, 195)","(391, 192)"
1691171954.163464,"(327, 195)","(392, 193)"
1691171954.27857,"(327, 195)","(391, 193)"
1691171954.396182,"(326, 195)","(391, 193)"
1691171954.487995,"(327, 195)","(391, 192)"
1691171954.612815,"(326, 194)","(390, 192)"
1691171954.735255,"(326, 194)","(390, 192)"
1691171954.868483,"(325, 193)","(387, 192)"
1691171954.990131,"(323, 193)","(386, 192)"
1691171955.10538,"(324, 193)","(387, 192)"
1691171955.215139,"(325, 193)","(387, 191)"
1691171955.338942,"(325, 192)","(388, 192)"
1691171955.431565,"(325, 194)","(389, 192)"
1691171955.542176,"(324, 194)","(389, 193)"
1691171955.649111,"(325, 194)","(389, 192)"
1691171955.765025,"(325, 195)","(389, 193)"
1691171955.876891,"(326, 194)","(390, 193)"
1691171955.972814,"(326, 194)","(389, 192)"
1691171956.062424,"(326, 194)","(390, 193)"
1691171956.149836,"(322, 194)","(386, 193)"
1691171956.234108,"(322, 194)","(386, 193)"
1691171956.352099,"(322, 194)","(386, 193)"
1691171956.47401,"(322, 194)","(386, 192)"
1691171956.569141,"(322, 194)","(386, 193)"
1691171956.702365,"(321, 194)","(386, 193)"
1691171956.796053,"(322, 194)","(386, 193)"
1691171956.914231,"(322, 194)","(386, 192)"
1691171957.048763,"(322, 194)","(386, 192)"
1691171957.163717,"(321, 194)","(385, 192)"
1691171957.282849,"(322, 194)","(386, 193)"
1691171957.367952,"(324, 193)","(387, 192)"
1691171957.472102,"(325, 193)","(388, 191)"
1691171957.61097,"(324, 193)","(387, 191)"
1691171957.735152,"(325, 192)","(388, 192)"
1691171957.82729,"(325, 192)","(389, 191)"
1691171957.925623,"(325, 192)","(389, 191)"
1691171958.041241,"(326, 192)","(389, 191)"
1691171958.147112,"(326, 192)","(389, 191)"
1691171958.251027,"(326, 192)","(390, 191)"
1691171958.369906,"(326, 192)","(389, 191)"
1691171958.497724,"(326, 191)","(389, 190)"
1691171958.632976,"(325, 191)","(389, 189)"
1691171958.746898,"(326, 190)","(390, 189)"
1691171958.874609,"(326, 190)","(389, 190)"
1691171958.994606,"(326, 190)","(389, 190)"
1691171959.125311,"(326, 190)","(389, 190)"
1691171959.244594,"(326, 190)","(388, 190)"
1691171959.38504,"(326, 190)","(388, 190)"
1691171959.514872,"(326, 190)","(388, 190)"
1691171959.640476,"(325, 190)","(388, 190)"
1691171959.767999,"(326, 190)","(388, 190)"
1691171959.879653,"(326, 191)","(389, 191)"
1691171959.992483,"(326, 191)","(389, 191)"
1691171960.123336,"(326, 191)","(389, 190)"
1691171960.236157,"(325, 190)","(388, 189)"
1691171960.358647,"(325, 190)","(388, 190)"
1691171960.482795,"(326, 190)","(388, 189)"
1691171960.603772,"(326, 190)","(388, 189)"
1691171960.694878,,
1691171960.821951,,
1691171960.926828,"(326, 191)","(390, 190)"
1691171961.059834,"(326, 191)","(390, 190)"
1691171961.167089,"(326, 191)","(390, 190)"
1691171961.280488,"(326, 191)","(390, 190)"
1691171961.3968,"(325, 191)","(389, 190)"
1691171961.525605,"(325, 191)","(389, 190)"
1691171961.642231,"(322, 192)","(386, 190)"
1691171961.76692,"(320, 192)","(384, 191)"
1691171961.895974,"(317, 192)","(381, 191)"
1691171962.022809,"(317, 192)","(381, 191)"
1691171962.141865,"(319, 192)","(383, 191)"
1691171962.253855,"(320, 190)","(384, 190)"
1691171962.382383,"(321, 190)","(384, 190)"
1691171962.508989,"(322, 190)","(385, 190)"
1691171962.630272,"(322, 190)","(385, 190)"
1691171962.747122,"(322, 190)","(385, 191)"
1691171962.874906,"(323, 191)","(385, 191)"
1691171963.003677,"(323, 191)","(386, 191)"
1691171963.113076,,
1691171963.209934,"(327, 191)","(390, 192)"
1691171963.324794,"(328, 191)","(390, 192)"
1691171963.457746,"(327, 192)","(390, 193)"
1691171963.548201,"(327, 192)","(390, 193)"
1691171963.665082,"(327, 192)","(390, 194)"
1691171963.769536,"(327, 193)","(390, 193)"
1691171963.888563,"(326, 194)","(389, 195)"
1691171964.019293,"(322, 195)","(386, 194)"
1691171964.135104,"(323, 194)","(387, 193)"
1691171964.263184,"(323, 194)","(387, 193)"
1691171964.384984,"(322, 194)","(387, 193)"
1691171964.514932,"(323, 194)","(387, 193)"
1691171964.63958,"(322, 194)","(386, 193)"
1691171964.759494,"(322, 194)","(386, 193)"
1691171964.880626,"(322, 193)","(386, 193)"
1691171964.992951,"(323, 193)","(387, 193)"
1691171965.094693,"(325, 192)","(388, 191)"
1691171965.194526,"(325, 191)","(388, 192)"
1691171965.306075,"(325, 191)","(388, 192)"
1691171965.437028,"(325, 191)","(388, 192)"
1691171965.535244,"(325, 191)","(388, 192)"
1691171965.628124,,
1691171965.7253,,
1691171965.821637,"(325, 193)","(389, 193)"
1691171965.912414,"(325, 193)","(389, 193)"
1691171966.008534,"(324, 193)","(389, 193)"
1691171966.105924,"(324, 193)","(388, 193)"
1691171966.198029,"(324, 193)","(389, 193)"
1691171966.288325,"(324, 194)","(388, 193)"
1691171966.384791,"(324, 194)","(388, 193)"
1691171966.486946,"(325, 193)","(388, 193)"
1691171966.593992,"(325, 193)","(389, 193)"
1691171966.686018,"(325, 194)","(389, 193)"
1691171966.775598,"(325, 193)","(389, 193)"
1691171966.871357,"(325, 193)","(389, 193)"
1691171966.966071,"(325, 193)","(389, 193)"
1691171967.061159,"(325, 194)","(389, 193)"
1691171967.151683,"(324, 193)","(388, 193)"
1691171967.24957,"(324, 194)","(388, 193)"
1691171967.336164,"(326, 193)","(389, 193)"
1691171967.435145,"(326, 194)","(389, 193)"
1691171967.523328,"(327, 193)","(390, 194)"
1691171967.620996,"(326, 193)","(390, 195)"
1691171967.717636,"(326, 194)","(390, 194)"
1691171967.838226,"(323, 195)","(386, 195)"
1691171967.955187,"(322, 195)","(387, 195)"
1691171968.075178,"(322, 195)","(387, 195)"
1691171968.207577,"(322, 195)","(387, 195)"
1691171968.329578,"(322, 196)","(387, 195)"
1691171968.453,"(321, 197)","(386, 196)"
1691171968.591182,"(324, 196)","(388, 196)"
1691171968.736952,"(324, 197)","(388, 196)"
1691171968.873991,"(324, 197)","(389, 197)"
1691171968.999869,"(325, 197)","(389, 197)"
1691171969.134625,"(325, 198)","(390, 197)"
1691171969.257266,"(326, 197)","(391, 197)"
1691171969.378306,"(326, 198)","(390, 197)"
1691171969.507152,"(326, 198)","(391, 197)"
1691171969.634806,"(326, 198)","(390, 198)"
1691171969.754181,"(325, 198)","(390, 198)"
1691171969.884363,"(325, 198)","(390, 198)"
1691171970.009356,"(326, 198)","(390, 198)"
1691171970.135653,"(326, 197)","(390, 198)"
1691171970.257153,"(325, 197)","(389, 198)"
1691171970.401901,"(325, 197)","(389, 198)"
1691171970.528727,"(326, 196)","(389, 197)"
1691171970.657185,"(326, 196)","(391, 196)"
1691171970.777199,"(327, 196)","(390, 196)"
1691171970.898006,"(326, 196)","(390, 196)"
1691171971.03561,"(327, 200)","(391, 200)"
1691171971.169303,"(327, 202)","(391, 202)"
1691171971.283205,"(327, 202)","(392, 202)"
1691171971.416134,"(327, 202)","(392, 202)"
1691171971.543924,"(326, 201)","(391, 201)"
1691171971.668103,"(326, 200)","(391, 200)"
1691171971.784616,,
1691171971.909254,"(328, 204)","(392, 204)"
1691171972.002712,"(327, 204)","(392, 204)"
1691171972.134591,"(327, 203)","(392, 204)"
1691171972.255715,"(326, 203)","(391, 203)"
1691171972.383966,"(326, 203)","(391, 203)"
1691171972.497434,"(325, 203)","(390, 203)"
1691171972.627572,"(326, 203)","(391, 203)"
1691171972.750641,"(326, 204)","(391, 203)"
1691171972.878647,"(326, 204)","(390, 203)"
1691171972.997343,"(326, 204)","(390, 203)"
1691171973.12756,"(325, 204)","(390, 203)"
1691171973.24556,"(325, 203)","(390, 203)"
1691171973.37742,"(326, 203)","(391, 203)"
1691171973.511487,"(326, 203)","(391, 203)"
1691171973.644111,"(326, 203)","(391, 203)"
1691171973.775108,"(326, 203)","(391, 203)"
1691171973.903833,"(325, 202)","(391, 202)"
1691171974.033106,"(326, 202)","(392, 202)"
1691171974.166248,"(326, 202)","(391, 202)"
1691171974.30523,"(327, 202)","(392, 203)"
1691171974.417209,"(328, 203)","(393, 203)"
1691171974.516869,"(328, 203)","(393, 203)"
1691171974.648897,"(327, 203)","(392, 203)"
1691171974.786958,"(327, 202)","(392, 202)"
1691171974.923872,"(327, 202)","(392, 202)"
1691171975.04335,"(328, 202)","(393, 203)"
1691171975.139524,"(329, 203)","(393, 203)"
1691171975.241805,"(329, 203)","(393, 203)"
1691171975.34163,"(329, 203)","(393, 203)"
1691171975.433409,"(327, 203)","(392, 203)"
1691171975.528837,"(327, 203)","(392, 203)"
1691171975.625338,"(327, 203)","(393, 203)"
1691171975.758322,"(327, 203)","(393, 203)"
1691171975.85064,"(329, 202)","(393, 203)"
1691171975.97791,"(328, 202)","(393, 203)"
1691171976.108861,"(328, 202)","(393, 202)"
1691171976.238859,"(328, 202)","(392, 202)"
1691171976.368464,"(328, 202)","(392, 202)"
1691171976.493948,"(327, 202)","(392, 202)"
1691171976.621542,"(328, 202)","(393, 202)"
1691171976.754357,"(328, 202)","(393, 202)"
1691171976.897196,"(329, 201)","(393, 202)"
1691171977.015493,"(329, 201)","(393, 202)"
1691171977.133601,"(329, 201)","(393, 202)"
1691171977.249615,"(329, 201)","(393, 202)"
1691171977.377814,"(329, 202)","(394, 202)"
1691171977.500932,"(329, 201)","(393, 202)"
1691171977.622999,"(329, 201)","(393, 202)"
1691171977.757135,"(329, 202)","(393, 202)"
1691171977.885918,"(328, 201)","(393, 202)"
1691171978.002007,"(328, 202)","(394, 202)"
1691171978.124866,"(328, 202)","(393, 202)"
1691171978.249028,"(327, 202)","(392, 202)"
1691171978.375691,"(327, 202)","(392, 202)"
1691171978.493596,"(327, 202)","(392, 202)"
1691171978.617359,"(327, 202)","(391, 201)"
1691171978.740343,"(326, 201)","(391, 201)"
1691171978.869257,"(326, 201)","(391, 201)"
1691171978.977172,"(327, 201)","(391, 201)"
1691171979.093454,"(327, 201)","(392, 201)"
1691171979.221697,"(327, 201)","(392, 201)"
1691171979.345048,"(327, 201)","(392, 201)"
1691171979.468949,"(327, 201)","(391, 201)"
1691171979.595583,"(327, 201)","(392, 200)"
1691171979.71429,"(327, 201)","(392, 201)"
1691171979.839275,"(328, 201)","(393, 201)"
1691171979.968238,"(327, 201)","(393, 201)"
1691171980.094284,"(327, 201)","(392, 200)"
1691171980.211507,"(327, 201)","(391, 201)"
1691171980.332205,"(327, 201)","(392, 200)"
1691171980.455521,"(327, 200)","(391, 200)"
1691171980.571648,"(327, 201)","(392, 200)"
1691171980.70505,"(327, 201)","(392, 200)"
1691171980.817803,"(327, 201)","(392, 200)"
1691171980.924905,"(327, 200)","(392, 200)"
1691171981.043787,"(327, 200)","(392, 200)"
1691171981.158946,"(327, 200)","(392, 200)"
1691171981.275264,"(328, 200)","(392, 200)"
1691171981.394893,"(328, 200)","(393, 200)"
1691171981.527459,"(329, 200)","(393, 200)"
1691171981.645213,"(329, 200)","(394, 200)"
1691171981.773015,"(330, 200)","(395, 200)"
1691171981.897254,"(330, 200)","(394, 200)"
1691171982.023883,"(329, 200)","(394, 200)"
1691171982.145679,"(329, 201)","(394, 200)"
1691171982.276864,"(329, 200)","(393, 200)"
1691171982.400776,"(330, 200)","(395, 201)"
1691171982.523965,"(330, 201)","(395, 202)"
1691171982.651527,"(330, 202)","(395, 202)"
1691171982.774446,"(330, 202)","(395, 202)"
1691171982.901232,"(330, 202)","(396, 202)"
1691171983.011892,"(330, 202)","(396, 202)"
1691171983.125496,"(330, 201)","(395, 201)"
1691171983.245141,"(331, 201)","(396, 201)"
1691171983.368397,"(331, 201)","(396, 201)"
1691171983.496858,"(331, 201)","(396, 202)"
1691171983.626903,"(331, 202)","(396, 202)"
1691171983.764298,"(331, 201)","(396, 202)"
1691171983.897846,"(331, 201)","(396, 201)"
1691171984.024319,"(331, 201)","(396, 201)"
1691171984.142972,"(331, 200)","(396, 201)"
1691171984.282202,"(331, 200)","(396, 201)"
1691171984.404299,"(332, 200)","(397, 200)"
1691171984.522789,"(333, 199)","(398, 200)"
1691171984.649319,"(332, 199)","(397, 199)"
1691171984.775977,"(331, 198)","(396, 198)"
1691171984.897307,"(331, 198)","(395, 198)"
1691171985.024603,"(330, 197)","(395, 197)"
1691171985.148006,"(330, 197)","(394, 197)"
1691171985.274338,"(329, 197)","(394, 197)"
1691171985.397828,"(329, 198)","(394, 198)"
1691171985.5371,"(329, 198)","(394, 199)"
1691171985.670424,"(329, 197)","(394, 198)"
1691171985.805262,"(329, 197)","(394, 198)"
1691171985.924901,"(329, 197)","(394, 198)"
1691171986.050411,"(332, 197)","(397, 198)"
1691171986.186243,"(336, 197)","(400, 198)"
1691171986.324391,"(338, 197)","(402, 197)"
1691171986.464917,"(335, 197)","(400, 198)"
1691171986.597161,"(333, 198)","(397, 198)"
1691171986.717143,"(333, 198)","(398, 198)"
1691171986.847576,"(334, 198)","(398, 198)"
1691171986.968648,"(334, 197)","(399, 197)"
1691171987.084066,,
1691171987.208246,,
1691171987.332229,"(331, 195)","(395, 196)"
1691171987.47524,"(330, 195)","(394, 195)"
1691171987.617767,"(329, 195)","(394, 196)"
1691171987.757822,"(329, 196)","(393, 196)"
1691171987.884834,"(327, 197)","(392, 197)"
1691171988.000949,"(328, 197)","(392, 197)"
1691171988.129686,"(327, 198)","(392, 197)"
