Timestamp,Left Pupil,Right Pupil
1691171857.40605,"(316, 204)","(381, 211)"
1691171857.522472,"(324, 204)","(388, 212)"
1691171857.649551,"(327, 206)","(393, 212)"
1691171857.773193,,
1691171857.889097,"(333, 208)","(397, 214)"
1691171857.995889,"(333, 208)","(397, 214)"
1691171858.110387,,
1691171858.240126,"(341, 210)","(405, 213)"
1691171858.369091,"(338, 208)","(403, 213)"
1691171858.487212,"(337, 208)","(402, 212)"
1691171858.616794,"(334, 207)","(399, 211)"
1691171858.745974,"(334, 207)","(399, 211)"
1691171858.870034,"(333, 206)","(398, 211)"
1691171858.994148,"(333, 205)","(398, 210)"
1691171859.122215,"(333, 205)","(398, 210)"
1691171859.251788,"(333, 205)","(398, 210)"
1691171859.384761,"(332, 205)","(398, 210)"
1691171859.520927,"(332, 204)","(398, 209)"
1691171859.671905,"(332, 203)","(398, 208)"
1691171859.804563,,
1691171859.943085,,
1691171860.08874,,
1691171860.225854,,
1691171860.34674,"(339, 202)","(404, 205)"
1691171860.465136,"(337, 202)","(402, 205)"
1691171860.580061,"(336, 202)","(401, 204)"
1691171860.702986,"(333, 201)","(399, 204)"
1691171860.831198,"(332, 201)","(397, 205)"
1691171860.951423,,
1691171861.093656,,
1691171861.232009,,
1691171861.379562,,
1691171861.514166,"(326, 201)","(391, 208)"
1691171861.641998,"(326, 201)","(391, 208)"
1691171861.766774,"(326, 201)","(392, 208)"
1691171861.89025,,
1691171862.014792,,
1691171862.150538,,
1691171862.272154,,
1691171862.406911,,
1691171862.544105,,
1691171862.671586,"(317, 205)","(383, 210)"
1691171862.804646,"(312, 205)","(377, 211)"
1691171862.942922,"(311, 206)","(376, 211)"
1691171863.074786,"(312, 205)","(378, 210)"
1691171863.216987,"(317, 204)","(382, 209)"
1691171863.350184,"(319, 203)","(385, 209)"
1691171863.471834,"(319, 203)","(385, 208)"
1691171863.60375,,
1691171863.741807,,
1691171863.883345,,
1691171864.017123,"(320, 203)","(386, 208)"
1691171864.128565,"(320, 203)","(386, 208)"
1691171864.272072,"(320, 204)","(386, 207)"
1691171864.416117,"(320, 203)","(386, 206)"
1691171864.547752,"(320, 203)","(386, 206)"
1691171864.680636,"(320, 203)","(386, 206)"
1691171864.81491,"(321, 203)","(387, 205)"
1691171864.932622,"(321, 202)","(387, 205)"
1691171865.061963,,
1691171865.18977,"(323, 201)","(389, 203)"
1691171865.330261,"(323, 201)","(389, 203)"
1691171865.470607,"(323, 202)","(389, 203)"
1691171865.601997,"(322, 202)","(388, 203)"
1691171865.735284,"(322, 203)","(387, 204)"
1691171865.869153,"(322, 203)","(387, 204)"
1691171865.997827,"(322, 203)","(388, 204)"
1691171866.123837,"(322, 203)","(388, 205)"
1691171866.25488,"(322, 203)","(388, 205)"
1691171866.384002,"(322, 203)","(387, 205)"
1691171866.504789,"(322, 203)","(387, 205)"
1691171866.627884,"(322, 203)","(388, 205)"
1691171866.753021,"(322, 203)","(388, 205)"
1691171866.880844,"(322, 203)","(388, 205)"
1691171867.005281,"(322, 203)","(388, 204)"
1691171867.134252,"(323, 203)","(389, 204)"
1691171867.277047,"(323, 202)","(389, 204)"
1691171867.417841,"(325, 202)","(390, 204)"
1691171867.546847,"(325, 202)","(390, 203)"
1691171867.674721,"(323, 201)","(389, 204)"
1691171867.79125,"(323, 201)","(389, 202)"
1691171867.917224,"(323, 200)","(389, 202)"
1691171868.041647,"(324, 200)","(389, 202)"
1691171868.174084,"(323, 200)","(389, 201)"
1691171868.292393,"(324, 199)","(389, 201)"
1691171868.429151,"(323, 199)","(388, 201)"
1691171868.557196,,
1691171868.668794,,
1691171868.785809,"(331, 201)","(395, 202)"
1691171868.914707,"(326, 201)","(392, 202)"
1691171869.033251,"(326, 201)","(391, 202)"
1691171869.161063,"(325, 201)","(391, 202)"
1691171869.286868,"(325, 201)","(391, 202)"
1691171869.408926,"(327, 200)","(392, 201)"
1691171869.536774,"(327, 199)","(392, 201)"
1691171869.654561,"(329, 199)","(393, 200)"
1691171869.783679,"(328, 199)","(393, 200)"
1691171869.907125,"(329, 199)","(393, 200)"
1691171870.040466,"(329, 199)","(393, 200)"
1691171870.165063,"(329, 199)","(393, 199)"
1691171870.281174,"(324, 199)","(390, 200)"
1691171870.415004,"(324, 199)","(390, 200)"
1691171870.539154,"(324, 200)","(390, 201)"
1691171870.664903,"(324, 200)","(390, 201)"
1691171870.793401,"(324, 200)","(390, 201)"
1691171870.927017,"(325, 199)","(390, 201)"
1691171871.051962,"(324, 199)","(390, 200)"
1691171871.19103,"(324, 199)","(390, 200)"
1691171871.325585,"(320, 197)","(386, 199)"
1691171871.451517,"(318, 196)","(384, 198)"
1691171871.575926,"(321, 196)","(387, 199)"
1691171871.702843,"(327, 197)","(391, 199)"
1691171871.833859,"(329, 197)","(393, 199)"
1691171871.965759,"(329, 197)","(393, 199)"
1691171872.075143,"(330, 197)","(394, 199)"
1691171872.215927,,
1691171872.362813,"(325, 199)","(391, 200)"
1691171872.49405,"(325, 198)","(391, 200)"
1691171872.611175,"(325, 198)","(390, 200)"
1691171872.734781,"(325, 198)","(390, 200)"
1691171872.856927,"(323, 198)","(389, 200)"
1691171872.991005,"(323, 198)","(389, 201)"
1691171873.1057,"(322, 200)","(387, 202)"
1691171873.241086,"(323, 200)","(388, 203)"
1691171873.354079,"(323, 201)","(389, 204)"
1691171873.479646,"(326, 201)","(391, 204)"
1691171873.599425,"(328, 200)","(394, 204)"
1691171873.712165,"(328, 200)","(393, 204)"
1691171873.847114,"(325, 199)","(391, 204)"
1691171873.978832,"(328, 199)","(393, 205)"
1691171874.098503,"(331, 200)","(396, 206)"
1691171874.219771,"(332, 200)","(398, 206)"
1691171874.354962,"(333, 200)","(398, 206)"
1691171874.486678,"(333, 201)","(398, 206)"
1691171874.608396,,
1691171874.707968,,
1691171874.81991,,
1691171874.947456,,
1691171875.068838,,
1691171875.182375,,
1691171875.31546,,
1691171875.411107,,
1691171875.509019,,
1691171875.638487,,
1691171875.758849,,
1691171875.897968,,
1691171876.026991,"(333, 201)","(398, 205)"
1691171876.150486,"(332, 201)","(398, 205)"
1691171876.277268,"(331, 202)","(397, 205)"
1691171876.407008,"(330, 202)","(396, 205)"
1691171876.528489,"(330, 202)","(396, 205)"
1691171876.659328,"(330, 203)","(396, 206)"
1691171876.781587,"(333, 205)","(398, 208)"
1691171876.89691,"(333, 206)","(399, 209)"
1691171877.02548,"(335, 207)","(401, 210)"
1691171877.149715,"(335, 207)","(401, 211)"
1691171877.283147,"(334, 207)","(400, 211)"
1691171877.407906,"(334, 207)","(400, 211)"
1691171877.536174,"(333, 207)","(399, 211)"
1691171877.668047,"(333, 207)","(399, 210)"
1691171877.803859,"(333, 207)","(399, 210)"
1691171877.925304,"(333, 207)","(399, 210)"
1691171878.045397,"(333, 207)","(399, 210)"
1691171878.178233,"(333, 207)","(399, 210)"
1691171878.318787,"(333, 207)","(399, 210)"
1691171878.452919,"(333, 207)","(399, 210)"
1691171878.573587,"(333, 207)","(399, 210)"
1691171878.698518,"(334, 207)","(399, 210)"
1691171878.82094,"(334, 207)","(400, 210)"
1691171878.945192,"(333, 207)","(400, 210)"
1691171879.071279,"(334, 207)","(400, 210)"
1691171879.190608,"(334, 207)","(399, 210)"
1691171879.320005,"(333, 207)","(399, 210)"
1691171879.434035,"(334, 206)","(400, 210)"
1691171879.561226,"(335, 207)","(400, 210)"
1691171879.658129,"(335, 207)","(401, 210)"
1691171879.748432,"(335, 207)","(401, 210)"
1691171879.866766,"(335, 207)","(401, 210)"
1691171879.993674,"(334, 207)","(400, 210)"
1691171880.113601,"(334, 207)","(399, 210)"
1691171880.257614,"(332, 207)","(398, 210)"
1691171880.378451,"(330, 207)","(396, 210)"
1691171880.479078,"(329, 207)","(395, 210)"
1691171880.568006,"(329, 207)","(395, 210)"
1691171880.669162,"(329, 206)","(395, 210)"
1691171880.764232,"(329, 206)","(395, 209)"
1691171880.892464,"(329, 206)","(394, 209)"
1691171881.014378,"(328, 206)","(394, 209)"
1691171881.138944,"(328, 208)","(394, 211)"
1691171881.246914,"(327, 212)","(394, 216)"
1691171881.359907,"(327, 212)","(394, 216)"
1691171881.483191,"(326, 218)","(392, 221)"
1691171881.602009,"(326, 218)","(391, 220)"
1691171881.716059,"(324, 219)","(390, 220)"
1691171881.84328,"(322, 221)","(388, 221)"
1691171881.945116,,
1691171882.048794,"(319, 225)","(384, 225)"
1691171882.139119,"(315, 233)","(382, 232)"
1691171882.230348,"(315, 233)","(383, 232)"
1691171882.328222,"(315, 234)","(382, 232)"
1691171882.41928,"(315, 233)","(382, 232)"
1691171882.514976,"(315, 233)","(382, 232)"
1691171882.606837,"(315, 232)","(382, 231)"
1691171882.695078,"(315, 231)","(381, 231)"
1691171882.790322,"(315, 232)","(381, 231)"
1691171882.882196,"(314, 229)","(381, 230)"
1691171882.973681,"(315, 228)","(381, 227)"
1691171883.072423,"(317, 228)","(383, 228)"
1691171883.164877,"(319, 227)","(385, 226)"
1691171883.258149,"(320, 227)","(386, 226)"
1691171883.358622,"(321, 225)","(387, 224)"
1691171883.458847,"(321, 224)","(387, 224)"
1691171883.550203,"(321, 224)","(388, 223)"
1691171883.647334,"(322, 224)","(389, 223)"
1691171883.742936,"(323, 224)","(390, 223)"
1691171883.829363,"(323, 224)","(390, 222)"
1691171883.9313,"(324, 225)","(391, 224)"
1691171884.02194,"(324, 224)","(391, 222)"
1691171884.138968,"(325, 224)","(392, 222)"
1691171884.273513,"(325, 224)","(393, 222)"
1691171884.39796,"(325, 224)","(393, 222)"
1691171884.486182,"(326, 223)","(393, 223)"
1691171884.606074,"(327, 224)","(393, 222)"
1691171884.733117,"(326, 224)","(394, 223)"
1691171884.828989,"(327, 224)","(394, 222)"
1691171884.949448,"(328, 224)","(395, 222)"
1691171885.047625,"(329, 224)","(395, 222)"
1691171885.14148,"(330, 224)","(397, 222)"
1691171885.237034,"(328, 223)","(398, 222)"
1691171885.325628,"(329, 224)","(397, 222)"
1691171885.422882,"(326, 225)","(393, 223)"
1691171885.515341,"(325, 223)","(393, 223)"
1691171885.601806,"(325, 224)","(391, 222)"
1691171885.710003,"(323, 223)","(389, 221)"
1691171885.805915,"(322, 225)","(388, 221)"
1691171885.904161,"(323, 224)","(389, 221)"
1691171885.993221,"(325, 223)","(391, 221)"
1691171886.112513,"(325, 225)","(391, 224)"
1691171886.211761,"(328, 224)","(394, 221)"
1691171886.305399,"(330, 223)","(398, 221)"
1691171886.396766,"(331, 223)","(399, 221)"
1691171886.492441,"(335, 223)","(401, 221)"
1691171886.584951,"(335, 223)","(402, 221)"
1691171886.67568,"(333, 222)","(400, 221)"
1691171886.79099,"(331, 222)","(397, 220)"
1691171886.884141,"(331, 222)","(398, 221)"
1691171886.974609,"(330, 222)","(397, 221)"
1691171887.071907,"(331, 222)","(398, 221)"
1691171887.15907,"(331, 222)","(398, 221)"
1691171887.26435,"(333, 219)","(399, 219)"
1691171887.359308,"(333, 218)","(400, 218)"
1691171887.444906,,
1691171887.572694,"(337, 205)","(403, 206)"
1691171887.690603,"(339, 201)","(405, 203)"
1691171887.816776,"(340, 201)","(406, 203)"
1691171887.939034,"(340, 201)","(406, 203)"
1691171888.070171,"(339, 201)","(405, 203)"
1691171888.195518,"(338, 201)","(404, 204)"
1691171888.321741,"(337, 202)","(403, 204)"
1691171888.439832,"(335, 203)","(401, 204)"
1691171888.570957,"(335, 204)","(401, 205)"
1691171888.683783,"(335, 204)","(401, 206)"
1691171888.819311,"(337, 205)","(403, 206)"
1691171888.926868,"(338, 206)","(405, 207)"
1691171889.043569,"(338, 206)","(405, 207)"
1691171889.17443,"(340, 206)","(406, 208)"
1691171889.272562,"(340, 207)","(406, 208)"
1691171889.403361,"(339, 207)","(405, 208)"
1691171889.529307,"(336, 208)","(402, 209)"
1691171889.65246,"(332, 208)","(398, 210)"
1691171889.768725,"(333, 209)","(399, 210)"
1691171889.897046,"(333, 210)","(399, 210)"
1691171890.016918,"(334, 210)","(400, 210)"
1691171890.1173,"(334, 212)","(400, 212)"
1691171890.197921,,
1691171890.325913,"(338, 206)","(404, 207)"
1691171890.459094,"(340, 203)","(405, 203)"
1691171890.592442,"(340, 202)","(405, 203)"
1691171890.723233,"(340, 200)","(405, 201)"
1691171890.839048,"(339, 200)","(404, 201)"
1691171890.963499,"(339, 201)","(404, 201)"
1691171891.09119,"(338, 202)","(403, 202)"
1691171891.21706,"(340, 203)","(405, 203)"
1691171891.342395,"(337, 205)","(401, 204)"
1691171891.462115,"(336, 206)","(401, 205)"
1691171891.577178,"(337, 206)","(402, 205)"
1691171891.691463,"(338, 207)","(404, 205)"
1691171891.818143,"(339, 207)","(404, 205)"
1691171891.940469,"(339, 208)","(404, 206)"
1691171892.056939,"(340, 210)","(403, 207)"
1691171892.172239,"(339, 209)","(405, 207)"
1691171892.272826,"(339, 210)","(406, 208)"
1691171892.390189,"(340, 210)","(406, 208)"
1691171892.493784,"(342, 210)","(408, 209)"
1691171892.58617,"(341, 209)","(407, 208)"
1691171892.710912,"(341, 209)","(407, 207)"
1691171892.823255,"(339, 208)","(405, 207)"
1691171892.932791,"(336, 207)","(401, 206)"
1691171893.047934,"(335, 207)","(400, 205)"
1691171893.17288,"(334, 206)","(400, 204)"
1691171893.293436,"(332, 203)","(396, 203)"
1691171893.419981,"(328, 199)","(392, 199)"
1691171893.5425,"(327, 195)","(391, 196)"
1691171893.660342,,
1691171893.77314,,
1691171893.875306,"(331, 194)","(395, 196)"
1691171893.993407,"(331, 196)","(395, 197)"
1691171894.113354,"(330, 202)","(395, 203)"
1691171894.227685,"(330, 203)","(395, 204)"
1691171894.349759,"(330, 203)","(395, 204)"
1691171894.475691,"(330, 202)","(395, 203)"
1691171894.599004,"(330, 202)","(395, 202)"
1691171894.7286,"(331, 202)","(395, 202)"
1691171894.858327,"(331, 202)","(396, 203)"
1691171894.973022,"(331, 202)","(395, 203)"
1691171895.086945,"(330, 202)","(395, 202)"
1691171895.205534,"(330, 201)","(395, 201)"
1691171895.315678,,
1691171895.431012,,
1691171895.558627,"(337, 201)","(400, 201)"
1691171895.676601,,
1691171895.809451,,
1691171895.930568,"(338, 205)","(402, 205)"
1691171896.058041,"(332, 205)","(398, 206)"
1691171896.184873,"(331, 204)","(397, 204)"
1691171896.314099,"(331, 204)","(396, 204)"
1691171896.434293,"(328, 204)","(394, 204)"
1691171896.557231,"(328, 203)","(393, 204)"
1691171896.676825,"(326, 203)","(391, 204)"
1691171896.807855,"(324, 202)","(389, 204)"
1691171896.920515,"(328, 202)","(392, 203)"
1691171897.050101,"(328, 201)","(392, 202)"
1691171897.176754,"(328, 201)","(392, 202)"
1691171897.296985,,
1691171897.432116,"(331, 201)","(396, 202)"
1691171897.541245,,
1691171897.649867,,
1691171897.752985,,
1691171897.874259,,
1691171897.993126,"(348, 196)","(413, 195)"
1691171898.097884,"(339, 198)","(404, 198)"
1691171898.217762,"(336, 199)","(401, 199)"
1691171898.329339,"(330, 202)","(395, 202)"
1691171898.444524,"(327, 204)","(391, 203)"
1691171898.561205,"(325, 205)","(390, 204)"
1691171898.69597,"(326, 205)","(391, 204)"
1691171898.807932,"(328, 206)","(393, 205)"
1691171898.929434,"(329, 206)","(394, 205)"
1691171899.056982,"(330, 206)","(395, 205)"
1691171899.17541,"(330, 206)","(395, 205)"
1691171899.297905,"(331, 206)","(396, 206)"
1691171899.424479,"(328, 206)","(394, 206)"
1691171899.545317,"(328, 206)","(393, 206)"
1691171899.677779,"(327, 206)","(393, 206)"
1691171899.808961,"(327, 206)","(393, 206)"
1691171899.933884,"(327, 207)","(393, 206)"
1691171900.043829,"(328, 206)","(393, 206)"
1691171900.170378,"(328, 206)","(394, 206)"
1691171900.31184,"(331, 206)","(396, 206)"
1691171900.451232,"(332, 206)","(397, 206)"
1691171900.583151,"(333, 206)","(398, 206)"
1691171900.718432,"(336, 207)","(401, 206)"
1691171900.833212,"(337, 207)","(402, 207)"
1691171900.946887,"(337, 208)","(402, 208)"
1691171901.074415,"(336, 208)","(401, 208)"
1691171901.207132,"(336, 208)","(401, 208)"
1691171901.325457,"(334, 208)","(400, 208)"
1691171901.451731,"(334, 208)","(400, 208)"
1691171901.569995,"(334, 208)","(400, 208)"
1691171901.694822,"(333, 208)","(399, 209)"
1691171901.821239,"(333, 208)","(398, 209)"
1691171901.945216,"(333, 208)","(398, 208)"
1691171902.078244,"(332, 206)","(398, 207)"
1691171902.201345,"(333, 205)","(398, 206)"
1691171902.329348,"(333, 205)","(398, 206)"
1691171902.448604,"(334, 205)","(399, 205)"
1691171902.571338,"(337, 205)","(402, 205)"
1691171902.68572,"(337, 205)","(402, 205)"
1691171902.79854,"(338, 205)","(403, 205)"
1691171902.92605,"(338, 205)","(403, 205)"
1691171903.052136,"(337, 205)","(403, 205)"
1691171903.173121,"(336, 205)","(402, 205)"
1691171903.291109,"(336, 205)","(402, 205)"
1691171903.405975,"(336, 205)","(402, 205)"
1691171903.53219,"(337, 205)","(402, 205)"
1691171903.621923,"(338, 206)","(403, 205)"
1691171903.737047,"(338, 204)","(403, 203)"
1691171903.853501,"(339, 203)","(404, 203)"
1691171903.982411,"(341, 203)","(406, 203)"
1691171904.093073,"(342, 203)","(407, 203)"
1691171904.210209,"(343, 204)","(408, 204)"
1691171904.34102,"(342, 204)","(407, 204)"
1691171904.457032,"(342, 204)","(407, 204)"
1691171904.5842,"(342, 204)","(407, 204)"
1691171904.71188,"(342, 204)","(408, 204)"
1691171904.825026,"(343, 204)","(408, 205)"
1691171904.917621,"(343, 204)","(408, 204)"
1691171905.026962,"(343, 205)","(408, 205)"
1691171905.11085,"(344, 205)","(408, 205)"
1691171905.214607,"(345, 205)","(408, 205)"
1691171905.335202,"(344, 205)","(408, 205)"
1691171905.456858,"(345, 205)","(409, 204)"
1691171905.583763,"(339, 204)","(404, 205)"
1691171905.694008,"(337, 204)","(403, 205)"
1691171905.804377,"(337, 204)","(403, 205)"
1691171905.924089,"(338, 205)","(403, 206)"
1691171906.048114,"(337, 203)","(401, 204)"
1691171906.171917,"(335, 203)","(400, 203)"
1691171906.288373,"(331, 201)","(396, 201)"
1691171906.397116,"(331, 200)","(396, 200)"
1691171906.511451,"(330, 200)","(396, 200)"
1691171906.628714,"(330, 201)","(395, 201)"
1691171906.750482,"(329, 200)","(394, 200)"
1691171906.874526,"(329, 200)","(394, 200)"
1691171906.994789,"(328, 198)","(393, 199)"
1691171907.091311,"(328, 199)","(392, 200)"
1691171907.208514,"(327, 201)","(392, 202)"
1691171907.329897,"(327, 201)","(392, 202)"
1691171907.454152,"(328, 201)","(393, 202)"
1691171907.577372,,
1691171907.710399,,
1691171907.835226,"(330, 205)","(395, 205)"
1691171907.977772,"(330, 205)","(395, 205)"
1691171908.114536,"(330, 205)","(395, 204)"
1691171908.250518,"(329, 205)","(395, 205)"
1691171908.377654,"(330, 205)","(396, 205)"
1691171908.515715,"(331, 205)","(396, 205)"
1691171908.630725,"(331, 205)","(397, 205)"
1691171908.769026,"(331, 204)","(396, 204)"
1691171908.902043,"(330, 203)","(395, 203)"
1691171909.029035,"(330, 202)","(395, 201)"
1691171909.154245,"(329, 202)","(394, 201)"
1691171909.270291,"(327, 201)","(392, 201)"
1691171909.401815,"(325, 200)","(391, 200)"
1691171909.527871,"(325, 201)","(390, 201)"
1691171909.647447,"(326, 201)","(390, 201)"
1691171909.779961,"(326, 201)","(391, 201)"
1691171909.898671,"(326, 202)","(391, 202)"
1691171910.021824,"(327, 202)","(392, 202)"
1691171910.148837,"(327, 203)","(393, 203)"
1691171910.27691,"(328, 204)","(393, 203)"
1691171910.401328,"(328, 203)","(392, 204)"
1691171910.522485,,
1691171910.644959,,
1691171910.765939,,
1691171910.892472,,
1691171911.008176,"(327, 204)","(393, 204)"
1691171911.132699,"(326, 204)","(391, 204)"
1691171911.255293,"(324, 204)","(389, 203)"
1691171911.384436,"(324, 203)","(389, 203)"
1691171911.510837,"(325, 201)","(390, 202)"
1691171911.617036,"(327, 200)","(392, 202)"
1691171911.746828,"(328, 199)","(393, 202)"
1691171911.885924,"(333, 200)","(397, 203)"
1691171912.015307,"(333, 200)","(399, 203)"
1691171912.152927,"(335, 198)","(400, 201)"
1691171912.287215,,
1691171912.421133,,
1691171912.549957,,
1691171912.661295,,
1691171912.797966,"(328, 200)","(392, 203)"
1691171912.941895,,
1691171913.07502,"(328, 202)","(393, 203)"
1691171913.199481,"(329, 201)","(394, 202)"
1691171913.32388,"(329, 201)","(393, 202)"
1691171913.444135,"(329, 200)","(393, 202)"
1691171913.563541,"(328, 201)","(393, 203)"
1691171913.69204,"(328, 202)","(393, 202)"
1691171913.822959,"(326, 202)","(392, 202)"
1691171913.939801,"(326, 202)","(392, 202)"
1691171914.063522,"(327, 203)","(393, 203)"
1691171914.191196,"(327, 203)","(393, 203)"
1691171914.319601,"(328, 203)","(393, 204)"
1691171914.444378,"(329, 203)","(394, 204)"
1691171914.559091,"(330, 203)","(395, 204)"
1691171914.691341,"(332, 201)","(397, 202)"
1691171914.814762,"(332, 200)","(397, 202)"
1691171914.936794,"(333, 200)","(397, 202)"
1691171915.065382,"(334, 199)","(398, 201)"
1691171915.194893,"(334, 202)","(400, 203)"
1691171915.321178,"(333, 203)","(399, 205)"
1691171915.452124,"(333, 203)","(398, 205)"
1691171915.571002,"(332, 203)","(398, 204)"
1691171915.690104,"(332, 203)","(398, 204)"
1691171915.806065,"(332, 203)","(398, 204)"
1691171915.927986,,
1691171916.059779,"(334, 203)","(399, 204)"
1691171916.185898,"(334, 203)","(399, 204)"
1691171916.300696,"(333, 203)","(398, 204)"
1691171916.424947,"(333, 204)","(398, 205)"
1691171916.552995,"(332, 204)","(398, 205)"
1691171916.674486,"(333, 204)","(399, 205)"
1691171916.803873,"(334, 204)","(400, 205)"
1691171916.93184,"(334, 204)","(400, 206)"
1691171917.047795,"(334, 204)","(399, 206)"
1691171917.183643,"(333, 204)","(399, 205)"
1691171917.321104,"(333, 202)","(398, 203)"
1691171917.438581,"(333, 203)","(398, 204)"
1691171917.575548,"(333, 202)","(399, 205)"
1691171917.710853,"(333, 203)","(399, 205)"
