Timestamp,Left Pupil,Right Pupil
1691177125.953746,"(312, 201)","(372, 199)"
1691177126.032496,,
1691177126.125894,,
1691177126.219996,"(312, 201)","(373, 199)"
1691177126.317107,"(312, 200)","(373, 198)"
1691177126.407593,"(312, 200)","(372, 198)"
1691177126.501872,"(312, 199)","(372, 198)"
1691177126.596005,"(312, 199)","(373, 198)"
1691177126.690777,"(312, 199)","(373, 198)"
1691177126.782854,"(313, 199)","(373, 198)"
1691177126.875699,"(313, 199)","(373, 198)"
1691177126.970714,"(312, 199)","(373, 198)"
1691177127.065255,"(312, 199)","(373, 198)"
1691177127.159307,"(312, 199)","(373, 198)"
1691177127.250035,"(311, 199)","(371, 197)"
1691177127.341733,"(311, 198)","(371, 198)"
1691177127.446252,"(312, 198)","(371, 197)"
1691177127.554325,"(312, 198)","(371, 197)"
1691177127.659471,"(312, 199)","(372, 198)"
1691177127.755107,"(311, 198)","(371, 197)"
1691177127.846331,"(310, 198)","(371, 197)"
1691177127.942848,"(310, 198)","(371, 197)"
1691177128.041737,"(312, 198)","(372, 197)"
1691177128.133285,"(312, 198)","(372, 197)"
1691177128.230441,"(312, 198)","(373, 197)"
1691177128.319145,"(312, 199)","(372, 197)"
1691177128.413425,"(312, 199)","(372, 197)"
1691177128.510976,"(312, 199)","(372, 197)"
1691177128.597266,"(312, 198)","(372, 197)"
1691177128.69032,"(312, 198)","(372, 197)"
1691177128.786206,"(313, 198)","(373, 197)"
1691177128.881229,"(312, 198)","(373, 198)"
1691177129.001331,"(313, 198)","(372, 197)"
1691177129.101558,"(312, 198)","(372, 197)"
1691177129.202521,"(311, 198)","(372, 197)"
1691177129.3233,"(311, 198)","(371, 197)"
1691177129.422352,"(310, 200)","(370, 199)"
1691177129.531916,"(310, 201)","(369, 199)"
1691177129.638086,"(310, 201)","(369, 199)"
1691177129.745434,"(309, 200)","(369, 199)"
1691177129.850696,"(309, 200)","(368, 199)"
1691177129.946457,"(309, 200)","(369, 198)"
1691177130.051763,"(309, 199)","(368, 198)"
1691177130.146705,"(308, 200)","(369, 198)"
1691177130.236127,"(309, 200)","(369, 198)"
1691177130.331312,"(310, 200)","(369, 198)"
1691177130.439015,"(311, 199)","(370, 198)"
1691177130.533852,"(310, 198)","(370, 197)"
1691177130.629211,"(310, 198)","(370, 197)"
1691177130.727018,"(310, 198)","(370, 197)"
1691177130.830797,"(310, 197)","(370, 196)"
1691177130.940165,"(309, 198)","(369, 197)"
1691177131.032658,"(309, 197)","(369, 197)"
1691177131.136402,"(309, 197)","(369, 197)"
1691177131.245977,"(308, 197)","(369, 196)"
1691177131.365067,"(308, 197)","(368, 196)"
1691177131.484421,"(308, 197)","(369, 196)"
1691177131.585141,"(308, 197)","(369, 196)"
1691177131.722493,"(308, 197)","(368, 196)"
1691177131.891996,"(308, 197)","(368, 196)"
1691177132.027129,,
1691177132.153532,"(310, 198)","(368, 197)"
1691177132.280457,"(309, 197)","(369, 196)"
1691177132.395871,"(309, 197)","(369, 196)"
1691177132.532172,"(308, 197)","(368, 196)"
1691177132.653521,"(308, 197)","(368, 196)"
1691177132.776198,"(308, 197)","(368, 196)"
1691177132.909283,"(308, 197)","(368, 196)"
1691177133.023267,"(308, 197)","(369, 196)"
1691177133.13009,"(309, 197)","(369, 196)"
1691177133.249656,"(309, 197)","(369, 196)"
1691177133.373916,"(308, 197)","(369, 196)"
1691177133.49599,"(308, 197)","(368, 196)"
1691177133.63949,"(309, 197)","(369, 196)"
1691177133.763043,"(309, 197)","(369, 196)"
1691177133.885384,"(309, 197)","(369, 196)"
1691177134.016992,"(308, 196)","(369, 195)"
1691177134.145433,"(308, 196)","(369, 195)"
1691177134.271641,"(308, 196)","(369, 195)"
1691177134.39008,"(309, 196)","(369, 195)"
1691177134.514161,"(309, 196)","(369, 195)"
1691177134.626391,"(308, 196)","(368, 195)"
1691177134.736056,"(308, 195)","(368, 195)"
1691177134.862554,"(309, 195)","(369, 195)"
1691177134.979094,"(310, 195)","(369, 194)"
1691177135.094397,"(309, 195)","(369, 194)"
1691177135.21088,,
1691177135.324213,,
1691177135.434175,,
1691177135.551312,"(308, 193)","(368, 192)"
1691177135.66949,"(308, 194)","(368, 193)"
1691177135.79742,"(308, 193)","(368, 192)"
1691177135.927071,"(309, 193)","(369, 192)"
1691177136.050471,"(309, 193)","(369, 192)"
1691177136.168979,"(309, 194)","(368, 193)"
1691177136.297203,"(308, 195)","(368, 194)"
1691177136.42304,"(308, 195)","(368, 193)"
1691177136.54206,"(308, 194)","(368, 194)"
1691177136.663317,"(307, 195)","(366, 194)"
1691177136.798474,"(304, 195)","(364, 194)"
1691177136.913615,"(303, 195)","(362, 194)"
1691177137.050361,"(302, 195)","(361, 193)"
1691177137.175579,"(305, 194)","(364, 193)"
1691177137.303019,"(307, 193)","(366, 192)"
1691177137.418595,"(307, 194)","(367, 192)"
1691177137.538618,,
1691177137.674133,,
1691177137.807206,,
1691177137.929225,,
1691177138.0638,"(306, 191)","(366, 190)"
1691177138.199893,"(306, 191)","(366, 190)"
1691177138.318449,"(305, 191)","(365, 190)"
1691177138.444044,"(304, 192)","(364, 191)"
1691177138.574405,"(303, 191)","(363, 191)"
1691177138.696438,"(303, 191)","(362, 191)"
1691177138.802266,"(303, 192)","(363, 192)"
1691177138.93213,"(303, 194)","(363, 193)"
1691177139.047163,"(302, 195)","(363, 195)"
1691177139.173795,"(302, 195)","(362, 195)"
1691177139.296589,"(302, 195)","(363, 195)"
1691177139.413038,"(302, 196)","(363, 195)"
1691177139.525096,"(303, 196)","(363, 195)"
1691177139.640789,"(302, 196)","(363, 195)"
1691177139.777752,"(303, 196)","(363, 195)"
1691177139.900409,"(303, 196)","(363, 195)"
1691177140.03307,"(303, 195)","(363, 194)"
1691177140.163547,"(304, 195)","(364, 194)"
1691177140.290469,"(304, 194)","(364, 194)"
1691177140.401447,"(305, 194)","(365, 194)"
1691177140.531324,"(305, 194)","(364, 194)"
1691177140.648348,"(305, 195)","(365, 194)"
1691177140.781746,"(304, 195)","(364, 195)"
1691177140.905183,"(303, 196)","(363, 195)"
1691177141.023352,"(303, 196)","(363, 196)"
1691177141.159154,"(302, 197)","(362, 196)"
1691177141.305357,"(302, 197)","(362, 196)"
1691177141.430526,"(302, 197)","(363, 196)"
1691177141.570495,"(303, 197)","(363, 196)"
1691177141.701817,"(303, 196)","(363, 195)"
1691177141.823711,"(303, 196)","(363, 196)"
1691177141.943867,,
1691177142.084342,"(303, 196)","(364, 195)"
1691177142.221134,"(303, 196)","(364, 195)"
1691177142.356,"(304, 196)","(364, 195)"
1691177142.481313,"(304, 195)","(364, 195)"
1691177142.616674,"(304, 195)","(364, 194)"
1691177142.73767,"(304, 195)","(364, 194)"
1691177142.875043,"(304, 195)","(364, 194)"
1691177142.991604,"(304, 195)","(365, 194)"
1691177143.117902,"(304, 195)","(364, 194)"
1691177143.238239,"(304, 195)","(365, 194)"
1691177143.371627,"(304, 194)","(364, 194)"
1691177143.517725,"(304, 194)","(364, 194)"
1691177143.653696,"(305, 194)","(365, 194)"
1691177143.781555,"(305, 194)","(366, 194)"
1691177143.920496,"(306, 194)","(366, 194)"
1691177144.060079,"(305, 194)","(366, 194)"
1691177144.187037,"(305, 195)","(365, 195)"
1691177144.312044,"(306, 195)","(366, 194)"
1691177144.43842,"(308, 196)","(367, 195)"
1691177144.566378,,
1691177144.704222,"(307, 195)","(368, 195)"
1691177144.837379,"(307, 195)","(367, 195)"
1691177144.962146,"(307, 195)","(367, 195)"
1691177145.08869,"(307, 195)","(367, 195)"
1691177145.197038,"(307, 195)","(367, 194)"
1691177145.308936,"(307, 195)","(367, 194)"
1691177145.429545,"(307, 195)","(367, 194)"
1691177145.570722,"(307, 195)","(368, 195)"
1691177145.673496,"(307, 195)","(367, 195)"
1691177145.792292,"(306, 195)","(367, 195)"
1691177145.925937,"(307, 195)","(367, 195)"
1691177146.015138,"(307, 195)","(367, 195)"
1691177146.108993,"(307, 195)","(367, 195)"
1691177146.192683,"(307, 196)","(367, 195)"
1691177146.290529,"(307, 195)","(367, 195)"
1691177146.378787,"(307, 195)","(367, 195)"
1691177146.503175,"(307, 195)","(367, 195)"
1691177146.633967,"(306, 195)","(367, 195)"
1691177146.737119,"(307, 196)","(367, 195)"
1691177146.846015,"(307, 195)","(367, 195)"
1691177146.949337,"(306, 196)","(367, 195)"
1691177147.033964,"(307, 196)","(367, 195)"
1691177147.125197,"(307, 196)","(367, 195)"
1691177147.212799,"(307, 196)","(368, 196)"
1691177147.305222,"(308, 195)","(368, 196)"
1691177147.402488,"(308, 195)","(369, 196)"
1691177147.499374,"(308, 196)","(368, 196)"
1691177147.615305,"(308, 195)","(368, 195)"
1691177147.740558,"(308, 195)","(368, 195)"
1691177147.860173,"(308, 195)","(368, 195)"
1691177147.988074,"(307, 195)","(367, 195)"
1691177148.102219,"(307, 195)","(367, 194)"
1691177148.221323,"(307, 195)","(367, 194)"
1691177148.348949,"(307, 194)","(367, 194)"
1691177148.467944,"(308, 194)","(367, 194)"
1691177148.598304,"(308, 194)","(368, 194)"
1691177148.722479,"(307, 194)","(367, 194)"
1691177148.849745,"(308, 194)","(368, 193)"
1691177148.966804,"(308, 193)","(368, 193)"
1691177149.104127,"(308, 193)","(368, 193)"
1691177149.229026,"(308, 193)","(368, 193)"
1691177149.335006,"(308, 193)","(368, 193)"
1691177149.455863,"(308, 193)","(367, 193)"
1691177149.582625,"(307, 193)","(367, 193)"
1691177149.698587,"(307, 193)","(367, 193)"
1691177149.814405,"(307, 193)","(367, 193)"
1691177149.938171,"(308, 193)","(368, 193)"
1691177150.061491,"(308, 193)","(368, 193)"
1691177150.187888,"(308, 192)","(368, 193)"
1691177150.30438,"(308, 192)","(368, 193)"
1691177150.416281,"(308, 192)","(368, 192)"
1691177150.523138,"(309, 192)","(369, 192)"
1691177150.650017,"(309, 192)","(369, 192)"
1691177150.777299,"(309, 192)","(369, 192)"
1691177150.906142,"(309, 192)","(369, 192)"
1691177151.030855,"(309, 192)","(369, 192)"
1691177151.145323,"(309, 191)","(369, 192)"
1691177151.260046,"(309, 191)","(369, 192)"
1691177151.393636,"(309, 191)","(369, 192)"
1691177151.508953,"(310, 191)","(370, 191)"
1691177151.632251,"(311, 191)","(371, 191)"
1691177151.769316,"(311, 190)","(371, 190)"
1691177151.897228,"(312, 189)","(372, 188)"
1691177152.017719,"(313, 188)","(373, 187)"
1691177152.129433,"(315, 190)","(374, 188)"
1691177152.247976,"(316, 191)","(375, 190)"
1691177152.371179,"(313, 192)","(371, 191)"
1691177152.493315,,
1691177152.610921,"(307, 192)","(365, 193)"
1691177152.749382,"(307, 192)","(366, 193)"
1691177152.859384,"(312, 191)","(372, 192)"
1691177152.971828,"(314, 191)","(373, 192)"
1691177153.104083,"(315, 191)","(374, 191)"
1691177153.213389,"(315, 191)","(375, 191)"
1691177153.321739,"(315, 191)","(375, 192)"
1691177153.432206,"(316, 191)","(375, 192)"
1691177153.558054,"(316, 192)","(376, 192)"
1691177153.665419,"(316, 192)","(377, 193)"
1691177153.793713,"(317, 192)","(377, 193)"
1691177153.89851,"(318, 191)","(377, 192)"
1691177154.020672,"(317, 191)","(377, 192)"
1691177154.147642,"(317, 191)","(377, 192)"
1691177154.266154,"(317, 191)","(377, 192)"
1691177154.393318,"(317, 191)","(376, 192)"
1691177154.515284,"(317, 190)","(376, 191)"
1691177154.640068,"(317, 191)","(376, 191)"
1691177154.762912,"(317, 190)","(377, 191)"
1691177154.88816,"(317, 189)","(377, 190)"
1691177155.017498,"(317, 189)","(377, 190)"
1691177155.130614,"(317, 189)","(377, 190)"
1691177155.243931,"(317, 189)","(377, 190)"
1691177155.365508,"(317, 189)","(377, 190)"
1691177155.482268,"(317, 189)","(377, 189)"
1691177155.600616,"(317, 188)","(377, 189)"
1691177155.719783,"(317, 188)","(377, 189)"
1691177155.827375,"(317, 188)","(377, 189)"
1691177155.95601,"(318, 188)","(377, 189)"
1691177156.082613,"(318, 188)","(377, 188)"
1691177156.2094,"(318, 188)","(377, 188)"
1691177156.313623,,
1691177156.434974,,
1691177156.561153,,
1691177156.656111,,
1691177156.773038,,
1691177156.898961,,
1691177156.986733,,
1691177157.073006,,
1691177157.165163,,
1691177157.249542,,
1691177157.326424,,
1691177157.415015,,
1691177157.506243,,
1691177157.626511,,
1691177157.73834,,
1691177157.878006,"(333, 191)","(392, 193)"
1691177157.989719,"(326, 191)","(385, 194)"
1691177158.11214,"(324, 192)","(384, 194)"
1691177158.236221,"(324, 192)","(384, 195)"
1691177158.353343,"(325, 193)","(385, 196)"
1691177158.469974,"(325, 193)","(385, 196)"
1691177158.583165,"(324, 194)","(384, 197)"
1691177158.705116,"(324, 194)","(384, 197)"
1691177158.819984,"(323, 194)","(383, 196)"
1691177158.948277,"(323, 194)","(384, 196)"
1691177159.069611,"(323, 192)","(384, 195)"
1691177159.190126,"(323, 191)","(384, 193)"
1691177159.31306,"(323, 190)","(384, 192)"
1691177159.448726,"(324, 189)","(384, 191)"
1691177159.566859,"(324, 189)","(384, 191)"
1691177159.689389,"(324, 189)","(384, 192)"
1691177159.799356,"(323, 189)","(383, 192)"
1691177159.917374,"(324, 189)","(383, 191)"
1691177160.025088,"(324, 189)","(383, 191)"
1691177160.138784,"(324, 190)","(383, 192)"
1691177160.245366,"(323, 190)","(383, 192)"
1691177160.360732,"(323, 190)","(383, 192)"
1691177160.491933,"(323, 190)","(383, 192)"
1691177160.607041,"(323, 189)","(383, 192)"
1691177160.716884,"(323, 189)","(383, 191)"
1691177160.820052,"(324, 189)","(384, 191)"
1691177160.939404,"(324, 188)","(384, 191)"
1691177161.077692,"(325, 189)","(384, 191)"
1691177161.198442,"(325, 188)","(385, 191)"
1691177161.310093,"(325, 188)","(385, 190)"
1691177161.427998,"(326, 188)","(385, 190)"
1691177161.549119,"(325, 188)","(385, 190)"
1691177161.680247,"(326, 188)","(385, 190)"
1691177161.798222,"(326, 188)","(386, 189)"
1691177161.936051,"(325, 188)","(385, 189)"
1691177162.070577,"(325, 187)","(385, 189)"
1691177162.201993,"(326, 187)","(386, 188)"
1691177162.315083,,
1691177162.425427,,
1691177162.508111,,
1691177162.605483,,
1691177162.700327,,
1691177162.791447,,
1691177162.876329,,
1691177162.958168,,
1691177163.05499,,
1691177163.141374,,
1691177163.223265,,
1691177163.324981,,
1691177163.421637,,
1691177163.507514,,
1691177163.637897,,
1691177163.770979,,
1691177163.896921,"(329, 200)","(389, 203)"
1691177164.022319,"(320, 200)","(380, 203)"
1691177164.152681,"(315, 200)","(375, 201)"
1691177164.283202,"(312, 200)","(373, 201)"
1691177164.417177,"(312, 199)","(373, 200)"
1691177164.536175,"(312, 199)","(373, 200)"
1691177164.662782,"(313, 198)","(373, 199)"
1691177164.788791,"(313, 198)","(374, 199)"
1691177164.917124,"(313, 197)","(374, 199)"
1691177165.033036,"(314, 197)","(374, 199)"
1691177165.158027,"(314, 197)","(375, 198)"
1691177165.270446,"(313, 196)","(374, 197)"
1691177165.399449,"(314, 196)","(374, 197)"
1691177165.508876,"(314, 196)","(374, 196)"
1691177165.628267,"(312, 195)","(373, 196)"
1691177165.742404,"(309, 196)","(368, 196)"
1691177165.877358,"(308, 196)","(368, 197)"
1691177165.9656,"(307, 195)","(366, 196)"
1691177166.075106,"(307, 195)","(366, 195)"
1691177166.191774,"(306, 194)","(365, 194)"
1691177166.3089,"(309, 192)","(368, 192)"
1691177166.420621,"(309, 192)","(368, 192)"
1691177166.52976,"(309, 191)","(369, 191)"
1691177166.643104,"(311, 191)","(370, 191)"
1691177166.770632,"(314, 192)","(372, 192)"
1691177166.883536,"(314, 192)","(372, 192)"
1691177166.997796,"(314, 192)","(372, 192)"
1691177167.098683,"(309, 191)","(368, 190)"
1691177167.205735,"(308, 191)","(367, 191)"
1691177167.323035,"(308, 192)","(367, 191)"
1691177167.435454,"(307, 192)","(365, 191)"
1691177167.56752,"(303, 191)","(363, 191)"
1691177167.680385,"(303, 191)","(362, 191)"
1691177167.800095,"(303, 191)","(363, 191)"
1691177167.918114,,
1691177168.040601,"(309, 194)","(368, 193)"
1691177168.164135,"(308, 194)","(368, 194)"
1691177168.301984,"(309, 194)","(368, 194)"
1691177168.415332,"(309, 194)","(369, 194)"
1691177168.543337,"(310, 194)","(369, 194)"
1691177168.664203,"(310, 194)","(369, 194)"
1691177168.785525,"(310, 194)","(369, 193)"
1691177168.910085,"(311, 194)","(370, 193)"
1691177169.039731,"(312, 193)","(371, 193)"
1691177169.157137,"(312, 193)","(371, 193)"
1691177169.268618,"(312, 193)","(371, 193)"
1691177169.400131,"(312, 194)","(371, 193)"
1691177169.518659,"(311, 194)","(370, 193)"
1691177169.640837,"(310, 194)","(369, 193)"
1691177169.765631,"(309, 194)","(369, 193)"
1691177169.90027,"(308, 194)","(368, 193)"
1691177170.002394,"(308, 194)","(367, 193)"
1691177170.132097,"(307, 194)","(366, 193)"
1691177170.25086,"(305, 194)","(363, 193)"
1691177170.377675,"(305, 194)","(364, 193)"
1691177170.496385,"(304, 194)","(363, 193)"
1691177170.603491,"(305, 195)","(364, 193)"
1691177170.722291,"(306, 195)","(365, 194)"
1691177170.852925,"(310, 194)","(370, 193)"
1691177170.962763,"(311, 194)","(370, 193)"
1691177171.051558,"(312, 194)","(371, 194)"
1691177171.140095,"(312, 194)","(371, 194)"
1691177171.247423,"(313, 194)","(372, 193)"
1691177171.363334,"(315, 193)","(373, 193)"
1691177171.480812,"(315, 193)","(374, 192)"
1691177171.59615,"(315, 192)","(374, 191)"
1691177171.701628,"(315, 192)","(374, 191)"
1691177171.81327,"(316, 192)","(375, 191)"
1691177171.933076,"(317, 192)","(376, 192)"
1691177172.058818,"(318, 194)","(377, 194)"
1691177172.179341,"(318, 195)","(377, 194)"
1691177172.287397,"(317, 195)","(376, 195)"
1691177172.420104,"(317, 195)","(376, 195)"
1691177172.535503,"(316, 195)","(375, 195)"
1691177172.630925,"(319, 194)","(378, 195)"
1691177172.745254,"(321, 193)","(381, 194)"
1691177172.830159,"(323, 194)","(382, 195)"
1691177172.927863,"(324, 194)","(383, 196)"
1691177173.048381,"(325, 195)","(385, 196)"
1691177173.171976,"(326, 195)","(385, 196)"
1691177173.282038,"(327, 195)","(387, 197)"
1691177173.409464,"(328, 195)","(387, 197)"
1691177173.531675,"(329, 194)","(389, 196)"
1691177173.649683,"(332, 191)","(392, 194)"
1691177173.757065,"(335, 190)","(394, 193)"
1691177173.867565,"(336, 188)","(396, 192)"
1691177173.976114,"(337, 188)","(397, 192)"
1691177174.087973,"(339, 187)","(398, 190)"
1691177174.198167,"(337, 187)","(397, 190)"
1691177174.313467,,
1691177174.43518,,
1691177174.555345,,
1691177174.670218,,
1691177174.787287,,
1691177174.900578,,
1691177175.033483,,
1691177175.161632,,
1691177175.289073,"(352, 197)","(410, 207)"
1691177175.401969,"(349, 198)","(407, 207)"
1691177175.532966,"(349, 198)","(407, 207)"
1691177175.651239,"(345, 199)","(405, 207)"
1691177175.782288,"(343, 199)","(402, 207)"
1691177175.912269,"(341, 199)","(401, 206)"
1691177176.027339,"(339, 199)","(399, 206)"
1691177176.158822,"(338, 199)","(398, 205)"
1691177176.275191,"(338, 197)","(397, 203)"
1691177176.396371,"(338, 196)","(397, 202)"
1691177176.511511,"(337, 194)","(396, 200)"
1691177176.62901,"(336, 194)","(396, 199)"
1691177176.763587,"(337, 192)","(396, 197)"
1691177176.884361,"(337, 191)","(397, 196)"
1691177177.012864,"(336, 190)","(396, 195)"
1691177177.131453,"(336, 190)","(395, 195)"
1691177177.24804,"(335, 190)","(395, 195)"
1691177177.352086,"(335, 189)","(394, 194)"
1691177177.471898,"(335, 189)","(394, 194)"
1691177177.595052,"(334, 189)","(393, 194)"
1691177177.722762,"(334, 189)","(393, 194)"
1691177177.849661,"(333, 189)","(392, 194)"
1691177177.97063,,
1691177178.095225,"(331, 187)","(390, 192)"
1691177178.227136,"(326, 185)","(385, 190)"
1691177178.337372,"(324, 185)","(383, 190)"
1691177178.445454,"(327, 186)","(387, 190)"
1691177178.550589,"(327, 186)","(387, 190)"
1691177178.661362,"(325, 187)","(385, 190)"
1691177178.783666,"(325, 187)","(384, 190)"
1691177178.906879,"(327, 186)","(386, 189)"
1691177179.025178,"(329, 187)","(388, 189)"
1691177179.13872,"(329, 187)","(387, 190)"
1691177179.266037,"(329, 187)","(387, 189)"
1691177179.387382,"(328, 187)","(387, 189)"
1691177179.507747,"(324, 188)","(383, 190)"
1691177179.622977,"(323, 188)","(383, 190)"
1691177179.740003,"(323, 189)","(382, 190)"
1691177179.853464,"(322, 189)","(382, 190)"
1691177179.976428,"(322, 189)","(381, 190)"
1691177180.095195,"(322, 190)","(382, 191)"
1691177180.199824,"(322, 190)","(382, 191)"
1691177180.330921,"(322, 190)","(381, 192)"
1691177180.449037,"(322, 191)","(382, 192)"
1691177180.566173,"(322, 191)","(382, 192)"
1691177180.692262,"(320, 191)","(380, 192)"
1691177180.814444,"(319, 191)","(378, 191)"
1691177180.946522,"(318, 191)","(378, 191)"
1691177181.074443,"(318, 191)","(378, 191)"
1691177181.200119,"(318, 190)","(378, 191)"
1691177181.315391,"(319, 190)","(378, 190)"
1691177181.446363,"(319, 191)","(378, 190)"
1691177181.568758,,
1691177181.686324,,
1691177181.802218,"(319, 190)","(378, 191)"
1691177181.926157,"(319, 191)","(378, 191)"
1691177182.0539,"(318, 191)","(377, 192)"
1691177182.176065,"(317, 192)","(376, 192)"
1691177182.306469,"(317, 192)","(376, 192)"
1691177182.435726,"(317, 192)","(376, 193)"
1691177182.552053,"(319, 192)","(379, 193)"
1691177182.683472,"(320, 192)","(379, 193)"
1691177182.801606,"(322, 192)","(381, 193)"
1691177182.919673,"(322, 193)","(382, 194)"
1691177183.023562,"(321, 193)","(380, 194)"
1691177183.140158,"(321, 193)","(380, 194)"
1691177183.266814,"(321, 193)","(380, 194)"
1691177183.395144,"(321, 193)","(380, 193)"
1691177183.509024,"(316, 193)","(374, 194)"
1691177183.614015,"(313, 193)","(372, 194)"
1691177183.721761,"(312, 193)","(371, 193)"
1691177183.838008,"(314, 193)","(372, 193)"
1691177183.95897,"(314, 191)","(373, 192)"
1691177184.086157,"(314, 191)","(373, 191)"
1691177184.21239,"(314, 191)","(373, 191)"
1691177184.331183,"(315, 190)","(374, 191)"
1691177184.450097,"(315, 190)","(375, 191)"
1691177184.564082,"(316, 190)","(375, 191)"
1691177184.670523,"(316, 190)","(375, 190)"
1691177184.795268,"(316, 190)","(375, 190)"
1691177184.908103,"(316, 190)","(375, 190)"
1691177185.023193,"(316, 189)","(375, 189)"
1691177185.139559,"(316, 189)","(375, 189)"
1691177185.246639,"(317, 189)","(376, 189)"
1691177185.355308,"(317, 189)","(376, 189)"
1691177185.465169,"(317, 188)","(376, 188)"
1691177185.58343,"(317, 188)","(377, 188)"
1691177185.711784,,
1691177185.829226,,
1691177185.958989,"(319, 186)","(379, 187)"
1691177186.085698,"(319, 186)","(378, 186)"
1691177186.203333,"(319, 186)","(378, 186)"
1691177186.323623,"(317, 186)","(376, 186)"
1691177186.448001,"(316, 186)","(375, 186)"
1691177186.578102,"(316, 186)","(375, 186)"
1691177186.690772,"(317, 186)","(376, 186)"
1691177186.796025,"(317, 186)","(376, 187)"
1691177186.910577,"(317, 186)","(376, 187)"
1691177187.020689,"(317, 186)","(376, 186)"
1691177187.127052,"(316, 186)","(375, 187)"
1691177187.243662,"(316, 186)","(375, 187)"
1691177187.368626,"(316, 186)","(375, 187)"
1691177187.487667,"(316, 186)","(375, 187)"
1691177187.598375,"(316, 186)","(376, 186)"
1691177187.702564,"(317, 186)","(376, 187)"
1691177187.815436,"(317, 186)","(376, 187)"
1691177187.924178,"(317, 186)","(376, 187)"
1691177188.046237,"(317, 186)","(376, 187)"
1691177188.180062,"(317, 186)","(376, 187)"
1691177188.310616,"(317, 186)","(376, 187)"
1691177188.417862,"(318, 186)","(377, 186)"
1691177188.53211,"(319, 186)","(378, 186)"
1691177188.646133,"(319, 186)","(378, 186)"
1691177188.765278,"(319, 186)","(378, 186)"
1691177188.886531,"(320, 186)","(378, 187)"
1691177189.017738,"(320, 186)","(378, 187)"
1691177189.126716,"(320, 186)","(378, 187)"
1691177189.234265,"(320, 186)","(378, 186)"
1691177189.343858,"(320, 186)","(379, 186)"
1691177189.468204,"(320, 186)","(379, 186)"
1691177189.575914,"(319, 186)","(378, 186)"
1691177189.693385,"(319, 186)","(378, 186)"
1691177189.815034,"(319, 185)","(378, 186)"
1691177189.922599,"(319, 185)","(378, 186)"
1691177190.043183,"(319, 185)","(378, 186)"
1691177190.17243,"(319, 185)","(378, 186)"
1691177190.30639,"(320, 185)","(378, 186)"
1691177190.435536,"(319, 185)","(378, 186)"
1691177190.561883,"(320, 185)","(378, 185)"
1691177190.678803,"(320, 185)","(379, 185)"
1691177190.811118,"(320, 185)","(379, 185)"
1691177190.922992,"(320, 185)","(379, 185)"
1691177191.055152,"(321, 184)","(379, 185)"
1691177191.172165,"(320, 184)","(379, 185)"
1691177191.29352,"(321, 184)","(380, 185)"
1691177191.411421,"(321, 184)","(380, 185)"
1691177191.531784,"(321, 184)","(380, 185)"
1691177191.660858,"(321, 185)","(380, 185)"
1691177191.775648,"(320, 185)","(379, 185)"
1691177191.887006,"(320, 185)","(380, 185)"
