Timestamp,Left Pupil,Right Pupil
1691177192.009874,"(321, 185)","(379, 185)"
1691177192.120252,"(320, 185)","(379, 185)"
1691177192.233069,"(320, 184)","(379, 185)"
1691177192.355527,"(320, 184)","(379, 185)"
1691177192.483911,"(319, 184)","(378, 184)"
1691177192.603506,"(319, 184)","(378, 184)"
1691177192.71196,"(319, 184)","(378, 184)"
1691177192.818574,"(319, 184)","(378, 184)"
1691177192.933311,"(319, 184)","(378, 184)"
1691177193.042323,"(319, 184)","(379, 184)"
1691177193.155169,"(320, 183)","(379, 184)"
1691177193.279122,"(320, 183)","(379, 184)"
1691177193.402769,"(320, 183)","(378, 184)"
1691177193.515037,"(319, 183)","(378, 183)"
1691177193.611699,"(320, 183)","(378, 183)"
1691177193.730587,"(319, 183)","(378, 183)"
1691177193.844253,"(320, 183)","(378, 184)"
1691177193.960285,"(319, 184)","(377, 184)"
1691177194.074165,"(317, 184)","(376, 184)"
1691177194.185904,"(317, 184)","(376, 184)"
1691177194.311917,"(316, 184)","(375, 184)"
1691177194.431414,"(316, 184)","(375, 183)"
1691177194.537661,"(316, 183)","(375, 183)"
1691177194.655638,"(316, 183)","(375, 183)"
1691177194.783305,"(317, 183)","(376, 184)"
1691177194.896808,"(317, 183)","(375, 183)"
1691177195.014208,"(317, 183)","(375, 183)"
1691177195.133562,"(316, 183)","(374, 184)"
1691177195.254166,"(316, 183)","(374, 184)"
1691177195.372482,"(315, 183)","(374, 184)"
1691177195.493698,"(315, 183)","(374, 184)"
1691177195.607846,"(315, 183)","(374, 184)"
1691177195.746846,"(316, 183)","(374, 185)"
1691177195.852175,"(315, 184)","(374, 185)"
1691177195.965639,"(315, 185)","(374, 185)"
1691177196.090798,"(314, 185)","(373, 185)"
1691177196.213223,"(314, 185)","(374, 185)"
1691177196.323371,"(314, 185)","(373, 185)"
1691177196.448519,"(314, 185)","(373, 186)"
1691177196.583601,"(314, 185)","(373, 186)"
1691177196.69376,"(315, 186)","(374, 186)"
1691177196.806815,,
1691177196.929333,"(316, 187)","(374, 187)"
1691177197.044055,"(315, 186)","(374, 186)"
1691177197.170401,"(315, 186)","(374, 187)"
1691177197.28857,"(315, 186)","(374, 187)"
1691177197.413333,"(315, 186)","(374, 187)"
1691177197.533586,"(315, 186)","(374, 187)"
1691177197.649796,"(316, 185)","(374, 187)"
1691177197.782073,"(316, 185)","(375, 187)"
1691177197.890858,"(316, 185)","(375, 187)"
1691177198.001363,"(316, 185)","(375, 186)"
1691177198.131184,"(316, 185)","(375, 186)"
1691177198.252064,"(316, 185)","(375, 187)"
1691177198.369727,"(316, 185)","(375, 187)"
1691177198.48294,"(316, 185)","(375, 187)"
1691177198.586617,"(316, 185)","(376, 187)"
1691177198.706747,"(317, 185)","(375, 187)"
1691177198.835291,"(317, 186)","(375, 187)"
1691177198.940951,"(316, 187)","(375, 188)"
1691177199.056487,"(315, 187)","(375, 188)"
1691177199.182379,"(315, 187)","(375, 188)"
1691177199.312449,"(315, 187)","(374, 188)"
1691177199.45318,"(315, 188)","(375, 189)"
1691177199.568301,"(316, 188)","(375, 188)"
1691177199.699139,"(317, 188)","(376, 188)"
1691177199.816615,"(317, 187)","(376, 188)"
1691177199.933517,"(317, 187)","(376, 188)"
1691177200.051357,"(317, 188)","(376, 189)"
1691177200.171379,,
1691177200.29821,"(317, 188)","(376, 189)"
1691177200.423978,"(317, 187)","(376, 188)"
1691177200.537827,"(316, 187)","(375, 188)"
1691177200.653717,"(316, 187)","(375, 188)"
1691177200.781315,"(316, 187)","(375, 188)"
1691177200.901451,"(316, 187)","(375, 188)"
1691177201.016632,"(315, 187)","(375, 188)"
1691177201.14332,"(316, 187)","(375, 188)"
1691177201.267581,"(316, 188)","(375, 188)"
1691177201.378417,"(315, 188)","(375, 189)"
1691177201.489151,"(315, 188)","(374, 189)"
1691177201.611146,"(315, 188)","(373, 188)"
1691177201.726817,"(314, 188)","(373, 188)"
1691177201.843093,"(314, 188)","(373, 188)"
1691177201.970805,"(313, 189)","(372, 189)"
1691177202.079796,"(313, 190)","(372, 189)"
1691177202.19354,"(313, 189)","(372, 189)"
1691177202.317283,"(313, 189)","(372, 189)"
1691177202.427785,"(313, 189)","(372, 188)"
1691177202.538205,"(313, 189)","(372, 189)"
1691177202.655047,"(313, 189)","(373, 189)"
1691177202.770931,"(313, 189)","(372, 188)"
1691177202.902213,"(313, 189)","(373, 189)"
1691177203.020536,"(313, 190)","(373, 189)"
1691177203.159934,"(313, 190)","(373, 189)"
1691177203.281307,"(313, 190)","(372, 189)"
1691177203.394131,"(313, 190)","(372, 189)"
1691177203.517568,"(312, 190)","(372, 190)"
1691177203.648244,"(313, 191)","(372, 190)"
1691177203.773765,"(313, 191)","(372, 190)"
1691177203.897952,"(312, 191)","(371, 190)"
1691177204.019964,"(312, 191)","(371, 190)"
1691177204.13352,"(312, 191)","(371, 190)"
1691177204.242748,"(312, 191)","(371, 190)"
1691177204.360373,"(313, 191)","(372, 191)"
1691177204.490053,"(313, 191)","(373, 191)"
1691177204.611959,"(313, 191)","(373, 191)"
1691177204.74111,"(313, 191)","(373, 191)"
1691177204.865406,"(312, 191)","(371, 191)"
1691177204.989322,"(312, 191)","(371, 191)"
1691177205.113527,"(311, 191)","(371, 191)"
1691177205.229679,,
1691177205.343328,,
1691177205.471258,"(313, 192)","(372, 191)"
1691177205.602453,"(311, 192)","(369, 191)"
1691177205.729799,"(311, 193)","(369, 192)"
1691177205.812382,"(310, 193)","(368, 192)"
1691177205.937218,"(310, 192)","(368, 191)"
1691177206.048108,"(312, 192)","(371, 191)"
1691177206.171671,"(312, 192)","(371, 191)"
1691177206.291633,"(312, 192)","(371, 191)"
1691177206.416782,"(311, 192)","(370, 191)"
1691177206.537067,"(311, 192)","(370, 191)"
1691177206.643525,"(310, 192)","(370, 191)"
1691177206.768348,"(310, 192)","(370, 191)"
1691177206.882173,"(310, 192)","(369, 191)"
1691177206.988783,"(310, 192)","(369, 191)"
1691177207.107936,"(310, 192)","(369, 191)"
1691177207.22995,"(310, 192)","(369, 191)"
1691177207.348133,"(310, 192)","(369, 191)"
1691177207.458578,"(309, 192)","(369, 191)"
1691177207.572762,"(309, 192)","(369, 191)"
1691177207.699586,"(309, 192)","(368, 191)"
1691177207.820556,"(309, 192)","(368, 191)"
1691177207.946662,"(309, 193)","(368, 191)"
1691177208.071796,"(309, 193)","(368, 191)"
1691177208.195139,"(309, 193)","(368, 191)"
1691177208.319985,"(313, 191)","(372, 190)"
1691177208.459306,"(315, 191)","(374, 190)"
1691177208.588993,"(316, 191)","(374, 190)"
1691177208.707729,"(313, 191)","(373, 191)"
1691177208.833304,"(315, 191)","(373, 191)"
1691177208.964462,"(314, 192)","(374, 191)"
1691177209.09131,"(314, 192)","(374, 191)"
1691177209.219362,"(315, 192)","(374, 191)"
1691177209.331768,"(315, 192)","(375, 191)"
1691177209.468604,"(316, 192)","(375, 191)"
1691177209.582933,"(316, 192)","(375, 191)"
1691177209.715147,"(315, 192)","(374, 191)"
1691177209.833488,"(314, 192)","(373, 191)"
1691177209.966744,"(313, 192)","(372, 191)"
1691177210.089394,"(313, 191)","(372, 191)"
1691177210.221472,"(312, 191)","(371, 191)"
1691177210.361292,"(312, 191)","(372, 191)"
1691177210.49117,"(313, 191)","(372, 191)"
1691177210.627427,"(313, 191)","(372, 191)"
1691177210.763095,"(313, 191)","(372, 191)"
1691177210.892689,,
1691177211.010133,"(313, 191)","(372, 190)"
1691177211.122512,"(312, 191)","(372, 191)"
1691177211.255241,"(311, 191)","(370, 191)"
1691177211.362165,"(310, 191)","(369, 191)"
1691177211.482614,"(310, 191)","(370, 191)"
1691177211.607039,"(312, 192)","(370, 191)"
1691177211.72076,"(318, 192)","(376, 191)"
1691177211.842209,"(319, 191)","(379, 191)"
1691177211.957572,,
1691177212.069088,,
1691177212.187358,"(316, 191)","(374, 190)"
1691177212.303882,"(313, 191)","(372, 190)"
1691177212.440505,"(313, 191)","(372, 190)"
1691177212.549522,"(313, 191)","(372, 190)"
1691177212.680118,"(313, 191)","(372, 190)"
1691177212.79906,"(312, 191)","(372, 190)"
1691177212.92124,"(312, 191)","(371, 190)"
1691177213.039082,"(312, 191)","(371, 189)"
1691177213.170172,"(312, 191)","(372, 189)"
1691177213.307499,"(312, 191)","(371, 189)"
1691177213.431021,"(312, 191)","(372, 190)"
1691177213.558284,"(312, 191)","(371, 189)"
1691177213.676069,"(312, 191)","(371, 189)"
1691177213.7982,"(312, 191)","(371, 189)"
1691177213.911346,"(312, 190)","(371, 189)"
1691177214.033842,"(312, 190)","(371, 189)"
1691177214.147068,"(312, 191)","(371, 189)"
1691177214.272175,"(312, 191)","(372, 189)"
1691177214.379412,"(313, 191)","(372, 190)"
1691177214.50377,"(313, 191)","(373, 190)"
1691177214.61848,"(314, 191)","(373, 190)"
1691177214.746749,"(315, 191)","(374, 190)"
1691177214.86865,"(315, 191)","(374, 190)"
1691177214.993487,"(318, 190)","(377, 189)"
1691177215.117208,"(319, 189)","(378, 189)"
1691177215.243037,"(320, 189)","(378, 189)"
1691177215.373471,"(321, 189)","(379, 189)"
1691177215.491153,"(323, 188)","(381, 189)"
1691177215.608395,"(320, 190)","(379, 189)"
1691177215.728202,"(320, 190)","(379, 190)"
1691177215.849315,"(319, 190)","(378, 190)"
1691177215.964171,"(318, 191)","(378, 190)"
1691177216.09321,"(317, 191)","(376, 190)"
1691177216.228892,"(317, 191)","(376, 190)"
1691177216.346252,"(317, 190)","(376, 190)"
1691177216.458076,"(317, 191)","(376, 190)"
1691177216.572545,,
1691177216.707441,,
1691177216.817794,"(316, 192)","(375, 191)"
1691177216.938464,"(316, 192)","(375, 191)"
1691177217.059941,"(316, 192)","(375, 191)"
1691177217.168817,"(316, 192)","(376, 191)"
1691177217.295627,"(316, 193)","(376, 192)"
1691177217.421683,"(317, 193)","(376, 192)"
1691177217.535096,"(317, 193)","(376, 192)"
1691177217.672873,"(317, 192)","(377, 192)"
1691177217.790873,"(316, 193)","(376, 191)"
1691177217.919131,"(316, 193)","(376, 191)"
1691177218.039994,"(317, 192)","(377, 192)"
1691177218.167589,"(319, 192)","(378, 192)"
1691177218.274176,"(320, 193)","(379, 192)"
1691177218.398631,"(320, 193)","(379, 192)"
1691177218.534064,"(320, 193)","(379, 192)"
1691177218.645252,"(321, 193)","(380, 193)"
1691177218.77787,"(320, 193)","(379, 193)"
1691177218.900802,"(318, 193)","(378, 192)"
1691177219.019286,"(316, 193)","(376, 192)"
1691177219.145829,"(316, 193)","(375, 192)"
1691177219.25149,"(313, 191)","(372, 190)"
1691177219.368147,"(313, 191)","(372, 190)"
1691177219.495335,"(313, 191)","(373, 190)"
1691177219.620932,"(314, 191)","(373, 190)"
1691177219.751436,"(318, 191)","(377, 191)"
1691177219.882934,"(319, 191)","(378, 190)"
1691177220.027328,"(320, 191)","(379, 189)"
1691177220.148386,"(318, 191)","(376, 191)"
1691177220.263519,"(319, 192)","(378, 191)"
1691177220.395039,"(319, 192)","(378, 191)"
1691177220.523409,"(318, 192)","(377, 192)"
1691177220.635466,"(317, 192)","(376, 192)"
1691177220.766338,"(318, 193)","(377, 192)"
1691177220.893172,,
1691177221.017822,,
1691177221.148922,"(316, 194)","(376, 193)"
1691177221.291694,"(317, 194)","(376, 194)"
1691177221.41872,"(313, 194)","(372, 193)"
1691177221.546486,"(313, 195)","(372, 193)"
1691177221.678087,"(312, 194)","(372, 192)"
1691177221.785195,"(313, 194)","(372, 193)"
1691177221.898653,,
1691177222.037141,,
1691177222.15786,,
1691177222.277091,,
1691177222.41999,,
1691177222.549346,,
1691177222.681311,,
1691177222.823881,"(316, 194)","(374, 193)"
1691177222.955141,"(316, 194)","(375, 193)"
1691177223.092583,"(315, 194)","(374, 193)"
1691177223.228937,"(315, 194)","(374, 192)"
1691177223.351392,"(314, 195)","(373, 193)"
1691177223.49108,"(316, 195)","(374, 193)"
1691177223.633805,"(316, 194)","(375, 193)"
1691177223.757759,"(316, 193)","(374, 192)"
1691177223.892186,"(316, 194)","(375, 192)"
1691177224.026165,"(315, 193)","(374, 192)"
1691177224.146214,"(315, 193)","(374, 192)"
1691177224.274047,"(315, 193)","(374, 192)"
1691177224.391267,"(314, 193)","(373, 192)"
1691177224.518695,"(314, 193)","(373, 192)"
1691177224.653414,"(314, 193)","(373, 192)"
1691177224.782731,"(314, 193)","(373, 192)"
1691177224.907147,"(314, 193)","(373, 192)"
1691177225.040465,"(314, 193)","(373, 192)"
1691177225.172708,"(314, 193)","(373, 192)"
1691177225.30938,"(315, 193)","(374, 191)"
1691177225.459191,"(315, 193)","(374, 192)"
1691177225.590097,"(314, 193)","(373, 192)"
1691177225.72567,"(315, 193)","(374, 191)"
1691177225.860476,"(315, 193)","(374, 191)"
1691177225.987189,"(316, 193)","(374, 191)"
1691177226.102999,"(316, 192)","(375, 191)"
1691177226.228335,"(314, 193)","(373, 191)"
1691177226.358305,"(314, 193)","(373, 191)"
1691177226.47954,"(314, 192)","(373, 191)"
1691177226.607896,"(313, 192)","(372, 191)"
1691177226.732973,"(313, 192)","(372, 191)"
1691177226.861435,"(313, 193)","(372, 191)"
1691177226.96729,"(313, 192)","(372, 191)"
1691177227.099077,"(312, 193)","(372, 191)"
1691177227.242173,"(313, 193)","(373, 191)"
1691177227.369511,"(314, 193)","(373, 192)"
1691177227.496358,"(314, 193)","(373, 192)"
1691177227.615463,"(314, 193)","(373, 192)"
1691177227.747481,"(313, 193)","(373, 192)"
1691177227.871696,"(313, 193)","(373, 192)"
1691177227.980728,"(313, 193)","(372, 192)"
1691177228.10225,"(314, 193)","(373, 192)"
1691177228.215113,"(313, 193)","(373, 192)"
1691177228.336717,"(313, 193)","(372, 192)"
1691177228.450065,,
1691177228.567226,"(315, 194)","(374, 192)"
1691177228.702579,"(314, 193)","(373, 192)"
1691177228.815301,"(315, 193)","(374, 192)"
1691177228.952033,"(315, 194)","(375, 192)"
1691177229.083279,"(315, 194)","(374, 192)"
1691177229.207268,"(315, 193)","(374, 192)"
1691177229.323961,"(315, 193)","(375, 192)"
1691177229.440421,"(315, 193)","(374, 192)"
1691177229.570175,"(315, 193)","(374, 192)"
1691177229.691195,"(314, 193)","(374, 192)"
1691177229.825609,"(314, 194)","(373, 192)"
1691177229.95513,"(313, 194)","(373, 193)"
1691177230.08604,"(313, 194)","(372, 193)"
1691177230.20568,"(313, 194)","(372, 193)"
1691177230.325449,"(313, 194)","(373, 193)"
1691177230.452594,"(314, 194)","(373, 193)"
1691177230.565044,"(314, 194)","(374, 193)"
1691177230.691122,"(318, 192)","(376, 191)"
1691177230.807434,"(321, 192)","(379, 191)"
1691177230.943508,"(321, 192)","(379, 191)"
1691177231.072081,"(323, 192)","(380, 191)"
1691177231.214407,"(323, 193)","(381, 191)"
1691177231.35398,"(319, 193)","(379, 192)"
1691177231.490643,"(318, 193)","(378, 192)"
1691177231.62591,"(318, 193)","(377, 192)"
1691177231.749082,"(318, 193)","(377, 192)"
1691177231.872237,"(319, 194)","(378, 192)"
1691177232.002008,"(319, 194)","(378, 192)"
1691177232.129509,"(319, 194)","(379, 193)"
1691177232.250982,"(319, 194)","(378, 193)"
1691177232.364453,"(318, 194)","(378, 193)"
1691177232.474458,"(318, 194)","(377, 193)"
1691177232.609425,"(318, 195)","(378, 194)"
1691177232.721852,"(318, 195)","(377, 195)"
1691177232.852233,"(320, 196)","(378, 195)"
1691177232.996935,"(319, 195)","(378, 194)"
1691177233.143223,"(317, 195)","(376, 194)"
1691177233.290341,"(317, 195)","(376, 194)"
1691177233.40881,,
1691177233.556269,"(319, 195)","(378, 194)"
1691177233.691413,"(317, 195)","(376, 195)"
1691177233.798514,"(317, 196)","(376, 196)"
1691177233.90047,"(317, 196)","(376, 196)"
1691177233.995775,"(317, 196)","(376, 196)"
1691177234.091626,"(317, 196)","(376, 196)"
1691177234.194019,"(317, 197)","(376, 196)"
1691177234.30579,"(316, 197)","(375, 197)"
1691177234.399133,"(316, 197)","(375, 196)"
1691177234.495092,"(319, 196)","(378, 195)"
1691177234.594241,"(318, 196)","(377, 195)"
1691177234.751728,"(317, 196)","(377, 195)"
1691177234.897382,"(317, 196)","(377, 196)"
1691177235.039068,"(319, 197)","(378, 196)"
1691177235.167551,"(319, 197)","(378, 196)"
1691177235.307799,"(319, 197)","(379, 196)"
1691177235.452155,"(319, 197)","(379, 197)"
1691177235.600526,"(319, 196)","(378, 196)"
1691177235.741306,"(319, 196)","(379, 196)"
1691177235.875068,"(319, 196)","(378, 196)"
1691177236.015322,"(319, 197)","(378, 196)"
1691177236.152016,"(320, 197)","(379, 196)"
1691177236.292191,"(320, 196)","(379, 196)"
1691177236.434052,"(321, 196)","(380, 196)"
1691177236.572538,"(320, 196)","(380, 196)"
1691177236.719961,"(321, 196)","(380, 196)"
1691177236.849317,"(320, 196)","(380, 196)"
1691177236.989117,"(320, 196)","(380, 196)"
1691177237.138327,"(320, 196)","(379, 196)"
1691177237.264321,"(321, 196)","(380, 196)"
1691177237.391844,"(321, 196)","(380, 196)"
1691177237.533094,"(320, 196)","(379, 196)"
1691177237.674464,"(320, 196)","(380, 195)"
1691177237.818673,"(321, 196)","(380, 195)"
1691177237.960399,"(321, 196)","(380, 196)"
1691177238.094211,"(321, 196)","(380, 195)"
1691177238.230766,"(321, 196)","(380, 195)"
1691177238.368335,"(320, 196)","(379, 195)"
1691177238.497137,"(320, 195)","(378, 195)"
1691177238.640315,"(319, 195)","(378, 195)"
1691177238.769075,"(319, 195)","(379, 194)"
1691177238.903582,"(318, 195)","(377, 194)"
1691177239.041101,"(318, 195)","(377, 194)"
1691177239.18532,"(318, 194)","(377, 194)"
1691177239.321218,"(321, 195)","(378, 194)"
1691177239.471144,"(319, 192)","(378, 192)"
1691177239.608526,,
1691177239.749345,,
1691177239.841299,,
1691177239.941642,,
1691177240.032065,,
1691177240.15716,,
1691177240.28432,,
1691177240.409578,,
1691177240.550729,"(311, 160)","(366, 160)"
1691177240.706011,"(305, 164)","(363, 161)"
1691177240.853574,,
1691177240.985948,,
1691177241.134307,"(305, 173)","(363, 170)"
1691177241.273638,,
1691177241.419104,,
1691177241.560279,,
1691177241.712732,"(295, 177)","(353, 173)"
1691177241.845357,"(292, 178)","(350, 173)"
1691177241.995304,"(290, 174)","(347, 168)"
1691177242.118078,"(287, 175)","(344, 169)"
1691177242.252542,"(284, 179)","(341, 172)"
1691177242.387685,"(285, 181)","(342, 174)"
1691177242.518143,"(286, 182)","(343, 175)"
1691177242.657203,"(287, 183)","(344, 177)"
1691177242.793565,,
1691177242.926618,,
1691177243.045106,,
1691177243.168799,"(288, 190)","(345, 183)"
1691177243.313499,"(287, 190)","(345, 184)"
1691177243.427556,"(288, 191)","(346, 184)"
1691177243.557259,"(288, 192)","(347, 186)"
1691177243.691655,"(289, 192)","(347, 186)"
1691177243.809334,,
1691177243.932093,,
1691177244.072255,"(290, 193)","(349, 187)"
1691177244.192025,"(291, 193)","(349, 187)"
1691177244.326173,"(292, 193)","(350, 187)"
1691177244.450726,"(292, 193)","(350, 187)"
1691177244.569597,"(292, 192)","(351, 187)"
1691177244.695679,"(294, 193)","(353, 187)"
1691177244.818835,"(295, 194)","(354, 188)"
1691177244.952082,"(296, 194)","(354, 188)"
1691177245.071111,"(295, 193)","(351, 188)"
1691177245.188602,"(293, 192)","(351, 187)"
1691177245.322169,"(293, 192)","(352, 187)"
1691177245.435247,"(293, 192)","(352, 187)"
1691177245.554118,"(293, 192)","(352, 187)"
1691177245.68293,"(292, 193)","(351, 187)"
1691177245.815254,"(292, 193)","(350, 187)"
1691177245.935395,"(292, 193)","(350, 187)"
1691177246.051305,"(292, 193)","(350, 187)"
1691177246.17431,"(292, 193)","(350, 187)"
1691177246.317443,"(293, 192)","(351, 187)"
1691177246.446842,"(293, 192)","(352, 187)"
1691177246.568536,"(293, 191)","(352, 186)"
1691177246.684291,"(293, 191)","(352, 186)"
1691177246.812647,"(293, 191)","(352, 186)"
1691177246.936366,"(293, 192)","(351, 186)"
1691177247.066136,"(293, 192)","(351, 186)"
1691177247.183799,"(293, 192)","(351, 187)"
1691177247.316117,"(293, 192)","(351, 186)"
1691177247.443129,"(293, 191)","(352, 186)"
1691177247.578067,"(293, 191)","(352, 186)"
1691177247.710091,"(293, 191)","(352, 186)"
1691177247.829367,"(293, 191)","(352, 186)"
1691177247.950564,"(293, 190)","(352, 185)"
1691177248.086733,"(294, 190)","(352, 185)"
1691177248.217745,,
1691177248.338357,"(296, 191)","(353, 185)"
1691177248.473731,"(295, 190)","(353, 185)"
1691177248.591555,"(294, 190)","(352, 185)"
1691177248.712573,"(294, 190)","(352, 185)"
1691177248.852872,"(294, 188)","(352, 184)"
1691177248.985902,"(292, 188)","(351, 183)"
1691177249.107406,"(292, 188)","(350, 183)"
1691177249.232386,"(292, 188)","(350, 183)"
1691177249.36117,"(291, 188)","(350, 184)"
1691177249.488588,"(290, 188)","(349, 184)"
1691177249.629449,"(291, 188)","(349, 183)"
1691177249.7787,"(290, 187)","(349, 183)"
1691177249.919396,"(291, 187)","(349, 183)"
1691177250.052183,"(290, 187)","(349, 183)"
1691177250.187773,"(290, 187)","(349, 183)"
1691177250.338606,"(291, 187)","(350, 183)"
1691177250.484469,"(291, 187)","(350, 183)"
1691177250.629735,"(291, 187)","(349, 183)"
1691177250.763845,,
1691177250.91349,"(290, 187)","(349, 183)"
1691177251.048501,"(289, 187)","(348, 183)"
1691177251.188503,"(289, 187)","(347, 182)"
1691177251.327663,"(288, 186)","(347, 182)"
1691177251.456358,"(289, 187)","(348, 183)"
1691177251.585814,"(289, 188)","(348, 183)"
1691177251.7231,"(290, 188)","(348, 183)"
1691177251.86316,"(290, 188)","(348, 183)"
1691177251.990368,"(291, 189)","(350, 185)"
1691177252.128003,"(291, 189)","(350, 185)"
1691177252.26102,"(294, 188)","(352, 184)"
1691177252.395767,"(294, 188)","(352, 184)"
1691177252.520267,"(294, 188)","(352, 184)"
1691177252.661732,"(293, 188)","(351, 184)"
1691177252.799081,"(293, 188)","(351, 184)"
1691177252.931413,"(294, 187)","(351, 184)"
1691177253.074031,"(293, 188)","(351, 184)"
1691177253.199265,"(293, 188)","(351, 184)"
1691177253.32267,"(292, 188)","(351, 184)"
1691177253.440873,"(293, 188)","(351, 184)"
1691177253.55951,,
1691177253.686469,"(295, 189)","(352, 185)"
1691177253.820393,"(293, 188)","(352, 184)"
1691177253.947811,"(293, 188)","(351, 184)"
1691177254.088032,"(293, 188)","(352, 184)"
1691177254.21541,"(293, 188)","(352, 184)"
1691177254.342874,"(294, 188)","(352, 184)"
1691177254.475083,"(294, 188)","(352, 184)"
1691177254.592383,"(295, 188)","(353, 184)"
1691177254.713512,"(295, 188)","(354, 185)"
1691177254.835723,"(296, 189)","(354, 186)"
1691177254.968005,"(297, 189)","(356, 186)"
1691177255.093149,"(299, 190)","(357, 187)"
1691177255.200116,,
1691177255.311594,,
1691177255.424349,"(303, 192)","(363, 190)"
1691177255.548102,"(303, 192)","(363, 190)"
1691177255.66525,"(304, 191)","(363, 189)"
1691177255.787685,"(303, 190)","(363, 189)"
1691177255.919356,"(303, 189)","(362, 188)"
1691177256.036567,"(303, 189)","(362, 188)"
1691177256.161303,"(303, 189)","(362, 188)"
1691177256.27842,"(304, 190)","(363, 189)"
1691177256.399984,"(304, 190)","(363, 189)"
1691177256.529092,"(304, 190)","(363, 189)"
1691177256.64508,"(304, 190)","(363, 189)"
1691177256.768603,"(305, 190)","(364, 188)"
1691177256.901582,"(305, 189)","(364, 188)"
1691177257.017464,"(305, 189)","(364, 188)"
1691177257.148459,"(305, 189)","(364, 188)"
1691177257.254196,"(305, 189)","(364, 187)"
1691177257.378322,"(304, 188)","(363, 187)"
1691177257.497694,"(304, 188)","(364, 187)"
1691177257.612168,"(304, 188)","(364, 187)"
1691177257.746392,"(304, 188)","(363, 187)"
1691177257.847576,"(304, 188)","(363, 187)"
1691177257.978738,"(303, 187)","(362, 186)"
1691177258.102073,"(305, 187)","(363, 186)"
1691177258.219333,"(305, 187)","(364, 186)"
1691177258.337495,"(305, 187)","(364, 186)"
1691177258.476886,"(305, 188)","(364, 187)"
1691177258.60157,"(304, 188)","(363, 187)"
1691177258.725015,,
1691177258.842029,,
1691177258.959817,"(304, 189)","(363, 187)"
1691177259.07255,"(304, 188)","(362, 187)"
1691177259.20079,"(303, 188)","(362, 187)"
1691177259.317939,"(303, 188)","(362, 187)"
1691177259.438873,"(304, 188)","(363, 187)"
1691177259.548825,"(303, 188)","(362, 188)"
1691177259.681296,"(303, 188)","(362, 187)"
1691177259.791667,"(303, 187)","(362, 187)"
1691177259.915222,"(304, 187)","(363, 187)"
1691177260.035701,"(303, 187)","(362, 187)"
1691177260.152193,"(302, 187)","(361, 187)"
1691177260.275359,"(301, 187)","(360, 186)"
1691177260.395064,"(301, 186)","(360, 186)"
1691177260.52252,"(301, 186)","(360, 186)"
1691177260.633,"(301, 186)","(360, 186)"
1691177260.747324,"(300, 186)","(359, 186)"
1691177260.866755,"(299, 186)","(359, 186)"
1691177260.989619,"(299, 186)","(358, 186)"
1691177261.10668,"(298, 186)","(358, 186)"
1691177261.23543,"(298, 186)","(358, 185)"
1691177261.357679,"(300, 186)","(359, 185)"
1691177261.495158,"(301, 187)","(359, 185)"
1691177261.616662,,
1691177261.730536,"(300, 187)","(359, 186)"
1691177261.849064,"(300, 186)","(359, 185)"
1691177261.983224,"(300, 186)","(359, 185)"
1691177262.101993,"(299, 186)","(358, 185)"
1691177262.224221,"(300, 186)","(359, 185)"
1691177262.356807,"(300, 186)","(359, 185)"
1691177262.468475,,
1691177262.583706,"(300, 185)","(359, 184)"
1691177262.701751,"(301, 185)","(359, 184)"
1691177262.835214,"(301, 185)","(359, 184)"
1691177262.958288,"(300, 184)","(359, 184)"
1691177263.090373,"(301, 185)","(359, 184)"
1691177263.215202,"(300, 185)","(359, 184)"
1691177263.351051,"(300, 185)","(358, 184)"
1691177263.457669,"(300, 185)","(358, 184)"
1691177263.585106,"(300, 186)","(358, 184)"
1691177263.702203,"(297, 187)","(356, 186)"
1691177263.831439,"(298, 188)","(356, 186)"
1691177263.95343,,
1691177264.072204,"(299, 186)","(358, 185)"
1691177264.206402,"(300, 186)","(359, 185)"
1691177264.321719,"(300, 186)","(359, 185)"
1691177264.451663,"(301, 186)","(360, 185)"
1691177264.593104,"(301, 186)","(360, 186)"
1691177264.722509,"(301, 187)","(360, 186)"
1691177264.852771,"(301, 186)","(359, 185)"
1691177264.981598,"(300, 185)","(359, 185)"
1691177265.119758,"(300, 185)","(358, 185)"
1691177265.255706,"(300, 185)","(358, 185)"
1691177265.375115,"(300, 186)","(358, 185)"
1691177265.49187,"(301, 186)","(359, 184)"
1691177265.614503,"(301, 186)","(358, 185)"
1691177265.735207,,
1691177265.852106,,
1691177265.981406,,
1691177266.103113,"(300, 186)","(358, 185)"
1691177266.229738,"(299, 186)","(358, 185)"
1691177266.347312,"(299, 186)","(358, 185)"
1691177266.481444,"(299, 186)","(358, 185)"
1691177266.593617,"(300, 186)","(358, 185)"
1691177266.710207,"(300, 186)","(358, 185)"
1691177266.833741,"(300, 186)","(359, 185)"
1691177266.953712,"(299, 186)","(358, 185)"
1691177267.072513,"(299, 186)","(358, 185)"
1691177267.192012,"(299, 186)","(358, 185)"
1691177267.327166,"(299, 186)","(357, 185)"
1691177267.445353,"(299, 186)","(358, 186)"
1691177267.578816,"(299, 186)","(358, 186)"
1691177267.694071,"(299, 186)","(358, 186)"
1691177267.808743,,
1691177267.931432,,
1691177268.049146,"(301, 185)","(360, 184)"
1691177268.173177,"(301, 185)","(359, 184)"
1691177268.296516,"(302, 185)","(359, 184)"
1691177268.434116,"(301, 185)","(359, 185)"
