15:25:56.185177,980.25,278.46,39.97,36719.00,64.26,361.67
15:25:56.405143,980.25,278.43,39.96,36719.00,64.26,362.50
15:25:56.655039,980.25,278.45,39.97,36719.00,64.26,362.50
15:25:57.007959,980.20,278.83,39.96,36722.00,64.09,363.33
15:25:57.210813,980.20,278.84,39.90,36722.00,64.09,363.33
15:25:57.516427,980.24,278.52,39.95,36722.00,64.09,362.50
15:25:57.721052,980.23,278.63,39.96,36722.00,64.09,362.50
15:25:57.928155,980.19,278.98,39.96,36726.00,63.87,362.50
15:25:58.236024,980.22,278.68,39.96,36726.00,63.87,363.33
15:25:58.433582,980.19,278.95,39.96,36726.00,63.87,363.33
15:25:58.946352,980.21,278.83,39.96,36726.00,63.87,361.67
15:25:59.020396,980.23,278.87,39.93,36729.00,63.70,361.67
15:25:59.151683,980.21,278.82,39.92,36729.00,63.70,361.67
15:25:59.479998,980.20,278.90,39.90,36729.00,63.70,361.67
15:25:59.769783,980.20,278.87,39.90,36729.00,63.70,364.17
15:25:59.908286,980.19,278.98,39.89,36732.00,63.53,361.67
15:26:00.277585,980.21,278.83,39.88,36732.00,63.53,363.33
15:26:00.399997,980.19,279.00,39.87,36732.00,63.53,360.83
15:26:00.685562,980.20,278.88,39.87,36732.00,63.53,359.17
15:26:00.999996,980.22,278.74,39.85,36733.00,63.47,361.67
15:26:01.302376,980.21,278.79,39.85,36733.00,63.47,362.50
15:26:01.398131,980.21,278.76,39.84,36733.00,63.47,363.33
15:26:01.716735,980.19,278.93,39.84,36733.00,63.47,366.67
15:26:01.916316,980.20,278.85,39.84,36734.00,63.42,368.33
15:26:02.227604,980.22,278.71,39.84,36734.00,63.42,367.50
15:26:02.426152,980.22,278.79,39.81,36734.00,63.42,367.50
15:26:02.648337,980.20,278.85,39.83,36734.00,63.42,366.67
15:26:02.943243,980.21,278.80,39.83,36735.00,63.36,365.83
15:26:03.250705,980.21,278.80,39.83,36735.00,63.36,365.83
15:26:03.453094,980.20,278.89,39.83,36735.00,63.36,365.83
15:26:03.762591,980.19,278.96,39.83,36735.00,63.36,365.83
15:26:03.902615,980.20,278.86,39.83,36735.00,63.36,365.83
15:26:04.140944,980.21,278.75,39.83,36735.00,63.36,365.00
15:26:04.475810,980.23,278.64,39.82,36735.00,63.36,365.00
15:26:04.683993,980.20,278.89,39.82,36735.00,63.36,366.67
15:26:05.093924,980.20,278.84,39.82,36736.00,63.31,362.50
15:26:05.162249,980.22,278.67,39.81,36736.00,63.31,362.50
15:26:05.503759,980.22,278.70,39.82,36736.00,63.31,363.33
15:26:05.642338,980.20,278.86,39.81,36736.00,63.31,362.50
15:26:05.914727,980.21,278.73,39.82,36737.00,63.25,361.67
15:26:06.220795,980.22,278.67,39.81,36737.00,63.25,360.83
15:26:06.399394,980.21,278.79,39.80,36737.00,63.25,362.50
15:26:06.667292,980.22,278.73,39.79,36737.00,63.25,363.33
15:26:06.938910,980.22,278.72,39.79,36738.00,63.20,361.67
15:26:07.244302,980.20,278.89,39.78,36738.00,63.20,361.67
15:26:07.448814,980.21,278.76,39.78,36738.00,63.20,361.67
15:26:07.753035,980.23,278.62,39.78,36738.00,63.20,362.50
15:26:07.892255,980.20,278.89,39.77,36739.00,63.14,363.33
15:26:08.168189,980.20,278.92,39.77,36739.00,63.14,363.33
15:26:08.475496,980.22,278.73,39.77,36739.00,63.14,363.33
15:26:08.681471,980.19,278.96,39.76,36739.00,63.14,363.33
