Timestamp,Angry,Disgust,Fear,Happy,Sad,Surprise,Neutral
1691177121.018347,0.08,0.0,0.01,0.02,0.02,0.01,0.86
1691177121.130874,0.05,0.0,0.01,0.01,0.02,0.0,0.9
1691177121.236136,0.05,0.0,0.01,0.03,0.02,0.02,0.87
1691177121.33149,0.05,0.0,0.01,0.02,0.02,0.01,0.89
1691177121.437276,0.08,0.0,0.02,0.02,0.03,0.01,0.84
1691177121.526531,0.03,0.0,0.01,0.03,0.02,0.01,0.9
1691177121.619463,0.06,0.0,0.02,0.02,0.02,0.02,0.86
1691177121.712846,0.05,0.0,0.01,0.02,0.02,0.0,0.9
1691177121.808114,0.05,0.0,0.01,0.02,0.02,0.0,0.9
1691177121.898137,0.05,0.0,0.02,0.01,0.02,0.0,0.89
1691177121.992766,0.06,0.0,0.02,0.02,0.02,0.01,0.87
1691177122.086012,0.07,0.0,0.02,0.01,0.01,0.0,0.88
1691177122.180695,0.08,0.0,0.02,0.01,0.02,0.0,0.87
1691177122.271849,0.09,0.0,0.03,0.0,0.02,0.0,0.86
1691177122.364951,0.06,0.0,0.02,0.01,0.03,0.0,0.87
1691177122.585051,0.07,0.0,0.03,0.01,0.02,0.0,0.88
1691177122.676961,0.05,0.0,0.02,0.01,0.02,0.0,0.9
1691177122.768296,0.04,0.0,0.01,0.0,0.02,0.0,0.92
1691177122.85841,0.04,0.0,0.01,0.0,0.02,0.0,0.92
1691177122.960243,0.07,0.0,0.02,0.01,0.02,0.0,0.88
1691177123.0451,0.07,0.0,0.02,0.01,0.02,0.0,0.89
1691177123.139636,0.07,0.0,0.02,0.03,0.02,0.01,0.85
1691177123.231864,0.11,0.0,0.02,0.01,0.03,0.01,0.82
1691177123.324978,0.06,0.0,0.01,0.01,0.02,0.0,0.9
1691177123.420489,0.07,0.0,0.02,0.01,0.01,0.0,0.89
1691177123.511479,0.1,0.0,0.03,0.01,0.04,0.0,0.82
1691177123.605423,0.09,0.0,0.02,0.01,0.03,0.0,0.85
1691177123.695018,0.07,0.0,0.02,0.01,0.04,0.0,0.85
1691177123.789432,0.06,0.0,0.02,0.0,0.03,0.0,0.88
1691177123.885968,0.06,0.0,0.02,0.01,0.05,0.0,0.87
1691177123.976364,0.04,0.0,0.01,0.01,0.01,0.0,0.93
1691177124.071734,0.07,0.0,0.02,0.01,0.02,0.0,0.88
1691177124.158896,0.08,0.0,0.02,0.01,0.02,0.0,0.87
1691177124.254058,0.07,0.0,0.02,0.01,0.03,0.0,0.87
1691177124.351013,0.08,0.0,0.01,0.01,0.02,0.0,0.88
1691177124.442165,0.08,0.0,0.02,0.01,0.02,0.0,0.87
1691177124.546205,0.09,0.0,0.01,0.01,0.02,0.0,0.86
1691177124.659562,0.07,0.0,0.01,0.01,0.02,0.0,0.89
1691177124.750312,0.12,0.0,0.02,0.01,0.03,0.0,0.82
