Timestamp,Mouse Position,Input,Type
"04/08/2023, 15:25:27.36","Point(x=1756, y=603)",Button.left,Mouse Click
"04/08/2023, 15:25:27.46","Point(x=1756, y=603)",Button.left,Mouse Click
"04/08/2023, 15:25:27.73","Point(x=1280, y=720)",Key.alt_l,Key Press
"04/08/2023, 15:25:27.77","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:25:28.69","Point(x=1169, y=586)",Button.left,Mouse Click
"04/08/2023, 15:25:28.80","Point(x=1169, y=585)",Button.left,Mouse Click
"04/08/2023, 15:25:30.25","Point(x=1536, y=1414)",Button.left,Mouse Click
"04/08/2023, 15:25:30.31","Point(x=1536, y=1414)",Button.left,Mouse Click
"04/08/2023, 15:25:33.42","Point(x=1797, y=797)",Button.left,Mouse Click
"04/08/2023, 15:25:33.58","Point(x=1797, y=797)",Button.left,Mouse Click
"04/08/2023, 15:25:34.39","Point(x=2066, y=787)",Button.left,Mouse Click
"04/08/2023, 15:25:34.51","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:35.33","Point(x=1280, y=720)",'v',Key Press
"04/08/2023, 15:25:41.14","Point(x=1280, y=720)",'3',Key Press
"04/08/2023, 15:25:41.28","Point(x=1280, y=720)",'2',Key Press
"04/08/2023, 15:25:43.38","Point(x=1283, y=720)",'w',Key Press
"04/08/2023, 15:25:43.89","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:25:43.93","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:25:43.96","Point(x=1281, y=720)",'w',Key Press
"04/08/2023, 15:25:43.99","Point(x=1284, y=720)",'w',Key Press
"04/08/2023, 15:25:44.02","Point(x=1282, y=720)",'w',Key Press
"04/08/2023, 15:25:44.05","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:25:44.10","Point(x=1283, y=720)",'w',Key Press
"04/08/2023, 15:25:44.13","Point(x=1285, y=720)",'w',Key Press
"04/08/2023, 15:25:44.16","Point(x=1282, y=720)",'w',Key Press
"04/08/2023, 15:25:44.19","Point(x=1290, y=721)",'w',Key Press
"04/08/2023, 15:25:44.22","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:25:44.25","Point(x=1294, y=721)",'w',Key Press
"04/08/2023, 15:25:44.28","Point(x=1286, y=720)",'w',Key Press
"04/08/2023, 15:25:44.31","Point(x=1281, y=720)",'w',Key Press
"04/08/2023, 15:25:44.36","Point(x=1283, y=720)",'w',Key Press
"04/08/2023, 15:25:44.39","Point(x=1282, y=719)",'w',Key Press
"04/08/2023, 15:25:44.42","Point(x=1282, y=720)",'w',Key Press
"04/08/2023, 15:25:44.45","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:25:44.48","Point(x=1281, y=720)",'w',Key Press
"04/08/2023, 15:25:44.51","Point(x=1281, y=720)",'w',Key Press
"04/08/2023, 15:25:44.54","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:25:44.59","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:25:44.62","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:25:44.63","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:25:45.17","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:25:45.68","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:25:46.06","Point(x=1276, y=720)",'w',Key Press
"04/08/2023, 15:25:46.76","Point(x=1279, y=720)",'a',Key Press
"04/08/2023, 15:25:46.84","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:25:47.08","Point(x=1280, y=721)",'a',Key Press
"04/08/2023, 15:25:47.45","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:47.48","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:25:47.57","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:47.80","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:47.91","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:48.06","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:25:48.11","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:48.21","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:48.45","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:48.55","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:48.76","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:48.85","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:49.06","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:49.13","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:25:49.17","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:49.35","Point(x=1279, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:49.45","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:49.57","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:25:49.62","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:49.72","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:49.74","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:25:49.93","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:50.03","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:50.20","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:50.32","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:50.54","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:50.63","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:50.81","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:50.84","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:25:50.92","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:51.04","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:25:51.19","Point(x=1280, y=720)",'r',Key Press
"04/08/2023, 15:25:51.46","Point(x=1277, y=720)",'d',Key Press
"04/08/2023, 15:25:52.69","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:25:53.04","Point(x=1290, y=718)",'d',Key Press
"04/08/2023, 15:25:53.13","Point(x=1283, y=720)",'a',Key Press
"04/08/2023, 15:25:53.59","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:25:53.92","Point(x=1280, y=721)",Button.left,Mouse Click
"04/08/2023, 15:25:54.04","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:54.09","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:25:54.21","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:25:54.24","Point(x=1279, y=721)",Button.left,Mouse Click
"04/08/2023, 15:25:54.34","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:25:54.35","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:54.53","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:54.63","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:25:54.63","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:54.87","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:55.01","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:55.17","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:55.29","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:55.44","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:55.56","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:55.77","Point(x=1280, y=721)",Button.left,Mouse Click
"04/08/2023, 15:25:55.87","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:56.04","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:56.14","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:56.30","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:56.40","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:56.53","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:56.64","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:56.86","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:56.96","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:57.12","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:57.24","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:57.35","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:57.45","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:57.85","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:25:58.02","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:25:58.31","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:25:58.81","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:25:58.84","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:25:59.15","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:59.20","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:25:59.27","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:59.44","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:59.56","Point(x=1278, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:59.68","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:59.82","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:25:59.97","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:00.06","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:00.09","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:00.28","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:00.39","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:00.46","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:00.58","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:00.69","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:00.94","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:01.07","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:01.22","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:01.39","Point(x=1281, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:01.51","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:01.69","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:01.78","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:01.85","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:26:01.90","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:02.18","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:02.29","Point(x=1280, y=720)",'r',Key Press
"04/08/2023, 15:26:02.30","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:02.50","Point(x=1280, y=720)",'r',Key Press
"04/08/2023, 15:26:02.62","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:03.13","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:03.16","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:03.19","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:26:03.23","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:03.27","Point(x=1281, y=721)",'a',Key Press
"04/08/2023, 15:26:03.30","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:26:03.33","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:26:03.36","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:03.39","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:03.42","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:26:03.45","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:26:03.49","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:03.52","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:03.78","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:04.17","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:04.28","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:04.32","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:04.50","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:04.59","Point(x=1279, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:04.67","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:04.71","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:04.82","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:04.92","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:05.05","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:05.19","Point(x=1278, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:05.28","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:05.33","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:05.46","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:05.60","Point(x=1280, y=720)",'s',Key Press
"04/08/2023, 15:26:05.60","Point(x=1279, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:05.71","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:05.85","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:06.11","Point(x=1280, y=720)",'s',Key Press
"04/08/2023, 15:26:06.11","Point(x=1280, y=720)",'3',Key Press
"04/08/2023, 15:26:06.72","Point(x=1283, y=720)",'d',Key Press
"04/08/2023, 15:26:06.94","Point(x=1283, y=721)",'w',Key Press
"04/08/2023, 15:26:07.23","Point(x=1257, y=719)",'d',Key Press
"04/08/2023, 15:26:07.54","Point(x=1280, y=720)",'s',Key Press
"04/08/2023, 15:26:08.12","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:26:08.21","Point(x=1271, y=722)",'d',Key Press
"04/08/2023, 15:26:08.55","Point(x=1278, y=721)",Button.left,Mouse Click
"04/08/2023, 15:26:08.74","Point(x=1276, y=720)",'s',Key Press
"04/08/2023, 15:26:08.94","Point(x=1280, y=721)",'a',Key Press
"04/08/2023, 15:26:08.99","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:09.58","Point(x=1279, y=723)",'e',Key Press
"04/08/2023, 15:26:09.93","Point(x=1285, y=713)",'2',Key Press
"04/08/2023, 15:26:10.31","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:10.44","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:26:10.73","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:11.10","Point(x=1280, y=720)",'r',Key Press
"04/08/2023, 15:26:11.23","Point(x=1280, y=720)",'s',Key Press
"04/08/2023, 15:26:11.70","Point(x=1280, y=718)",'a',Key Press
"04/08/2023, 15:26:11.91","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:26:11.99","Point(x=1289, y=719)",'d',Key Press
"04/08/2023, 15:26:12.23","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:12.64","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:12.78","Point(x=1286, y=720)",'a',Key Press
"04/08/2023, 15:26:13.13","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:13.33","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:13.52","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:13.69","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:13.69","Point(x=1279, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:13.75","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:13.79","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:14.30","Point(x=1243, y=723)",'d',Key Press
"04/08/2023, 15:26:14.33","Point(x=1275, y=721)",'d',Key Press
"04/08/2023, 15:26:14.37","Point(x=1261, y=721)",'d',Key Press
"04/08/2023, 15:26:14.40","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:26:14.43","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:14.46","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:14.49","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:14.52","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:14.63","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:26:15.13","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:15.16","Point(x=1279, y=720)",'a',Key Press
"04/08/2023, 15:26:15.21","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:15.24","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:15.27","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:15.30","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:15.33","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:15.37","Point(x=1282, y=720)",'a',Key Press
"04/08/2023, 15:26:15.40","Point(x=1283, y=719)",'a',Key Press
"04/08/2023, 15:26:15.43","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:26:15.48","Point(x=1281, y=720)",'a',Key Press
"04/08/2023, 15:26:15.48","Point(x=1281, y=720)",'w',Key Press
"04/08/2023, 15:26:15.52","Point(x=1284, y=720)",'d',Key Press
"04/08/2023, 15:26:15.86","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:15.88","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:16.01","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:16.07","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:16.21","Point(x=1275, y=720)",'a',Key Press
"04/08/2023, 15:26:16.24","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:16.35","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:16.36","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:16.46","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:16.58","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:16.67","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:26:16.70","Point(x=1280, y=719)",Button.left,Mouse Click
"04/08/2023, 15:26:16.81","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:16.91","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:16.92","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:17.02","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:17.15","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:17.28","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:17.42","Point(x=1279, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:17.56","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:17.72","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:17.83","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:17.83","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:17.85","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:26:17.90","Point(x=1283, y=721)",'r',Key Press
"04/08/2023, 15:26:20.01","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:20.34","Point(x=1267, y=720)",'d',Key Press
"04/08/2023, 15:26:20.80","Point(x=1278, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:20.88","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:26:20.91","Point(x=1275, y=721)",'d',Key Press
"04/08/2023, 15:26:20.92","Point(x=1278, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:20.94","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:26:20.98","Point(x=1279, y=720)",'d',Key Press
"04/08/2023, 15:26:20.99","Point(x=1277, y=720)",'w',Key Press
"04/08/2023, 15:26:21.31","Point(x=1286, y=722)",'r',Key Press
"04/08/2023, 15:26:22.50","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:23.85","Point(x=1280, y=720)",'3',Key Press
"04/08/2023, 15:26:24.06","Point(x=1280, y=720)",'2',Key Press
"04/08/2023, 15:26:24.80","Point(x=1280, y=720)",'3',Key Press
"04/08/2023, 15:26:25.06","Point(x=1280, y=720)",'2',Key Press
"04/08/2023, 15:26:25.53","Point(x=1280, y=720)",'3',Key Press
"04/08/2023, 15:26:26.67","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:27.17","Point(x=1282, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:27.21","Point(x=1284, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:27.25","Point(x=1286, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:27.28","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:27.31","Point(x=1283, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:27.35","Point(x=1282, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:27.55","Point(x=1283, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:27.76","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:28.25","Point(x=1280, y=720)",'b',Key Press
"04/08/2023, 15:26:29.25","Point(x=739, y=663)",Button.left,Mouse Click
"04/08/2023, 15:26:29.35","Point(x=739, y=663)",Button.left,Mouse Click
"04/08/2023, 15:26:29.66","Point(x=1018, y=526)",Button.left,Mouse Click
"04/08/2023, 15:26:29.76","Point(x=1019, y=525)",Button.left,Mouse Click
"04/08/2023, 15:26:29.87","Point(x=1019, y=525)",'b',Key Press
"04/08/2023, 15:26:31.23","Point(x=729, y=395)",Button.left,Mouse Click
"04/08/2023, 15:26:31.32","Point(x=729, y=395)",Button.left,Mouse Click
"04/08/2023, 15:26:33.04","Point(x=696, y=703)",Button.left,Mouse Click
"04/08/2023, 15:26:33.14","Point(x=696, y=703)",Button.left,Mouse Click
"04/08/2023, 15:26:33.34","Point(x=695, y=706)",'b',Key Press
"04/08/2023, 15:26:35.86","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:36.37","Point(x=1282, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:36.40","Point(x=1281, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:36.43","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:36.46","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:36.49","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:36.52","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:36.57","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:36.60","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:36.63","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:36.66","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:36.69","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:36.72","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:36.76","Point(x=1280, y=720)",Key.tab,Key Press
"04/08/2023, 15:26:41.65","Point(x=1280, y=720)",'3',Key Press
"04/08/2023, 15:26:42.26","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:26:42.77","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:26:42.80","Point(x=1281, y=720)",'w',Key Press
"04/08/2023, 15:26:42.83","Point(x=1282, y=720)",'w',Key Press
"04/08/2023, 15:26:42.85","Point(x=1284, y=721)",Button.left,Mouse Click
"04/08/2023, 15:26:42.86","Point(x=1282, y=721)",'w',Key Press
"04/08/2023, 15:26:42.89","Point(x=1283, y=720)",'w',Key Press
"04/08/2023, 15:26:42.92","Point(x=1283, y=720)",'w',Key Press
"04/08/2023, 15:26:42.97","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:26:43.00","Point(x=1281, y=720)",'w',Key Press
"04/08/2023, 15:26:43.01","Point(x=1281, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:43.03","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:26:43.06","Point(x=1281, y=720)",'w',Key Press
"04/08/2023, 15:26:43.10","Point(x=1281, y=720)",'w',Key Press
"04/08/2023, 15:26:43.13","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:26:43.16","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:26:43.19","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:26:43.23","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:26:43.26","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:26:43.30","Point(x=1282, y=720)",'w',Key Press
"04/08/2023, 15:26:43.33","Point(x=1281, y=720)",'w',Key Press
"04/08/2023, 15:26:43.36","Point(x=1283, y=720)",'w',Key Press
"04/08/2023, 15:26:43.38","Point(x=1282, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:43.39","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:26:43.40","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:43.52","Point(x=1280, y=720)",Button.left,Mouse Click
"04/08/2023, 15:26:44.75","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:44.95","Point(x=1278, y=720)",'2',Key Press
"04/08/2023, 15:26:46.75","Point(x=1279, y=720)",'a',Key Press
"04/08/2023, 15:26:47.13","Point(x=1280, y=720)",'d',Key Press
"04/08/2023, 15:26:47.25","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:26:47.77","Point(x=1278, y=719)",'w',Key Press
"04/08/2023, 15:26:47.80","Point(x=1279, y=720)",'w',Key Press
"04/08/2023, 15:26:47.83","Point(x=1280, y=720)",'w',Key Press
"04/08/2023, 15:26:48.02","Point(x=1280, y=720)",'s',Key Press
"04/08/2023, 15:26:48.23","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:48.74","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:48.77","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:48.81","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:48.84","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:48.87","Point(x=1280, y=720)",'a',Key Press
"04/08/2023, 15:26:48.91","Point(x=1283, y=720)",'a',Key Press
"04/08/2023, 15:26:48.94","Point(x=1280, y=720)",'a',Key Press
