11:47:22.392069,!Error: Timed out waiting for response
11:47:22.684962,!ERROR: Failed to verify connection(1) to sensor.
11:47:22.982743,!ERROR: Initial communication errorCode recieved
11:47:23.278687,24.57,984.82,239.45,39.05,355.00,60.48
11:47:23.579321,24.57,984.82,239.43,39.08,354.17,60.37
11:47:23.879983,24.57,984.83,239.36,39.06,354.17,60.37
11:47:24.178604,24.58,984.82,239.40,39.09,354.17,60.37
11:47:24.475477,24.58,984.82,239.40,39.09,354.17,60.27
11:47:24.771110,24.58,984.78,239.74,39.10,354.17,60.27
11:47:25.062522,24.58,984.81,239.51,39.13,354.17,60.27
11:47:25.361730,24.58,984.83,239.33,39.13,355.83,60.27
11:47:25.654895,24.58,984.84,239.26,39.15,354.17,60.11
11:47:25.954494,24.58,984.82,239.44,39.15,354.17,60.11
11:47:26.250633,24.59,984.84,239.29,39.17,354.17,60.11
11:47:26.548966,24.59,984.87,239.01,39.17,355.00,60.00
11:47:26.843634,24.59,984.84,239.24,39.15,354.17,60.00
11:47:27.140620,24.58,984.84,239.26,39.12,355.00,60.00
11:47:27.437942,24.58,984.84,239.28,39.11,353.33,59.90
11:47:27.735042,24.58,984.82,239.41,39.08,355.00,59.90
11:47:28.031445,24.58,984.85,239.15,39.08,356.67,59.90
11:47:28.327889,24.59,984.86,239.05,39.14,355.83,59.90
11:47:28.624037,24.59,984.85,239.14,39.26,358.33,59.79
11:47:28.919745,24.59,984.85,239.21,39.34,355.83,59.79
11:47:29.218402,24.59,984.85,239.16,39.41,355.00,59.79
11:47:29.514685,24.59,984.84,239.22,39.40,354.17,59.64
11:47:29.813275,24.59,984.85,239.14,39.37,353.33,59.64
11:47:30.107141,24.59,984.85,239.16,39.38,354.17,59.64
11:47:30.407119,24.59,984.85,239.14,39.37,355.00,59.58
11:47:30.706053,24.59,984.82,239.46,39.42,355.00,59.58
11:47:31.003194,24.59,984.84,239.29,39.42,355.00,59.58
11:47:31.300547,24.59,984.85,239.19,39.37,355.00,59.58
11:47:31.597044,24.60,984.83,239.34,39.39,355.00,59.48
11:47:31.896654,24.60,984.84,239.24,39.37,356.67,59.48
11:47:32.196328,24.59,984.80,239.57,39.37,356.67,59.48
11:47:32.493024,24.60,984.81,239.51,39.34,357.50,59.37
11:47:32.790414,24.60,984.82,239.43,39.33,360.00,59.37
11:47:33.087292,24.59,984.83,239.12,39.38,357.50,59.37
11:47:33.383679,24.60,984.84,239.24,39.37,356.67,59.27
11:47:33.680182,24.60,984.82,239.46,39.41,357.50,59.27
11:47:33.979323,24.60,984.83,239.34,39.41,357.50,59.27
11:47:34.274602,24.60,984.84,239.29,39.45,357.50,59.27
11:47:34.574932,24.59,984.82,239.41,39.46,357.50,59.17
11:47:34.870425,24.59,984.83,239.35,39.46,357.50,59.17
11:47:35.168867,24.59,984.83,239.37,39.42,357.50,59.17
11:47:35.470064,24.60,984.85,239.20,39.41,357.50,59.06
11:47:35.771257,24.58,984.81,239.52,39.36,356.67,59.06
11:47:36.070545,24.58,984.81,239.29,39.35,357.50,59.06
11:47:36.369988,24.59,984.83,239.33,39.34,357.50,58.96
11:47:36.664945,24.59,984.82,239.47,39.36,357.50,58.96
11:47:36.962739,24.59,984.82,239.44,39.38,358.33,58.96
11:47:37.253594,24.59,984.81,239.48,39.41,358.33,58.96
11:47:37.546562,24.60,984.85,239.18,39.39,358.33,58.86
11:47:37.847472,24.60,984.84,239.31,39.43,360.00,58.86
11:47:38.148872,24.60,984.84,239.22,39.45,357.50,58.86
11:47:38.448534,24.59,984.85,239.16,39.44,360.83,58.75
11:47:38.742850,24.59,984.84,239.30,39.38,361.67,58.75
11:47:39.040800,24.59,984.84,239.30,39.29,362.50,58.75
11:47:39.334660,24.59,984.86,239.10,39.28,362.50,58.70
11:47:39.632669,24.59,984.86,239.12,39.21,362.50,58.70
11:47:39.932599,24.58,984.85,239.19,39.18,361.67,58.70
11:47:40.232525,24.58,984.87,238.99,39.17,360.00,58.70
11:47:40.531059,24.59,984.86,239.08,39.21,361.67,58.60
11:47:40.827558,24.59,984.85,239.17,39.28,362.50,58.60
11:47:41.124508,24.59,984.84,239.31,39.29,362.50,58.60
11:47:41.422909,24.58,984.85,239.19,39.36,362.50,58.55
